CNPJ_Fundo_Classe;Data_Referencia;Versao;Percentual_Vencimento_Valor_Total_Faixa_Ate_3Meses;Percentual_Vencimento_Receita_FII_Faixa_Ate_3Meses;Percentual_Vencimento_Valor_Total_Faixa_3a6Meses;Percentual_Vencimento_Receita_FII_Faixa_3a6Meses;Percentual_Vencimento_Valor_Total_Faixa_6a9Meses;Percentual_Vencimento_Receita_FII_Faixa_6a9Meses;Percentual_Vencimento_Valor_Total_Faixa_9a12Meses;Percentual_Vencimento_Receita_FII_Faixa_9a12Meses;Percentual_Vencimento_Valor_Total_Faixa_12a15Meses;Percentual_Vencimento_Receita_FII_Faixa_12a15Meses;Percentual_Vencimento_Valor_Total_Faixa_15a18Meses;Percentual_Vencimento_Receita_FII_Faixa_15a18Meses;Percentual_Vencimento_Valor_Total_Faixa_18a21Meses;Percentual_Vencimento_Receita_FII_Faixa_18a21Meses;Percentual_Vencimento_Valor_Total_Faixa_21a24Meses;Percentual_Vencimento_Receita_FII_Faixa_21a24Meses;Percentual_Vencimento_Valor_Total_Faixa_24a27Meses;Percentual_Vencimento_Receita_FII_Faixa_24a27Meses;Percentual_Vencimento_Valor_Total_Faixa_27a30Meses;Percentual_Vencimento_Receita_FII_Faixa_27a30Meses;Percentual_Vencimento_Valor_Total_Faixa_30a33Meses;Percentual_Vencimento_Receita_FII_Faixa_30a33Meses;Percentual_Vencimento_Valor_Total_Faixa_33a36Meses;Percentual_Vencimento_Receita_FII_Faixa_33a36Meses;Percentual_Vencimento_Valor_Total_Faixa_Acima_36Meses;Percentual_Vencimento_Receita_FII_Faixa_Acima_36Meses;Percentual_Vencimento_Valor_Total_Faixa_Indeterminado;Percentual_Vencimento_Receita_FII_Faixa_Indeterminado;Percentual_Indexador_Valor_Total_IGPM;Percentual_Indexador_Receita_FII_IGPM;Percentual_Indexador_Valor_Total_INPC;Percentual_Indexador_Receita_FII_INPC;Percentual_Indexador_Valor_Total_IPCA;Percentual_Indexador_Receita_FII_IPCA;Percentual_Indexador_Valor_Total_INCC;Percentual_Indexador_Receita_FII_INCC;Caracteristicas_Contratuais;Politica_Contratacao_Seguro_Imovel_Renda_Acabado;Politica_Contratacao_Seguro_Imovel_Renda_Construcao;Politica_Contratacao_Seguro_Imovel_Venda_Acabado;Politica_Contratacao_Seguro_Imovel_Venda_Construcao;Ativo_Liquidez_Valor_Disponibilidades;Ativo_Liquidez_Valor_Titulos_Publicos;Ativo_Liquidez_Valor_Titulos_Privados;Ativo_Liquidez_Valor_Fundos_Renda_Fixa
00.762.723/0001-28;2024-09-30;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Os contratos de locação são dos imóveis do Fundo e preveem o período de garantia de permanência, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo locatário, correção anual do valor da locação pelo IGP-M, IPCA ou IGP-DI. O Fundo é proprietário de 75% do imóvel para renda acabado, citado acima.;É obrigatória a contratação do seguro de preservação dos imóveis, no entanto essa demanada fica a cargo do condomínio.;;;;5165.53;;;4805059.17
00.762.723/0001-28;2024-12-31;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A.;É obrigatória a contratação do seguro de preservação dos imóveis, no entanto essa demanada fica a cargo do condomínio.;;;;4792.63;;;79700.37
00.868.235/0001-08;2024-03-31;1;0;0;0;0;0.00576051565854332;0.00563313499456889;0;0;0;0;0.109528946561571;0.107106963745373;0.0176937213944701;0.0173024651054496;0.0484154213066263;0.0473448247006622;0.0297042994126012;0.0290474565870009;0.028266207857509;0.0276411651463433;0;0;0.0886130581330183;0.0866535824799926;0.332257814125711;0.324910690450896;0.339760015549949;0.33224699780326;1;0.977887;;;;;;;Contratos majoritriamente corrigidos pelo IGP-M e com prazo de 5 anos;A contratação dos sguros fica a cargo do condominio e dos locatários.;;;;8504.31;;;2741864.05
00.868.235/0001-08;2024-06-30;1;0;0;0.00675456704838382;0.00657548406153069;0;0;0;0;0.116375783132135;0.113290326626723;0.0198054216418579;0.0192803229881466;0.0568656987015153;0.0553580255819785;0.0381961693627284;0.0371834791270956;0.0304605857430124;0.0296529880632381;0;0;0.0847797468182658;0.0825319920508451;0.0311519010760848;0.0303259746398089;0.318983728603933;0.310526553115593;0.296626397872084;0.288761979482288;1;0.973487125737248;;;;;;;Contratos majoritriamente corrigidos pelo IGP-M e com prazo de 5 anos.;A contratação dos sguros fica a cargo do condominio e dos locatários.;;;;8474.27;;;2626119.91
00.868.235/0001-08;2024-09-30;1;0.00589767723213188;0.00574035105728771;0;0;0;0;0.157376151341127;0.153177992145961;0.0244443260812266;0.0237922503287506;0.0902886260337706;0.0878800906720119;0.0325235304415342;0.0316559341938256;0.0326591724056641;0.0317879577789691;0;0;0.0798867362515731;0.0777556812377839;0.00688896763277884;0.00670519783941248;0.00435883635524705;0.00424256023101181;0.325155909098424;0.316482064567271;0.240520067126522;0.234103964541573;1;0.973324044593858;;;;;;;Contratos majoritriamente corrigidos pelo IGP-M e com prazo de 5 anos.;A contratação dos sguros fica a cargo do condominio e dos locatários.;;;;11383.19;;;2979545.38
00.868.235/0001-08;2024-12-31;1;0;0;0;0;0.0953722679089571;0.093298529458123;0.0152889879882518;0.0149565500273988;0.0468531920846511;0.0458344340315973;0.0206112423943408;0.0201630793506203;0.0249782588103538;0.0244351410166219;0;0;0.069797577060459;0.0682799249955684;0.0292837995500757;0.0286470637101408;0.00351799866591067;0.00344150463611108;0.00656434621465892;0.00642161355821291;0.39596306676408;0.387353395895786;0.291769262558261;0.285425142283003;1;0.978256378963184;;;;;;;Contratos majoritriamente corrigidos pelo IGP-M e com prazo de 5 anos.;A contratação dos sguros fica a cargo do condominio e dos locatários.;;;;22228.41;;;2438751.47
01.201.140/0001-90;2024-03-31;1;0.038713;0.038073;0.06104;0.060031;0.045914;0.045155;0.021092;0.020743;0.031748;0.031223;0.014623;0.014381;0.021618;0.021269;0.009489;0.009332;0.008505;0.008364;0.033608;0.033052;0.033043;0.032497;0.016273;0.016004;0.375885;0.369677;0.288449;0.283685;0.028302;0.027834;0.004613;0.004537;0.092415;0.090889;;;Contratos típicos de 5 anos, ajustados anualmente em sua maioria pelo indíce IGP-DI, IGP-M, IPCA e IPC-FIPE e INPC com garantia de Fiadores.;Contratação do seguro realizado pelo empreendimento através do condomínio.;;;;5562.4;;;7553535.47
01.201.140/0001-90;2024-06-30;2;0.044104;0.043057;0.026283;0.025659;0.067162;0.065568;0.04504;0.043971;0.019259;0.018808;0.015499;0.015131;0.019058;0.018605;0.008549;0.008346;0.062072;0.060599;0.047523;0.046395;0.020328;0.019846;0.039673;0.038731;0.426032;0.415924;0.159418;0.155635;0.022086;0.021562;0.005075;0.004956;0.107903;0.105343;;;Contratos típicos de 5 anos, ajustados anualmente em sua maioria pelo indíce IGP-DI, IGP-M, IPCA e IPC-FIPE e INPC com garantia de Fiadores.;Contratação do seguro realizado pelo empreendimento através do condomínio.;;;;5009.22;;;6386193.18
01.201.140/0001-90;2024-09-30;1;0.035008;0.034404;0.085437;0.083964;0.046227;0.045429;0.024329;0.023909;0.012055;0.011847;0.021983;0.021607;0.008478;0.008336;0.064625;0.063505;0.042289;0.041559;0.019031;0.018702;0.035173;0.034566;0.045345;0.044563;0.425109;0.417776;0.134911;0.132584;0.011142;0.01095;0.001268;0.001247;0.079997;0.078615;;;Contratos típicos de 5 anos, ajustados anualmente em sua maioria pelo indíce IGP-DI, IGP-M, IPCA e IPC-FIPE e INPC com garantia de Fiadores.;Contratação do seguro realizado pelo empreendimento através do condomínio.;;;;5425.32;;;10683807.75
01.201.140/0001-90;2024-12-31;1;0.057259;0.05553;0.036325;0.035228;0.024318;0.023577;0.019669;0.019075;0.024617;0.023879;0.009039;0.008766;0.066448;0.064442;0.049671;0.048171;0.019967;0.019364;0.038971;0.037795;0.048607;0.047139;0.072789;0.070591;0.391686;0.379858;0.140634;0.136388;0.026405;0.025607;0.004865;0.004719;0.064346;0.062403;;;Contratos típicos de 5 anos, ajustados anualmente em sua maioria pelo indíce IGP-DI, IGP-M, IPCA e IPC-FIPE e INPC com garantia de Fiadores.;Contratação do seguro realizado pelo empreendimento através do condomínio.;;;;5635.02;;;6554698.93
01.235.622/0001-61;2024-03-28;1;0;0;0;8E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N/A;Cabe ao Locatário o pagamento do seguro contra incêndio bem como por danos, ocorrências e sinistros no Imóvel, contra qualquer risco de destruição parcial ou total que possibilite sua reconstrução, cujo beneficiário será o Locador. O Locador contratará diretamente este seguro e cobrará do Locatário o valor através de boleto bancário. Caso a qualquer momento sejam exigidas obras de melhoria e manutenção no imóvel para a continuidade ou renovação do seguro de incêndio, o Locatário se compromete a fazer estas às suas expensas se responsabilizando ainda por qualquer autorização ou licença dos órgãos competentes necessárias à realização de tais obras. O descumprimento de qualquer das obrigações aqui dispostas, será caracterizado como infração contratual.;;Conforme contrato.;Conforme contrato.;699733.34;;;42150295.51
01.235.622/0001-61;2024-06-30;1;0;0;0.014286;8E-05;0;0;0.057143;0.003983;0.014286;0;0.028571;0.000348;0.014286;0.000131;0.042857;0.001048;0;0;0.028571;0.000463;0;0;0.057143;0.000367;0.628571;0.051522;0.114286;0.001751;0.442857;0.022337;0;0;0.542857;0.036669;0;0;N/A;Cabe ao Locatário o pagamento do seguro contra incêndio bem como por danos, ocorrências e sinistros no Imóvel, contra qualquer risco de destruição parcial ou total que possibilite sua reconstrução, cujo beneficiário será o Locador. O Locador contratará diretamente este seguro e cobrará do Locatário o valor através de boleto bancário. Caso a qualquer momento sejam exigidas obras de melhoria e manutenção no imóvel para a continuidade ou renovação do seguro de incêndio, o Locatário se compromete a fazer estas às suas expensas se responsabilizando ainda por qualquer autorização ou licença dos órgãos competentes necessárias à realização de tais obras. O descumprimento de qualquer das obrigações aqui dispostas, será caracterizado como infração contratual.;;Conforme contrato.;Conforme contrato.;550474.93;;;95684632.96
01.235.622/0001-61;2024-09-30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N/A;Cabe ao Locatário o pagamento do seguro contra incêndio bem como por danos, ocorrências e sinistros no Imóvel, contra qualquer risco de destruição parcial ou total que possibilite sua reconstrução, cujo beneficiário será o Locador. O Locador contratará diretamente este seguro e cobrará do Locatário o valor através de boleto bancário. Caso a qualquer momento sejam exigidas obras de melhoria e manutenção no imóvel para a continuidade ou renovação do seguro de incêndio, o Locatário se compromete a fazer estas às suas expensas se responsabilizando ainda por qualquer autorização ou licença dos órgãos competentes necessárias à realização de tais obras. O descumprimento de qualquer das obrigações aqui dispostas, será caracterizado como infração contratual.;;Conforme contrato.;Conforme contrato.;946734.68;;;66681310.89
01.235.622/0001-61;2024-12-31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N/A;Cabe ao Locatário o pagamento do seguro contra incêndio bem como por danos, ocorrências e sinistros no Imóvel, contra qualquer risco de destruição parcial ou total que possibilite sua reconstrução, cujo beneficiário será o Locador. O Locador contratará diretamente este seguro e cobrará do Locatário o valor através de boleto bancário. Caso a qualquer momento sejam exigidas obras de melhoria e manutenção no imóvel para a continuidade ou renovação do seguro de incêndio, o Locatário se compromete a fazer estas às suas expensas se responsabilizando ainda por qualquer autorização ou licença dos órgãos competentes necessárias à realização de tais obras. O descumprimento de qualquer das obrigações aqui dispostas, será caracterizado como infração contratual.;;Conforme contrato.;Conforme contrato.;26385.09;;;152586456.98
01.356.517/0001-80;2024-03-31;1;0.01606;0.014218;0.004328;0.003832;0.01887;0.016706;0.001102;0.000976;0.003779;0.003346;0.697101;0.617161;0.003389;0.003;0.004785;0.004236;0.009846;0.008717;0.007591;0.00672;0.016044;0.014204;0.005779;0.005116;0.073354;0.064942;0.137972;0.12215;1;0.885324;0;0;0;0;0;0;;;;;;390158.84;;;94874983
01.356.517/0001-80;2024-06-30;1;0.006205;0.005493;0.004111;0.00364;0.012016;0.010638;0.004347;0.003849;0.018949;0.016776;0;0;0.003795;0.00336;0.701812;0.621331;0.003403;0.003013;0.004805;0.004254;0.009888;0.008754;0.007623;0.006749;0.09002;0.079697;0.133027;0.117772;1;0.885326;0;0;0;0;0;0;;;;;;316147.71;;;108387210.54
01.356.517/0001-80;2024-09-30;1;0.013993;0.012344;0.001834;0.001618;0.004147;0.003658;0.012122;0.010693;0.004571;0.004032;0.007153;0.00631;0;0;0.003828;0.003377;0.705145;0.622033;0.002397;0.002114;0.004847;0.004276;0.009974;0.008798;0.08834;0.077928;0.141649;0.124954;1;0.882135;0;0;0;0;0;0;;;;;;407461.87;;;117830594.8
01.356.517/0001-80;2024-12-31;1;0.03724;0.032306;0.019026;0.016506;0.006389;0.005543;0.004216;0.003658;0.011415;0.009903;0.002286;0.001983;0.016088;0.013957;0;0;0.003915;0.003396;0.662988;0.575179;0.003303;0.002866;0.004667;0.004049;0.101929;0.088429;0.126538;0.109779;1;0.867554;0;0;0;0;0;0;;;;;;443874.24;;;133500535.94
01.497.954/0001-14;2024-03-31;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;;Cláusula de reajuste - IGPM, garantia por fiador, seguro fiança ou depósito caução, clausula de rescisão determinando o valor da multa, clausula de exigencia para contratação de seguro patrimonial.;Seguro contratado pelos locatários.;;;;1;;;1501.54
01.497.954/0001-14;2024-06-30;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;;Cláusula de reajuste - IGPM, garantia por fiador, seguro fiança ou depósito caução, clausula de rescisão determinando o valor da multa, clausula de exigencia para contratação de seguro patrimonial.;Seguro contratado pelos locatários.;;;;-12623;;;125516.48
01.497.954/0001-14;2024-09-30;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;;Cláusula de reajuste - IGPM, garantia por fiador, seguro fiança ou depósito caução, clausula de rescisão determinando o valor da multa, clausula de exigencia para contratação de seguro patrimonial.;Seguro contratado pelos locatários.;;;;1;;;1957.38
01.497.954/0001-14;2024-12-31;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;;Cláusula de reajuste - IGPM, garantia por fiador, seguro fiança ou depósito caução, clausula de rescisão determinando o valor da multa, clausula de exigencia para contratação de seguro patrimonial.;Seguro contratado pelos locatários.;;;;85.14;;;24667.38
01.601.918/0001-59;2024-03-31;1;;;;;;;;;;;;;;;;;;;1;0.139794;;;;;;;;;1;0.139794;;;;;;;Contratos com período de 5 anos, demais clausulas são confidenciais.;Cláusula de exigencia para a Contratação de seguros das seguintes coberturas para os imóveis locados: Incêndio / Raio / explosão Responsabilidade Civil.;;;;6041.06;;;628240.93
01.601.918/0001-59;2024-06-30;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Contratos com período de 5 anos, demais clausulas são confidenciais.;Em caso de vacância, o seguro é contratado pelo próprio Fundo, com vigência anual.;;;;5579.38;;;566268.51
01.601.918/0001-59;2024-09-30;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Contratos com período de 5 anos, demais clausulas são confidenciais.;Em caso de vacância, o seguro é contratado pelo próprio Fundo, com vigência anual.;;;;6043.73;;;320352.36
01.601.918/0001-59;2024-12-31;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Contratos com período de 5 anos, demais clausulas são confidenciais.;Em caso de vacância, o seguro é contratado pelo próprio Fundo, com vigência anual.;;;;6124.3;;;13983287.1
01.633.741/0001-72;2024-03-31;1;0;0;0.216648;0.208891;0;0;0;0;0.231266;0.222985;0;0;0;0;0;0;0;0;0;0;0.371512;0.35821;0;0;0.094724;0.091332;0.08585;0.082777;1;0.964195;;;;;;;Reajuste anual  pelo IGP-M. Todos os contratos possuel multa rescisória equivalente a 3 aluguéis cobrados proporcionalmente ao tempo decorrido de contrato. Garantia: fiadores PF,Fiadores PJ, carta de fiança bancária.;O seguro é contrato pelo condomínio para cobertura  contra risco de incêndio, raios  e explosão de qualquer natureza de outras coberturas essenciais. A seguro cobre toda a estrutura do imóvel cujo valor do prêmio é repassado para os locatários.;;;;53167.11;924297.33;;
01.633.741/0001-72;2024-06-30;1;0.199557;0.192471;0;0;0;0;0;0;0.28676;0.276577;0;0;0;0;0;0;0;0;0.342204;0.330053;0;0;0.030586;0.0295;0.061814;0.059619;0.079079;0.076271;1;0.964491;;;;;;;Reajuste anual  pelo IGP-M. Todos os contratos possuel multa rescisória equivalente a 3 aluguéis cobrados proporcionalmente ao tempo decorrido de contrato. Garantia: fiadores PF,Fiadores PJ, carta de fiança bancária.;O seguro é contrato pelo condomínio para cobertura  contra risco de incêndio, raios  e explosão de qualquer natureza de outras coberturas essenciais. A seguro cobre toda a estrutura do imóvel cujo valor do prêmio é repassado para os locatários.;;;;11215.13;1067430.35;;
01.633.741/0001-72;2024-09-30;1;0.184507;0.178914;0;0;0;0;0.265133;0.257096;0;0;0;0;0;0;0;0;0.316396;0.306805;0;0;0.02828;0.027422;0;0;0.205684;0.199448;0;0;1;0.969685;;;;;;;Do total de ABL locados, 82% dos contratos são reajustados pelo IGP-M e 17% são reajustados pelo IPCA. Cabe informaque os contratos que possuem reajustes pelo IPCA estao em período de carência não tendo receita para efeito de comparativo do item 1.1.2.1.3 acima, razão pela qual a informação de IPCA está em branco. Todos os contratos possuem multa rescisória equivalente a 3 alugueis cobrados proporcionalmente ao tempo decorrido de contrato. Garantia: Fiadores PF, Fiadores PJ, carta de fiança bancária.;O seguro é contrato pelo condomínio para cobertura  contra risco de incêndio, raios  e explosão de qualquer natureza de outras coberturas essenciais. A seguro cobre toda a estrutura do imóvel cujo valor do prêmio é repassado para os locatários.;;;;15029.12;1050596.61;;
01.633.741/0001-72;2024-12-31;1;0;0;0.28796;0.277529;0;0;0;0;0;0;0;0;0;0;0.35248;0.339711;0;0;0.030715;0.029602;0;0;0;0;0.328845;0.316932;0;0;1;0.933774;;;;;;;Do total de ABL locados, 71% dos contratos são reajustados pelo IGP-M e 29% são reajustados pelo IPCA. Cabe informaque os contratos que possuem reajustes pelo IPCA estao em período de carência não tendo receita para efeito de comparativo do item 1.1.2.1.3 acima, razão pela qual a informação de IPCA está em branco. Todos os contratos possuem multa rescisória equivalente a 3 alugueis cobrados proporcionalmente ao tempo decorrido de contrato. Garantia: Fiadores PF, Fiadores PJ, carta de fiança bancária.;O seguro é contrato pelo condomínio para cobertura  contra risco de incêndio, raios  e explosão de qualquer natureza de outras coberturas essenciais. A seguro cobre toda a estrutura do imóvel cujo valor do prêmio é repassado para os locatários.;;;;1851.17;1358764.22;;
