Tipo_Fundo_Classe;CNPJ_Fundo_Classe;Data_Referencia;Versao;Data_Entrega;Nome_Fundo_Classe;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Fundo_Nao_Listado_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email;Data_Encerramento_Trimestre
Classe;00.762.723/0001-28;2024-09-30;1;2024-11-14;FUNDO INVESTIMENTO IMOBILIÁRIO CENTRO TEXTIL INTERNACIONAL;1995-08-18;INVESTIDORES EM GERAL;BRCTXTCTF014;3921434;Não;Não;Não;Desenvolvimento para Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;00762723000128;AVENIDA CHEDID JAFET;222;Conjunto 32 - Bloco B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;11 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2024-09-30
Classe;00.762.723/0001-28;2024-12-31;1;2025-02-14;FUNDO INVESTIMENTO IMOBILIÁRIO CENTRO TEXTIL INTERNACIONAL;1995-08-18;INVESTIDORES EM GERAL;BRCTXTCTF014;3921434;Não;Não;Não;Desenvolvimento para Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;00762723000128;AVENIDA CHEDID JAFET;222;Conjunto 32 - Bloco B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;11 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2024-12-31
;00.868.235/0001-08;2024-03-31;1;2024-05-15;FUNDOS DE INVESTIMENTO IMOBILIÁRIO HERMES;1995-10-03;INVESTIDORES EM GERAL;BRHERMCTF004;54316;Não;Não;Não;Renda;Híbrido;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;00868235000108;AVENIDA CHEDID JAFET;222;Conjunto 32 - Bloco B;VILA OLÍMPIA;SÃO PAULO;SP;04551065;11 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2024-03-31
;00.868.235/0001-08;2024-06-30;1;2024-08-12;FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES;1995-10-03;INVESTIDORES EM GERAL;BRHERMCTF004;54316;Não;Não;Não;Renda;Híbrido;Passiva;Indeterminado;;31/12;Não;Sim;Não;Sim;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;00868235000108;Avenida Chedid Jafet;222;Conjunto 32 Bloco B;Vila Olímpia;São Paulo;SP;04551-065;11 3509 6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2024-06-30
;00.868.235/0001-08;2024-09-30;1;2024-11-18;FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES;1995-10-03;INVESTIDORES EM GERAL;BRHERMCTF004;54316;Não;Não;Não;Renda;Híbrido;Passiva;Indeterminado;;31/12;Não;Sim;Não;Sim;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;00868235000108;Avenida Chedid Jafet;222;Conjunto 32 Bloco B;Vila Olímpia;São Paulo;SP;04551-065;11 3509 6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2024-09-30
;00.868.235/0001-08;2024-12-31;1;2025-01-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES;1995-10-03;INVESTIDORES EM GERAL;BRHERMCTF004;54316;Não;Não;Não;Renda;Híbrido;Passiva;Indeterminado;;31/12;Não;Sim;Não;Sim;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;00868235000108;Avenida Chedid Jafet;222;Conjunto 32 Bloco B;Vila Olímpia;São Paulo;SP;04551-065;11 3509 6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2024-12-31
Classe;01.201.140/0001-90;2024-03-31;1;2024-05-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA SHOPPING;2014-10-30;INVESTIDORES EM GERAL;BRABCPCTF000;4709082;Não;Não;Sim;Renda;Shoppings;Passiva;Indeterminado;;31/12;Sim;Sim;Não;Sim;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;01201140000190;AVENIDA CHEDID JAFET;222;Conjunto 32 - Bloco B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;11 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2024-03-31
Classe;01.201.140/0001-90;2024-06-30;2;2024-08-12;FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA SHOPPING;2014-10-31;INVESTIDORES EM GERAL;BRABCPCTF000;4709082;Não;Não;Sim;Renda;Shoppings;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;01201140000190;AVENIDA CHEDID JAFET;222;Conjunto 32 - Bloco B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;11 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2024-06-30
Classe;01.201.140/0001-90;2024-09-30;1;2024-11-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA SHOPPING;2014-10-31;INVESTIDORES EM GERAL;BRABCPCTF000;4709082;Não;Não;Sim;Renda;Shoppings;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;01201140000190;AVENIDA CHEDID JAFET;222;Conjunto 32 - Bloco B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;11 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2024-09-30
Classe;01.201.140/0001-90;2024-12-31;1;2025-02-12;FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA SHOPPING;2014-10-31;INVESTIDORES EM GERAL;BRABCPCTF000;4709082;Não;Não;Sim;Renda;Shoppings;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;01201140000190;AVENIDA CHEDID JAFET;222;Conjunto 32 - Bloco B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;11 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2024-12-31
Classe;01.235.622/0001-61;2024-03-28;1;2024-05-16;OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO;1996-10-07;INVESTIDOR PROFISSIONAL;BRFTCECTD005;1092223;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;BRL TRUST DTVM S.A.;01235622000161;Rua Alves Guimarães;1212;;Pinheiros;São Paulo;SP;01451-011;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com;2024-03-28
Classe;01.235.622/0001-61;2024-06-30;1;2024-08-14;OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO;1996-10-07;INVESTIDOR PROFISSIONAL;BRFTCECTD005;1120314;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;BRL TRUST DTVM S.A.;01235622000161;Rua Alves Guimarães;1212;;Pinheiros;São Paulo;SP;01451-011;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com;2024-06-28
Classe;01.235.622/0001-61;2024-09-30;1;2024-11-14;OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO;1996-10-07;INVESTIDOR PROFISSIONAL;BRFTCECTD005;1133055;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;BRL TRUST DTVM S.A.;01235622000161;Rua Alves Guimarães;1212;;Pinheiros;São Paulo;SP;01451-011;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com;2024-09-30
Classe;01.235.622/0001-61;2024-12-31;1;2025-02-14;OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO;1996-10-07;INVESTIDOR PROFISSIONAL;BRFTCECTD005;1191101;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;BRL TRUST DTVM S.A.;01235622000161;Rua Alves Guimarães;1212;;Pinheiros;São Paulo;SP;01451-011;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com;2024-12-31
Fundo;01.356.517/0001-80;2024-03-31;1;2024-04-16;LAGRA FUNDO DE INVESTIMENTO IMOBILIÁRIO;1996-08-12;INVESTIDORES EM GERAL;;56701;Sim;Sim;Sim;Desenvolvimento para Renda;Outros;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;MOMENTO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;01356517000180;RUA DA AJUDA;35;19º ANDAR;CENTRO;RIO DE JANEIRO;RJ;20040-915;(21) 3266-6666;(21) 3266-6651;;NÃO POSSUI SITE;lagra@saoclementesa.com.br;2024-03-31
Fundo;01.356.517/0001-80;2024-06-30;1;2024-07-25;LAGRA FUNDO DE INVESTIMENTO IMOBILIÁRIO;1996-08-12;INVESTIDORES EM GERAL;;56701;Sim;Sim;Sim;Desenvolvimento para Renda;Outros;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;MOMENTO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;01356517000180;RUA DA AJUDA;35;19º ANDAR;CENTRO;RIO DE JANEIRO;RJ;20040-915;(21) 3266-6666;(21) 3266-6651;;NÃO POSSUI SITE;lagra@saoclementesa.com.br;2024-06-30
Fundo;01.356.517/0001-80;2024-09-30;1;2024-10-25;LAGRA FUNDO DE INVESTIMENTO IMOBILIÁRIO;1996-08-12;INVESTIDORES EM GERAL;;56701;Sim;Sim;Sim;Desenvolvimento para Renda;Outros;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;MOMENTO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;01356517000180;RUA DA AJUDA;35;19º ANDAR;CENTRO;RIO DE JANEIRO;RJ;20040-915;(21) 3266-6666;(21) 3266-6651;;NÃO POSSUI SITE;lagra@saoclementesa.com.br;2024-09-30
Fundo;01.356.517/0001-80;2024-12-31;1;2025-02-04;LAGRA FUNDO DE INVESTIMENTO IMOBILIÁRIO;1996-08-12;INVESTIDORES EM GERAL;;56701;Sim;Sim;Sim;Desenvolvimento para Renda;Outros;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;MOMENTO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;01356517000180;RUA DA AJUDA;35;19º ANDAR;CENTRO;RIO DE JANEIRO;RJ;20040-915;(21) 3266-6666;(21) 3266-6651;;NÃO POSSUI SITE;lagra@saoclementesa.com.br;2024-12-31
Fundo;01.497.954/0001-14;2024-03-31;1;2024-05-08;FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL;1996-10-22;INVESTIDORES EM GERAL;BRMISTCTF016;8703994;Não;Não;Não;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;CORRETORA GERAL DE VALORES E CÂMBIO LTDA;01497954000114;RUA DR. JOSÉ MONTAURY;139;5º AO 8º ANDAR;CENTRO;PORTO ALEGRE;RS;90010090;51 3213 2727;;;www.geralinvestimentos.com.br;edegasperin@geralinvestimentos.com.br;2024-03-31
Fundo;01.497.954/0001-14;2024-06-30;1;2024-08-07;FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL;1996-10-22;INVESTIDORES EM GERAL;BRMISTCTF016;8703994;Não;Não;Não;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;CORRETORA GERAL DE VALORES E CÂMBIO LTDA;01497954000114;RUA DR. JOSÉ MONTAURY;139;5º AO 8º ANDAR;CENTRO;PORTO ALEGRE;RS;90010090;51 3213 2727;;;www.geralinvestimentos.com.br;edegasperin@geralinvestimentos.com.br;2024-06-30
Fundo;01.497.954/0001-14;2024-09-30;1;2024-11-08;FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL;1996-10-22;INVESTIDORES EM GERAL;BRMISTCTF016;8703994;Não;Não;Não;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;CORRETORA GERAL DE VALORES E CÂMBIO LTDA;01497954000114;RUA DR. JOSÉ MONTAURY;139;5º AO 8º ANDAR;CENTRO;PORTO ALEGRE;RS;90010090;51 3213 2727;;;www.geralinvestimentos.com.br;edegasperin@geralinvestimentos.com.br;2024-09-30
Fundo;01.497.954/0001-14;2024-12-31;1;2025-01-29;FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL;1996-10-22;INVESTIDORES EM GERAL;BRMISTCTF016;8703994;Não;Não;Não;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;CORRETORA GERAL DE VALORES E CÂMBIO LTDA;01497954000114;RUA DR. JOSÉ MONTAURY;139;5º AO 8º ANDAR;CENTRO;PORTO ALEGRE;RS;90010090;51 3213 2727;;;www.geralinvestimentos.com.br;edegasperin@geralinvestimentos.com.br;2024-12-31
Classe;01.601.918/0001-59;2024-03-31;1;2024-05-15;FUNDO FORTALEZA DE INVESTIMENTO IMOBILIÁRIO;1997-01-14;INVESTIDORES EM GERAL;BRFTLZCTF001;500000;Sim;Não;Não;Renda;Híbrido;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;01601918000159;AVENIDA CHEDID JAFET;222;Conjunto 32 - Bloco B;VILA OLÍMPIA;SÃO PAULO;SP;04551065;11 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2024-03-31
Classe;01.601.918/0001-59;2024-06-30;1;2024-08-14;FUNDO FORTALEZA DE INVESTIMENTO IMOBILIÁRIO;1997-01-14;INVESTIDORES EM GERAL;BRFTLZCTF001;500000;Sim;Não;Não;Renda;Híbrido;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;01601918000159;AVENIDA CHEDID JAFET;222;Conjunto 32 - Bloco B;VILA OLÍMPIA;SÃO PAULO;SP;04551065;11 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2024-06-30
Classe;01.601.918/0001-59;2024-09-30;1;2024-11-14;FUNDO FORTALEZA DE INVESTIMENTO IMOBILIÁRIO;1997-01-14;INVESTIDORES EM GERAL;BRFTLZCTF001;500000;Sim;Não;Não;Renda;Híbrido;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;01601918000159;AVENIDA CHEDID JAFET;222;Conjunto 32 - Bloco B;VILA OLÍMPIA;SÃO PAULO;SP;04551065;11 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2024-09-30
Classe;01.601.918/0001-59;2024-12-31;1;2025-02-14;FUNDO FORTALEZA DE INVESTIMENTO IMOBILIÁRIO;1997-01-14;INVESTIDORES EM GERAL;BRFTLZCTF001;500000;Sim;Não;Não;Renda;Híbrido;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;01601918000159;AVENIDA CHEDID JAFET;222;Conjunto 32 - Bloco B;VILA OLÍMPIA;SÃO PAULO;SP;04551065;11 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2024-12-31
Fundo;01.633.741/0001-72;2024-03-31;1;2024-05-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO MEMORIAL OFFICE;1997-03-18;INVESTIDORES EM GERAL;BRFMOFCT010;508008;Não;Não;Não;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;COINVALORES CCVM LTDA;01633741000172;Avenida Brigadeiro Faria Lima;1800;2º andar;Jardim Paulistano;São Paulo;SP;01451-001;11 3035-4141;;;www.coinvalores.com.br;admfundoimobiliario@coinvalores.com.br;2024-03-31
Fundo;01.633.741/0001-72;2024-06-30;1;2024-08-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO MEMORIAL OFFICE;1997-03-18;INVESTIDORES EM GERAL;BRFMOFCT010;508008;Não;Não;Não;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;COINVALORES CCVM LTDA;01633741000172;Avenida Brigadeiro Faria Lima;1800;2º andar;Jardim Paulistano;São Paulo;SP;01451-001;11 3035-4141;;;www.coinvalores.com.br;admfundoimobiliario@coinvalores.com.br;2024-06-30
Fundo;01.633.741/0001-72;2024-09-30;1;2024-11-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO MEMORIAL OFFICE;1997-03-18;INVESTIDORES EM GERAL;BRFMOFCT010;508008;Não;Não;Não;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;COINVALORES CCVM LTDA;01633741000172;Avenida Brigadeiro Faria Lima;1800;2º andar;Jardim Paulistano;São Paulo;SP;01451-001;11 3035-4141;;;www.coinvalores.com.br;admfundoimobiliario@coinvalores.com.br;2024-09-30
Fundo;01.633.741/0001-72;2024-12-31;1;2025-02-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO MEMORIAL OFFICE;1997-03-18;INVESTIDORES EM GERAL;BRFMOFCT010;508008;Não;Não;Não;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;COINVALORES CCVM LTDA;01633741000172;Avenida Brigadeiro Faria Lima;1800;2º andar;Jardim Paulistano;São Paulo;SP;01451-001;11 3035-4141;;;www.coinvalores.com.br;admfundoimobiliario@coinvalores.com.br;2024-12-31
Classe;01.636.325/0001-28;2024-03-31;1;2024-05-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO PÁTEO MOINHOS DE VENTO;1997-01-01;INVESTIDOR QUALIFICADO;BRPMOVCTF008;234900;Não;Não;Sim;Renda;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM;01636325000128;Praia de Botafogo;501;Torre Corcovado, 5º andar - parte;Botafogo;Rio de Janeiro;RJ;22250040;(21)3262-9600;;;https://www.btgpactual.com;ol-reguladores@btgpactual.com;2024-03-31
Classe;01.636.325/0001-28;2024-06-30;2;2024-08-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO PÁTEO MOINHOS DE VENTO;1997-01-01;INVESTIDOR QUALIFICADO;BRPMOVCTF008;234900;Não;Não;Sim;Renda;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM;01636325000128;Praia de Botafogo;501;Torre Corcovado, 5º andar - parte;Botafogo;Rio de Janeiro;RJ;22250040;(21)3262-9600;;;https://www.btgpactual.com;ol-reguladores@btgpactual.com;2024-06-28
Classe;01.636.325/0001-28;2024-09-30;1;2024-11-12;FUNDO DE INVESTIMENTO IMOBILIÁRIO PÁTEO MOINHOS DE VENTO;1997-01-01;INVESTIDOR QUALIFICADO;BRPMOVCTF008;234900;Não;Não;Sim;Renda;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM;01636325000128;Praia de Botafogo;501;Torre Corcovado, 5º andar - parte;Botafogo;Rio de Janeiro;RJ;22250040;(21)3262-9600;;;https://www.btgpactual.com;ol-reguladores@btgpactual.com;2024-09-30
Classe;01.636.325/0001-28;2024-12-31;1;2025-02-13;FUNDO DE INVESTIMENTO IMOBILIÁRIO PÁTEO MOINHOS DE VENTO;1997-01-01;INVESTIDOR QUALIFICADO;BRPMOVCTF008;234900;Não;Não;Sim;Renda;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM;01636325000128;Praia de Botafogo;501;Torre Corcovado, 5º andar - parte;Botafogo;Rio de Janeiro;RJ;22250040;(21)3262-9600;;;https://www.btgpactual.com;ol-reguladores@btgpactual.com;2024-12-31
