CNPJ_Fundo;Data_Referencia;Versao;Classe;Nome_Endereco_Imovel;Justificativa_Evolucao_Inferior_Previsto;Justificativa_Custo_Superior_Previsto
11.044.355/0001-07;2019-12-31;1;Imóveis para renda em construção;Power Shopping Centerminas;O andamento das atividades são planejadas de acordo com premissas de receitas, cujos valores estimados não aconteceram conforme previsto, fato que acarretou o atraso no andamento físico da obra.;Aumento do custo indireto, devido ao aumento no prazo de execução.
12.681.340/0001-04;2019-03-31;1;Imóveis para renda em construção;Ag. Raposo;Obras em finalização.;não há
12.681.340/0001-04;2019-06-30;1;Imóveis para renda em construção;Ag. Raposo;Obras em finalização.;não há
12.681.340/0001-04;2019-09-30;1;Imóveis para renda em construção;Ag. Raposo;Obras em finalização.;não há
12.681.340/0001-04;2019-12-31;1;Imóveis para renda em construção;Ag. Raposo;Obras em finalização.;não há
12.811.222/0001-73;2019-03-31;1;Imóveis para renda em construção;Imóvel 4;Não se aplica;Não se aplica
12.811.222/0001-73;2019-03-31;1;Imóveis para renda em construção;Imóvel 5;Não se aplica;Não se aplica
12.811.222/0001-73;2019-03-31;1;Imóveis para renda em construção;Imóvel 1;Não se aplica;Não se aplica
12.811.222/0001-73;2019-03-31;1;Imóveis para renda em construção;Imóvel 2;Não se aplica;Não se aplica
12.811.222/0001-73;2019-03-31;1;Imóveis para renda em construção;Imóvel 3;Não se aplica;Não se aplica
12.811.222/0001-73;2019-06-30;1;Imóveis para renda em construção;Imóvel 3;Não se aplica;Não se aplica
12.811.222/0001-73;2019-06-30;1;Imóveis para renda em construção;Imóvel 2;Não se aplica;Não se aplica
12.811.222/0001-73;2019-06-30;1;Imóveis para renda em construção;Imóvel 4;Não se aplica;Não se aplica
12.811.222/0001-73;2019-06-30;1;Imóveis para renda em construção;Imóvel 5;Não se aplica;Não se aplica
12.811.222/0001-73;2019-06-30;1;Imóveis para renda em construção;Imóvel 1;Não se aplica;Não se aplica
12.811.222/0001-73;2019-09-30;1;Imóveis para renda em construção;Imóvel 1;Não se aplica;Não se aplica
12.811.222/0001-73;2019-09-30;1;Imóveis para renda em construção;Imóvel 2;Não se aplica;Não se aplica
12.811.222/0001-73;2019-09-30;1;Imóveis para renda em construção;Imóvel 3;Não se aplica;Não se aplica
12.811.222/0001-73;2019-09-30;1;Imóveis para renda em construção;Imóvel 4;Não se aplica;Não se aplica
12.811.222/0001-73;2019-09-30;1;Imóveis para renda em construção;Imóvel 5;Não se aplica;Não se aplica
12.811.222/0001-73;2019-12-31;1;Imóveis para renda em construção;Imóvel 4;Não se aplica;Não se aplica
12.811.222/0001-73;2019-12-31;1;Imóveis para renda em construção;Imóvel 5;Não se aplica;Não se aplica
12.811.222/0001-73;2019-12-31;1;Imóveis para renda em construção;Imóvel 3;Não se aplica;Não se aplica
12.811.222/0001-73;2019-12-31;1;Imóveis para renda em construção;Imóvel 1;Não se aplica;Não se aplica
12.811.222/0001-73;2019-12-31;1;Imóveis para renda em construção;Imóvel 2;Não se aplica;Não se aplica
12.989.974/0001-29;2019-03-29;1;Imóveis para venda em construção;Porto Vida Residencial;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2019-03-29;1;Imóveis para renda em construção;Porto Vista;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2019-03-29;1;Imóveis para renda em construção;Pátio da Marítima Torre II;O início da construção pelo incorporador depende de condições mercadológicas ;O FII PM não arca com custo de construção.
12.989.974/0001-29;2019-06-28;1;Imóveis para venda em construção;Porto Vida Residencial;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2019-06-28;1;Imóveis para renda em construção;Porto Vista;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2019-06-28;1;Imóveis para renda em construção;Pátio da Marítima Torre II;O início da construção pelo incorporador depende de condições mercadológicas ;O FII PM não arca com custo de construção.
12.989.974/0001-29;2019-09-30;1;Imóveis para renda em construção;Pátio da Marítima Torre II;O início da construção pelo incorporador depende de condições mercadológicas ;O FII PM não arca com custo de construção.
12.989.974/0001-29;2019-09-30;1;Imóveis para renda em construção;Porto Vista;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2019-09-30;1;Imóveis para venda em construção;Porto Vida Residencial;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2019-12-31;1;Imóveis para renda em construção;Pátio da Marítima Torre II;O início da construção pelo incorporador depende de condições mercadológicas ;O FII PM não arca com custo de construção.
12.989.974/0001-29;2019-12-31;1;Imóveis para venda em construção;Porto Vida Residencial;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2019-12-31;1;Imóveis para renda em construção;Porto Vista;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
13.584.584/0001-31;2019-03-29;1;Imóveis para renda em construção;Não se aplica;Não se aplica;Não se aplica
13.584.584/0001-31;2019-06-28;1;Imóveis para renda em construção;Não se aplica;Não se aplica;Não se aplica
13.584.584/0001-31;2019-09-30;1;Imóveis para renda em construção;Não se aplica;Não se aplica;Não se aplica
13.584.584/0001-31;2019-12-31;1;Imóveis para renda em construção;Não se aplica;Não se aplica;Não se aplica
14.069.202/0001-02;2019-03-31;1;Imóveis para renda em construção;AQ3 LOG Queimados;n/a;n/a
14.788.458/0001-61;2019-09-30;1;Imóveis para venda em construção;ICONO PARQUE;Andamento da obra em linha com o previsto;
14.788.458/0001-61;2019-12-31;1;Imóveis para venda em construção;ICONO PARQUE;Andamento da obra em linha com o previsto;
15.461.076/0001-91;2019-03-29;1;Imóveis para renda em construção;3 Centros de Convenções no Hotel Royal Tulip;;
15.461.076/0001-91;2019-03-29;1;Imóveis para renda em construção;02 unidades tipo bangalôs Hotel Resort Txai Terravista;;
15.461.076/0001-91;2019-03-29;1;Imóveis para renda em construção;14 unidades Tipo Villas no Hotel Resort  Txai Terravista.;;
15.461.076/0001-91;2019-03-29;1;Imóveis para renda em construção;34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ;;
15.461.076/0001-91;2019-03-29;1;Imóveis para renda em construção;64 Unidades Standard no Hotel  Royal Tulip;;
15.461.076/0001-91;2019-03-29;1;Imóveis para renda em construção;51 Unidades  Master no Hotel  Royal Tulip;;
15.461.076/0001-91;2019-06-28;1;Imóveis para renda em construção;51 Unidades  Master no Hotel;;
15.461.076/0001-91;2019-06-28;1;Imóveis para renda em construção;3 Centros de Convenções no Hotel;;
15.461.076/0001-91;2019-06-28;1;Imóveis para renda em construção;02 unidades tipo bangalôs Hotel Resort Txai Terravista;;
15.461.076/0001-91;2019-06-28;1;Imóveis para renda em construção;34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ;;
15.461.076/0001-91;2019-06-28;1;Imóveis para renda em construção;14 unidades Tipo Villas no Hotel Resort  Txai Terravista.;;
15.461.076/0001-91;2019-06-28;1;Imóveis para renda em construção;64 Unidades Standard no Hotel;;
15.461.076/0001-91;2019-09-30;1;Imóveis para renda em construção;3 Centros de Convenções no Hotel;;
15.461.076/0001-91;2019-09-30;1;Imóveis para renda em construção;64 Unidades Standard no Hotel;;
15.461.076/0001-91;2019-09-30;1;Imóveis para renda em construção;51 Unidades  Master no Hotel;;
15.461.076/0001-91;2019-09-30;1;Imóveis para renda em construção;34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ;;
15.461.076/0001-91;2019-09-30;1;Imóveis para renda em construção;02 unidades tipo bangalôs Hotel Resort Txai Terravista;;
15.461.076/0001-91;2019-09-30;1;Imóveis para renda em construção;14 unidades Tipo Villas no Hotel Resort  Txai Terravista.;;
15.461.076/0001-91;2019-12-31;1;Imóveis para renda em construção;14 unidades Tipo Villas no Hotel Resort  Txai Terravista.;;
15.461.076/0001-91;2019-12-31;1;Imóveis para renda em construção;3 Centros de Convenções no Hotel;;
15.461.076/0001-91;2019-12-31;1;Imóveis para renda em construção;51 Unidades  Master no Hotel;;
15.461.076/0001-91;2019-12-31;1;Imóveis para renda em construção;64 Unidades Standard no Hotel;;
15.461.076/0001-91;2019-12-31;1;Imóveis para renda em construção;02 unidades tipo bangalôs Hotel Resort Txai Terravista;;
15.461.076/0001-91;2019-12-31;1;Imóveis para renda em construção;34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ;;
15.576.907/0001-70;2019-03-31;1;Imóveis para renda em construção;Pedro Vicente;N/A;N/A
15.576.907/0001-70;2019-03-31;1;Imóveis para renda em construção;Pátio do Colégio;N/A;N/A
15.576.907/0001-70;2019-03-31;1;Imóveis para renda em construção;Estrada do Campo Limpo;N/A;N/A
15.576.907/0001-70;2019-06-30;2;Imóveis para renda em construção;Pátio do Colégio;N/A;N/A
15.576.907/0001-70;2019-06-30;2;Imóveis para renda em construção;Pedro Vicente;N/A;N/A
15.576.907/0001-70;2019-06-30;2;Imóveis para renda em construção;Estrada do Campo Limpo;N/A;N/A
15.576.907/0001-70;2019-09-30;2;Imóveis para renda em construção;Estrada do Campo Limpo;N/A;N/A
15.576.907/0001-70;2019-12-31;1;Imóveis para renda em construção;Estrada do Campo Limpo;-;-
17.311.079/0001-74;2019-03-31;1;Imóveis para renda em construção;Praça Capital - Bloco 02;não se aplica;não se aplica
17.311.079/0001-74;2019-06-30;1;Imóveis para renda em construção;Praça Capital - Bloco 02;não se aplica;não se aplica
17.311.079/0001-74;2019-09-30;1;Imóveis para renda em construção;Praça Capital - Bloco 02;não se aplica;não se aplica
17.311.079/0001-74;2019-12-31;1;Imóveis para renda em construção;Praça Capital - Bloco 02;não se aplica;não se aplica
17.590.518/0001-25;2019-03-31;2;Imóveis para venda em construção;0;0;0
17.590.518/0001-25;2019-03-31;2;Imóveis para renda em construção;0;0;0
17.590.518/0001-25;2019-06-30;1;Imóveis para renda em construção;0;0;0
17.590.518/0001-25;2019-06-30;1;Imóveis para venda em construção;0;0;0
18.369.510/0001-04;2019-03-29;1;Imóveis para renda em construção;IMÓVEL CONASA;;
18.369.510/0001-04;2019-06-28;1;Imóveis para renda em construção;IMÓVEL CONASA;;
18.369.510/0001-04;2019-09-30;1;Imóveis para renda em construção;IMÓVEL CONASA;;
18.369.510/0001-04;2019-12-31;1;Imóveis para renda em construção;IMÓVEL CONASA;;
20.265.467/0001-70;2019-03-31;1;Imóveis para renda em construção;Edificio Comercial Cassio Resende II;Custo conofrme programado;Custo conofrme programado
20.265.467/0001-70;2019-06-30;1;Imóveis para renda em construção;Edificio Comercial Cassio Resende II;Custo conofrme programado;Custo conofrme programado
20.265.467/0001-70;2019-09-30;1;Imóveis para renda em construção;Edificio Comercial Cassio Resende II;Custo conofrme programado;Custo conofrme programado
23.120.006/0001-06;2019-03-31;1;Imóveis para renda em construção;CD Contagem;Impacto devido às chuvas e questões com a construtora contratada.;não se aplica
23.120.006/0001-06;2019-06-30;1;Imóveis para renda em construção;CD Contagem;Impacto devido à questões com a construtora contratada.;não se aplica
23.120.006/0001-06;2019-09-30;1;Imóveis para renda em construção;CD Contagem;Impacto devido à questões com a construtora contratada.;não se aplica
23.120.006/0001-06;2019-12-31;1;Imóveis para renda em construção;CD Contagem;Impacto devido à questões com a construtora contratada.;não se aplica
27.293.689/0001-46;2019-03-29;1;Imóveis para venda em construção;Dual Medical & Business;Limitação de fluxo de caixa;Não houve custos superiores
27.293.689/0001-46;2019-06-28;1;Imóveis para venda em construção;Dual Medical & Business;Limitação de fluxo de caixa;Não houve custos superiores
27.293.689/0001-46;2019-09-30;1;Imóveis para venda em construção;Dual Medical & Business;Limitação de fluxo de caixa;Não houve custos superiores
27.293.689/0001-46;2019-12-31;1;Imóveis para venda em construção;Dual Medical & Business;Limitação de fluxo de caixa;Não houve custos superiores
28.267.555/0001-13;2019-09-30;1;Imóveis para renda em construção;CONDOMINIO LED CORPORATE (70,81% da área total);A obra encontra-se em fase inicial de construção e sua evolução está dentro do cronograma previsto.;A obra encontra-se em fase inicial de construção e os custos estão dentro do cronograma previsto.
28.267.555/0001-13;2019-12-31;1;Imóveis para renda em construção;CONDOMINIO LED CORPORATE (70,81% da área total);A obra encontra-se em fase inicial de construção e sua evolução está dentro do cronograma previsto.;A obra encontra-se em fase inicial de construção e os custos estão dentro do cronograma previsto.
28.516.650/0001-03;2019-03-31;1;Imóveis para venda em construção;N/A;N/A;N/A
28.516.650/0001-03;2019-03-31;1;Imóveis para renda em construção;N/A;N/A;N/A
28.516.650/0001-03;2019-06-30;1;Imóveis para renda em construção;N/A;N/A;N/A
28.516.650/0001-03;2019-06-30;1;Imóveis para venda em construção;Condomínio Borges 3647;O período intenso de chuvas no Rio de Janeiro de mar/19 a mai/19 fez com que hovessem mais dias de obra parada do que dias trabalhados no período, afetando o cronograma projetado.;N/A
28.516.650/0001-03;2019-09-30;1;Imóveis para venda em construção;Condomínio Borges 3647;O ritmo das obras nesta etapa pode ser considerado normal, quando cotejados os percentuais observados e os previstos no cronograma físico-financeiro.;N/A
28.516.650/0001-03;2019-09-30;1;Imóveis para renda em construção;N/A;N/A;N/A
28.516.650/0001-03;2019-12-31;1;Imóveis para venda em construção;Condomínio Borges 3647;O ritmo das obras nesta etapa pode ser considerado lento, quando cotejados os percentuais observados e previstos no cronograma, entretanto, as instalações e os revestimentos internos e externos foram executados.;N/A
28.516.650/0001-03;2019-12-31;1;Imóveis para renda em construção;N/A;N/A;N/A
28.693.595/0001-27;2019-03-31;1;Imóveis para venda em construção;N/A;N/A;N/A
28.693.595/0001-27;2019-03-31;1;Imóveis para renda em construção;N/A;N/A;N/A
28.693.595/0001-27;2019-06-30;1;Imóveis para venda em construção;N/A;N/A;N/A
28.693.595/0001-27;2019-06-30;1;Imóveis para renda em construção;N/A;N/A;N/A
28.693.595/0001-27;2019-09-30;1;Imóveis para renda em construção;N/A;N/A;N/A
28.693.595/0001-27;2019-09-30;1;Imóveis para venda em construção;N/A;N/A;N/A
28.693.595/0001-27;2019-12-31;1;Imóveis para venda em construção;N/A;N/A;N/A
28.693.595/0001-27;2019-12-31;1;Imóveis para renda em construção;N/A;N/A;N/A
28.851.767/0001-43;2019-12-31;2;Imóveis para renda em construção;Hospital Unimed Sul Capixaba;N/A;N/A
29.299.737/0001-39;2019-06-30;1;Imóveis para venda em construção;N/A;N/A;N/A
30.017.492/0001-99;2019-06-28;1;Imóveis para renda em construção;UNIMED - Unimed Itu/Salto Cooperativa Médica;.;.
30.017.492/0001-99;2019-09-30;1;Imóveis para renda em construção;UNIMED - Unimed Itu/Salto Cooperativa Médica;.;.
30.017.492/0001-99;2019-12-31;1;Imóveis para renda em construção;Rua Ester Martins Bertozzo, com a Rodovia da Convenção (SP-40/70), no Bairro Canjica;.;.
30.791.386/0001-68;2019-06-30;1;Imóveis para renda em construção;N/A;N/A;N/A
30.791.386/0001-68;2019-06-30;1;Imóveis para venda em construção;N/A;N/A;N/A
30.791.386/0001-68;2019-09-30;1;Imóveis para renda em construção;N/A;N/A;N/A
30.791.386/0001-68;2019-09-30;1;Imóveis para venda em construção;N/A;N/A;N/A
30.791.386/0001-68;2019-12-31;2;Imóveis para venda em construção;N/A;N/A;N/A
30.791.386/0001-68;2019-12-31;2;Imóveis para renda em construção;N/A;N/A;N/A
30.871.716/0001-25;2019-12-31;1;Imóveis para renda em construção;Não aplicavel;Não aplicavel;Não aplicavel
31.469.385/0001-64;2019-03-31;1;Imóveis para renda em construção;Unidade 209;As obras ainda não foram iniciadas. O imóvel permanece em processo de demolição.;N/A
31.469.385/0001-64;2019-03-31;1;Imóveis para renda em construção;Unidade 104;As obras ainda não foram iniciadas. O imóvel permanece em processo de demolição.;N/A
31.469.385/0001-64;2019-03-31;1;Imóveis para renda em construção;Unidade 201;As obras ainda não foram iniciadas. O imóvel permanece em processo de demolição.;N/A
31.469.385/0001-64;2019-03-31;1;Imóveis para renda em construção;Unidade 109;As obras ainda não foram iniciadas. O imóvel permanece em processo de demolição.;N/A
31.469.385/0001-64;2019-03-31;1;Imóveis para renda em construção;Unidade 203;As obras ainda não foram iniciadas. O imóvel permanece em processo de demolição.;N/A
31.469.385/0001-64;2019-03-31;1;Imóveis para renda em construção;Unidade 204;As obras ainda não foram iniciadas. O imóvel permanece em processo de demolição.;N/A
31.469.385/0001-64;2019-03-31;1;Imóveis para renda em construção;Unidade 202;As obras ainda não foram iniciadas. O imóvel permanece em processo de demolição.;N/A
31.469.385/0001-64;2019-03-31;1;Imóveis para renda em construção;Unidade 210;As obras ainda não foram iniciadas. O imóvel permanece em processo de demolição.;N/A
31.469.385/0001-64;2019-03-31;1;Imóveis para renda em construção;Unidade 102;As obras ainda não foram iniciadas. O imóvel permanece em processo de demolição.;N/A
31.469.385/0001-64;2019-03-31;1;Imóveis para renda em construção;Unidade 103;As obras ainda não foram iniciadas. O imóvel permanece em processo de demolição.;N/A
31.469.385/0001-64;2019-06-30;1;Imóveis para renda em construção;Unidade 210;As obras ainda não foram iniciadas. O imóvel permanece em processo de demolição.;N/A
31.469.385/0001-64;2019-06-30;1;Imóveis para renda em construção;Unidade 104;As obras ainda não foram iniciadas. O imóvel permanece em processo de demolição.;N/A
31.469.385/0001-64;2019-06-30;1;Imóveis para renda em construção;Unidade 203;As obras ainda não foram iniciadas. O imóvel permanece em processo de demolição.;N/A
31.469.385/0001-64;2019-06-30;1;Imóveis para renda em construção;Unidade 109;As obras ainda não foram iniciadas. O imóvel permanece em processo de demolição.;N/A
31.469.385/0001-64;2019-06-30;1;Imóveis para renda em construção;Unidade 204;As obras ainda não foram iniciadas. O imóvel permanece em processo de demolição.;N/A
31.469.385/0001-64;2019-06-30;1;Imóveis para renda em construção;Unidade 102;As obras ainda não foram iniciadas. O imóvel permanece em processo de demolição.;N/A
31.469.385/0001-64;2019-06-30;1;Imóveis para renda em construção;Unidade 209;As obras ainda não foram iniciadas. O imóvel permanece em processo de demolição.;N/A
31.469.385/0001-64;2019-06-30;1;Imóveis para renda em construção;Unidade 103;As obras ainda não foram iniciadas. O imóvel permanece em processo de demolição.;N/A
31.469.385/0001-64;2019-06-30;1;Imóveis para renda em construção;Unidade 201;As obras ainda não foram iniciadas. O imóvel permanece em processo de demolição.;N/A
31.469.385/0001-64;2019-06-30;1;Imóveis para renda em construção;Unidade 202;As obras ainda não foram iniciadas. O imóvel permanece em processo de demolição.;N/A
31.469.385/0001-64;2019-09-30;1;Imóveis para renda em construção;Unidade 204;Obras em fase de concretagem dos pilares, vigas e lajes do primeiro subsolo.;N/A
31.469.385/0001-64;2019-09-30;1;Imóveis para renda em construção;Unidade 202;Obras em fase de concretagem dos pilares, vigas e lajes do primeiro subsolo.;N/A
31.469.385/0001-64;2019-09-30;1;Imóveis para renda em construção;Unidade 102;Obras em fase de concretagem dos pilares, vigas e lajes do primeiro subsolo.;N/A
31.469.385/0001-64;2019-09-30;1;Imóveis para renda em construção;Unidade 203;Obras em fase de concretagem dos pilares, vigas e lajes do primeiro subsolo.;N/A
31.469.385/0001-64;2019-09-30;1;Imóveis para renda em construção;Unidade 201;Obras em fase de concretagem dos pilares, vigas e lajes do primeiro subsolo.;N/A
31.469.385/0001-64;2019-09-30;1;Imóveis para renda em construção;Unidade 109;Obras em fase de concretagem dos pilares, vigas e lajes do primeiro subsolo.;N/A
31.469.385/0001-64;2019-09-30;1;Imóveis para renda em construção;Unidade 210;Obras em fase de concretagem dos pilares, vigas e lajes do primeiro subsolo.;N/A
31.469.385/0001-64;2019-09-30;1;Imóveis para renda em construção;Unidade 209;Obras em fase de concretagem dos pilares, vigas e lajes do primeiro subsolo.;N/A
31.469.385/0001-64;2019-09-30;1;Imóveis para renda em construção;Unidade 103;Obras em fase de concretagem dos pilares, vigas e lajes do primeiro subsolo.;N/A
31.469.385/0001-64;2019-09-30;1;Imóveis para renda em construção;Unidade 104;Obras em fase de concretagem dos pilares, vigas e lajes do primeiro subsolo.;N/A
31.469.385/0001-64;2019-12-31;1;Imóveis para renda em construção;Unidade 204;Execução de blocos e vigas baldrames;N/A
31.469.385/0001-64;2019-12-31;1;Imóveis para renda em construção;Unidade 109;Execução de blocos e vigas baldrames;N/A
31.469.385/0001-64;2019-12-31;1;Imóveis para renda em construção;Unidade 103;Execução de blocos e vigas baldrames;N/A
31.469.385/0001-64;2019-12-31;1;Imóveis para renda em construção;Unidade 102;Execução de blocos e vigas baldrames;N/A
31.469.385/0001-64;2019-12-31;1;Imóveis para renda em construção;Unidade 210;Execução de blocos e vigas baldrames;N/A
31.469.385/0001-64;2019-12-31;1;Imóveis para renda em construção;Unidade 104;Execução de blocos e vigas baldrames;N/A
31.469.385/0001-64;2019-12-31;1;Imóveis para renda em construção;Unidade 209;Execução de blocos e vigas baldrames;N/A
31.469.385/0001-64;2019-12-31;1;Imóveis para renda em construção;Unidade 203;Execução de blocos e vigas baldrames;N/A
31.469.385/0001-64;2019-12-31;1;Imóveis para renda em construção;Unidade 201;Execução de blocos e vigas baldrames;N/A
31.469.385/0001-64;2019-12-31;1;Imóveis para renda em construção;Unidade 202;Execução de blocos e vigas baldrames;N/A
31.907.591/0001-09;2019-12-31;1;Imóveis para renda em construção;Imóvel B, TERRENO FELTRINS;não Aplicavel;não Aplicavel
31.907.591/0001-09;2019-12-31;1;Imóveis para renda em construção;Imóvel A, TERRENO FELTRINS;não Aplicavel;não Aplicavel
31.962.875/0001-06;2019-09-30;2;Imóveis para renda em construção;n/a;n/a;n/a
31.962.875/0001-06;2019-12-31;2;Imóveis para renda em construção;n/a;n/a;n/a
34.895.711/0001-93;2019-12-31;1;Imóveis para venda em construção;ALPHACASTELLO;não aplicavel;não aplicavel
34.895.711/0001-93;2019-12-31;1;Imóveis para venda em construção;ALPHABURLEMARX LOTE A,B e C;não aplicavel;não aplicavel
