CNPJ_Fundo;Data_Referencia;Versao;Data_Entrega;Nome_Fundo;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Fundo_Nao_Listado_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email;Data_Encerramento_Trimestre
00.762.723/0001-28;2019-09-30;1;2019-11-13;FUNDO DE INVESTIMENTO IMOBILIÁRIO CENTRO TÊXTIL INTERN.;1995-08-18;INVESTIDORES EM GERAL;BRCTXTCTF014;2594279;Não;Não;Não;Desenvolvimento para Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;00762723000128;AV. CHEDID JAFET;222;BLOCO B - 3º ANDAR;VILA OLÍMPIA;SÃO PAULO;SP;045551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2019-09-30
00.762.723/0001-28;2019-12-31;1;2020-02-13;FUNDO DE INVESTIMENTO IMOBILIÁRIO CENTRO TÊXTIL INTERN.;1995-08-18;INVESTIDORES EM GERAL;BRCTXTCTF014;2594279;Não;Não;Não;Desenvolvimento para Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;00762723000128;AV. CHEDID JAFET;222;BLOCO B - 3º ANDAR;VILA OLÍMPIA;SÃO PAULO;SP;045551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2019-12-31
00.868.235/0001-08;2019-03-31;1;2019-05-08;FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES;1995-10-03;INVESTIDORES EM GERAL;BRHERMCTF004;54316;Não;Não;Não;Renda;Híbrido;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;00868235000108;AV. CHEDID JAFET;222;BLOCO B - 3º ANDAR;VILA OLÍMPIA;SÃO PAULO;SP;045551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2019-03-31
00.868.235/0001-08;2019-06-30;1;2019-08-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES;1995-10-03;INVESTIDORES EM GERAL;BRHERMCTF004;54316;Não;Não;Não;Renda;Híbrido;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;00868235000108;AV. CHEDID JAFET;222;BLOCO B - 3º ANDAR;VILA OLÍMPIA;SÃO PAULO;SP;045551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2019-06-30
00.868.235/0001-08;2019-09-30;1;2019-11-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES;1995-10-03;INVESTIDORES EM GERAL;BRHERMCTF004;54316;Não;Não;Não;Renda;Híbrido;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;00868235000108;AV. CHEDID JAFET;222;BLOCO B - 3º ANDAR;VILA OLÍMPIA;SÃO PAULO;SP;045551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2019-09-30
00.868.235/0001-08;2019-12-31;1;2020-02-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES;1995-10-03;INVESTIDORES EM GERAL;BRHERMCTF004;54316;Não;Não;Não;Renda;Híbrido;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;00868235000108;AV. CHEDID JAFET;222;BLOCO B - 3º ANDAR;VILA OLÍMPIA;SÃO PAULO;SP;045551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2019-12-31
01.201.140/0001-90;2019-03-31;1;2019-05-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA SHOPPING;1996-05-17;INVESTIDORES EM GERAL;BRABCPCTF000;12203833;Não;Não;Não;Renda;Shoppings;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;01201140000190;AV. CHEDID JAFET;222;BLOCO B - 3º ANDAR;VILA OLÍMPIA;SÃO PAULO;SP;045551-065;11 35096600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2019-03-31
01.201.140/0001-90;2019-06-30;1;2019-08-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA SHOPPING;1996-05-17;INVESTIDORES EM GERAL;BRABCPCTF000;12203833;Não;Não;Não;Renda;Shoppings;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;01201140000190;AV. CHEDID JAFET;222;BLOCO B - 3º ANDAR;VILA OLÍMPIA;SÃO PAULO;SP;045551-065;11 35096600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2019-06-30
01.201.140/0001-90;2019-09-30;1;2019-11-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA SHOPPING;1996-05-17;INVESTIDORES EM GERAL;BRABCPCTF000;12203833;Não;Não;Não;Renda;Shoppings;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;01201140000190;AV. CHEDID JAFET;222;BLOCO B - 3º ANDAR;VILA OLÍMPIA;SÃO PAULO;SP;045551-065;11 35096600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2019-09-30
01.201.140/0001-90;2019-12-31;1;2020-02-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA SHOPPING;1996-05-17;INVESTIDORES EM GERAL;BRABCPCTF000;12203833;Não;Não;Não;Renda;Shoppings;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;01201140000190;AV. CHEDID JAFET;222;BLOCO B - 3º ANDAR;VILA OLÍMPIA;SÃO PAULO;SP;045551-065;11 35096600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2019-12-31
01.235.622/0001-61;2019-03-29;3;2020-12-11;OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO;1996-10-07;INVESTIDOR QUALIFICADO;BRFTCECTD005;753397;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A;01235622000161;Av. Presidente Wilson;231;11º andar;Centro;Rio de Janeiro;RJ;20030905;2132192860;;;www.bnymellon.com.br;bnymellon_cvm@bnymellon.com.br;2019-03-29
01.235.622/0001-61;2019-06-28;3;2020-12-11;OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO;1996-10-07;INVESTIDOR QUALIFICADO;BRFTCECTD005;771585;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A;01235622000161;Av. Presidente Wilson;231;11º andar;Centro;Rio de Janeiro;RJ;20030905;2132192860;;;www.bnymellon.com.br;bnymellon_cvm@bnymellon.com.br;2019-06-28
01.235.622/0001-61;2019-09-30;2;2020-12-11;OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO;1996-10-07;INVESTIDOR QUALIFICADO;BRFTCECTD005;782146;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A;01235622000161;Av. Presidente Wilson;231;11º andar;Centro;Rio de Janeiro;RJ;20030905;2132192860;;;www.bnymellon.com.br;bnymellon_cvm@bnymellon.com.br;2019-09-30
01.235.622/0001-61;2019-12-31;2;2020-12-11;OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO;1996-10-07;INVESTIDOR QUALIFICADO;BRFTCECTD005;789482;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A;01235622000161;Av. Presidente Wilson;231;11º andar;Centro;Rio de Janeiro;RJ;20030905;2132192860;;;www.bnymellon.com.br;bnymellon_cvm@bnymellon.com.br;2019-12-31
01.356.517/0001-80;2019-03-31;1;2019-05-14;LAGRA FUNDO DE INVESTIMENTO IMOBILIÁRIO;1996-08-12;INVESTIDORES EM GERAL;;56701;Sim;Sim;Sim;Desenvolvimento para Renda;Outros;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;MOMENTO DISTRIBUIDORA DE TÍTULOS E VALORS MOBILIÁRIOS LTDA.;01356517000180;RUA DA AJUDA;35;19º ANDAR;CENTRO;RIO DE JANEIRO;RJ;20040-915;(21) 3266-6666;;;não possui site;lagra@saoclementesa.com.br;2019-03-31
01.356.517/0001-80;2019-06-30;1;2019-07-16;LAGRA FUNDO DE INVESTIMENTO IMOBILIÁRIO;1996-08-12;INVESTIDORES EM GERAL;;56701;Sim;Sim;Sim;Desenvolvimento para Renda;Outros;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;MOMENTO DISTRIBUIDORA DE TÍTULOS E VALORS MOBILIÁRIOS LTDA.;01356517000180;RUA DA AJUDA;35;19º ANDAR;CENTRO;RIO DE JANEIRO;RJ;20040-915;(21) 3266-6666;;;não possui site;lagra@saoclementesa.com.br;2019-06-30
01.356.517/0001-80;2019-09-30;1;2019-10-29;LAGRA FUNDO DE INVESTIMENTO IMOBILIÁRIO;1996-08-12;INVESTIDORES EM GERAL;;56701;Sim;Sim;Sim;Desenvolvimento para Renda;Outros;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;MOMENTO DISTRIBUIDORA DE TÍTULOS E VALORS MOBILIÁRIOS LTDA.;01356517000180;RUA DA AJUDA;35;19º ANDAR;CENTRO;RIO DE JANEIRO;RJ;20040-915;(21) 3266-6666;(21) 3266-6651;;não possui site;lagra@saoclementesa.com.br;2019-09-30
01.356.517/0001-80;2019-12-31;1;2020-02-20;LAGRA FUNDO DE INVESTIMENTO IMOBILIÁRIO;1996-08-12;INVESTIDORES EM GERAL;;56701;Sim;Sim;Sim;Desenvolvimento para Renda;Outros;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;MOMENTO DISTRIBUIDORA DE TÍTULOS E VALORS MOBILIÁRIOS LTDA.;01356517000180;RUA DA AJUDA;35;19º ANDAR;CENTRO;RIO DE JANEIRO;RJ;20040-915;(21) 3266-6666;(21) 3266-6651;;não possui site;lagra@saoclementesa.com.br;2019-12-31
01.497.954/0001-14;2019-03-31;1;2019-05-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL;1996-10-22;INVESTIDORES EM GERAL;BRMISTCTF016;8703994;Não;Não;Não;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;CORRETORA GERAL DE VALORES E CÂMBIO LTDA;01497954000114;RUA DR. JOSÉ MONTAURY;139;5º AO 8º ANDAR;CENTRO;PORTO ALEGRE;RS;90010-090;(51) 3213-2727;;;www.geralinvestimentos.com.br;edegasperin@geralinvestimentos.com.br;2019-03-31
01.497.954/0001-14;2019-06-30;1;2019-08-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL;1996-10-22;INVESTIDORES EM GERAL;BRMISTCTF016;8703994;Não;Não;Não;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;CORRETORA GERAL DE VALORES E CÂMBIO LTDA;01497954000114;RUA DR. JOSÉ MONTAURY;139;5º AO 8º ANDAR;CENTRO;PORTO ALEGRE;RS;90010-090;(51) 3213-2727;;;www.geralinvestimentos.com.br;edegasperin@geralinvestimentos.com.br;2019-06-30
01.497.954/0001-14;2019-09-30;1;2019-11-13;FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL;1996-10-22;INVESTIDORES EM GERAL;BRMISTCTF016;8703994;Não;Não;Não;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;CORRETORA GERAL DE VALORES E CÂMBIO LTDA;01497954000114;RUA DR. JOSÉ MONTAURY;139;5º AO 8º ANDAR;CENTRO;PORTO ALEGRE;RS;90010-090;(51) 3213-2727;;;www.geralinvestimentos.com.br;edegasperin@geralinvestimentos.com.br;2019-09-30
01.497.954/0001-14;2019-12-31;1;2020-02-12;FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL;1996-10-22;INVESTIDORES EM GERAL;BRMISTCTF016;8703994;Não;Não;Não;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;CORRETORA GERAL DE VALORES E CÂMBIO LTDA;01497954000114;RUA DR. JOSÉ MONTAURY;139;5º AO 8º ANDAR;CENTRO;PORTO ALEGRE;RS;90010-090;(51) 3213-2727;;;www.geralinvestimentos.com.br;edegasperin@geralinvestimentos.com.br;2019-12-31
01.601.918/0001-59;2019-03-31;1;2019-05-14;FUNDO FORTALEZA DE INVESTIMENTO IMOBILIÁRIO;1997-01-14;INVESTIDORES EM GERAL;BRFTLZCTF001;500000;Não;Não;Não;Renda;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;01601918000159;AV. CHEDID JAFET;222;BLOCO B - 3º ANDAR;VILA OLÍMPIA;SÃO PAULO;SP;045551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2019-03-31
01.601.918/0001-59;2019-06-30;1;2019-08-14;FUNDO FORTALEZA DE INVESTIMENTO IMOBILIÁRIO;1997-01-14;INVESTIDORES EM GERAL;BRFTLZCTF001;500000;Não;Não;Não;Renda;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;01601918000159;AV. CHEDID JAFET;222;BLOCO B - 3º ANDAR;VILA OLÍMPIA;SÃO PAULO;SP;045551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2019-06-30
01.601.918/0001-59;2019-09-30;1;2019-11-13;FUNDO FORTALEZA DE INVESTIMENTO IMOBILIÁRIO;1997-01-14;INVESTIDORES EM GERAL;BRFTLZCTF001;500000;Não;Não;Não;Renda;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;01601918000159;AV. CHEDID JAFET;222;BLOCO B - 3º ANDAR;VILA OLÍMPIA;SÃO PAULO;SP;045551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2019-09-30
01.601.918/0001-59;2019-12-31;1;2020-02-13;FUNDO FORTALEZA DE INVESTIMENTO IMOBILIÁRIO;1997-01-14;INVESTIDORES EM GERAL;BRFTLZCTF001;500000;Não;Não;Não;Renda;Híbrido;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;01601918000159;AV. CHEDID JAFET;222;BLOCO B - 3º ANDAR;VILA OLÍMPIA;SÃO PAULO;SP;045551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2019-12-31
01.633.741/0001-72;2019-03-31;1;2019-05-13;FUNDO DE INVESTIMENTO IMOBILIÁRIO MEMORIAL OFFICE;1997-03-18;INVESTIDORES EM GERAL;BRFMOFCT010;508008;Não;Não;Não;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;COIN DTVM LTDA;01633741000172;Avenida Brigadeiro Faria Lima;1461;10º andar Torre Sul;Jardim Paulistano;São Paulo;SP;01452-921;(11) 3035-4143;(11) 3035-4141;;www.coinvalores.com.br;admfundoimobiliario@coinvalores.com.br;2019-03-31
01.633.741/0001-72;2019-06-30;1;2019-08-13;FUNDO DE INVESTIMENTO IMOBILIÁRIO MEMORIAL OFFICE;1997-03-18;INVESTIDORES EM GERAL;BRFMOFCT010;508008;Não;Não;Não;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;COIN DTVM LTDA;01633741000172;Avenida Brigadeiro Faria Lima;1461;10º andar Torre Sul;Jardim Paulistano;São Paulo;SP;01452-921;(11) 3035-4143;(11) 3035-4141;;www.coinvalores.com.br;admfundoimobiliario@coinvalores.com.br;2019-06-30
01.633.741/0001-72;2019-09-30;1;2019-11-12;FUNDO DE INVESTIMENTO IMOBILIÁRIO MEMORIAL OFFICE;1997-03-18;INVESTIDORES EM GERAL;BRFMOFCT010;508008;Não;Não;Não;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;COIN DTVM LTDA;01633741000172;Avenida Brigadeiro Faria Lima;1461;10º andar Torre Sul;Jardim Paulistano;São Paulo;SP;01452-921;(11) 3035-4143;(11) 3035-4141;;www.coinvalores.com.br;admfundoimobiliario@coinvalores.com.br;2019-09-30
01.633.741/0001-72;2019-12-31;1;2020-02-13;FUNDO DE INVESTIMENTO IMOBILIÁRIO MEMORIAL OFFICE;1997-03-18;INVESTIDORES EM GERAL;BRFMOFCT010;508008;Não;Não;Não;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;COIN DTVM LTDA;01633741000172;Avenida Brigadeiro Faria Lima;1461;10º andar Torre Sul;Jardim Paulistano;São Paulo;SP;01452-921;(11) 3035-4143;(11) 3035-4141;;www.coinvalores.com.br;admfundoimobiliario@coinvalores.com.br;2019-12-31
01.636.325/0001-28;2019-03-31;1;2019-05-13;FUNDO DE INVESTIMENTO IMOBILIÁRIO PÁTEO MOINHOS DE VENTO;1997-01-01;INVESTIDORES EM GERAL;BRPMOVCTF008;233608;Não;Não;Não;Renda;Híbrido;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BR-CAPITAL DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;01636325000128;AVENIDA DAS NAÇÕES UNIDAS;11857;CONJ. 111;BROOKLIN PAULISTA;SÃO PAULO;SP;04578-908;(11) 5508-3500;;;www.brcapital.com.br;col@brcapital.com.br;2019-03-31
01.636.325/0001-28;2019-06-30;1;2019-08-13;FUNDO DE INVESTIMENTO IMOBILIÁRIO PÁTEO MOINHOS DE VENTO;1997-01-01;INVESTIDORES EM GERAL;BRPMOVCTF008;233608;Não;Não;Não;Renda;Híbrido;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BR-CAPITAL DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;01636325000128;AVENIDA DAS NAÇÕES UNIDAS;11857;CONJ. 111;BROOKLIN PAULISTA;SÃO PAULO;SP;04578-908;(11) 5508-3500;;;www.brcapital.com.br;col@brcapital.com.br;2019-06-30
01.636.325/0001-28;2019-09-30;1;2019-11-06;FUNDO DE INVESTIMENTO IMOBILIÁRIO PÁTEO MOINHOS DE VENTO;1997-01-01;INVESTIDORES EM GERAL;BRPMOVCTF008;233608;Não;Não;Não;Renda;Híbrido;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BR-CAPITAL DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;01636325000128;AVENIDA DAS NAÇÕES UNIDAS;11857;CONJ. 111;BROOKLIN PAULISTA;SÃO PAULO;SP;04578-908;(11) 5508-3500;;;www.brcapital.com.br;col@brcapital.com.br;2019-09-30
01.636.325/0001-28;2019-12-31;1;2020-02-11;FUNDO DE INVESTIMENTO IMOBILIÁRIO PÁTEO MOINHOS DE VENTO;1997-01-01;INVESTIDORES EM GERAL;BRPMOVCTF008;233608;Não;Não;Não;Renda;Híbrido;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BR-CAPITAL DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;01636325000128;AVENIDA DAS NAÇÕES UNIDAS;11857;CONJ. 111;BROOKLIN PAULISTA;SÃO PAULO;SP;04578-908;(11) 5508-3500;;;www.brcapital.com.br;col@brcapital.com.br;2019-12-31
