CNPJ_Fundo;Data_Referencia;Versao;Percentual_Vencimento_Valor_Total_Faixa_Ate_3Meses;Percentual_Vencimento_Receita_FII_Faixa_Ate_3Meses;Percentual_Vencimento_Valor_Total_Faixa_3a6Meses;Percentual_Vencimento_Receita_FII_Faixa_3a6Meses;Percentual_Vencimento_Valor_Total_Faixa_6a9Meses;Percentual_Vencimento_Receita_FII_Faixa_6a9Meses;Percentual_Vencimento_Valor_Total_Faixa_9a12Meses;Percentual_Vencimento_Receita_FII_Faixa_9a12Meses;Percentual_Vencimento_Valor_Total_Faixa_12a15Meses;Percentual_Vencimento_Receita_FII_Faixa_12a15Meses;Percentual_Vencimento_Valor_Total_Faixa_15a18Meses;Percentual_Vencimento_Receita_FII_Faixa_15a18Meses;Percentual_Vencimento_Valor_Total_Faixa_18a21Meses;Percentual_Vencimento_Receita_FII_Faixa_18a21Meses;Percentual_Vencimento_Valor_Total_Faixa_21a24Meses;Percentual_Vencimento_Receita_FII_Faixa_21a24Meses;Percentual_Vencimento_Valor_Total_Faixa_24a27Meses;Percentual_Vencimento_Receita_FII_Faixa_24a27Meses;Percentual_Vencimento_Valor_Total_Faixa_27a30Meses;Percentual_Vencimento_Receita_FII_Faixa_27a30Meses;Percentual_Vencimento_Valor_Total_Faixa_30a33Meses;Percentual_Vencimento_Receita_FII_Faixa_30a33Meses;Percentual_Vencimento_Valor_Total_Faixa_33a36Meses;Percentual_Vencimento_Receita_FII_Faixa_33a36Meses;Percentual_Vencimento_Valor_Total_Faixa_Acima_36Meses;Percentual_Vencimento_Receita_FII_Faixa_Acima_36Meses;Percentual_Vencimento_Valor_Total_Faixa_Indeterminado;Percentual_Vencimento_Receita_FII_Faixa_Indeterminado;Percentual_Indexador_Valor_Total_IGPM;Percentual_Indexador_Receita_FII_IGPM;Percentual_Indexador_Valor_Total_INPC;Percentual_Indexador_Receita_FII_INPC;Percentual_Indexador_Valor_Total_IPCA;Percentual_Indexador_Receita_FII_IPCA;Percentual_Indexador_Valor_Total_INCC;Percentual_Indexador_Receita_FII_INCC;Caracteristicas_Contratuais;Politica_Contratacao_Seguro_Imovel_Renda_Acabado;Politica_Contratacao_Seguro_Imovel_Renda_Construcao;Politica_Contratacao_Seguro_Imovel_Venda_Acabado;Politica_Contratacao_Seguro_Imovel_Venda_Construcao;Ativo_Liquidez_Valor_Disponibilidades;Ativo_Liquidez_Valor_Titulos_Publicos;Ativo_Liquidez_Valor_Titulos_Privados;Ativo_Liquidez_Valor_Fundos_Renda_Fixa
00.762.723/0001-28;2019-09-30;1;0;0;0;0;0.001024;0.00102;0.013433;0.013382;0;0;0;0;0.000487;0.000486;0;0;0;0;0.004553;0.004536;0;0;0;0;0.962234;0.958618;0.018269;0.018199;0.985;0.981297;;;0.0022;0.002191;;;Os contratos de locação são dos imóveis do Fundo  preveem  período de de garantia de permanência, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M ou IGP-DI.;É obrigatória a contratação do seguro de preservação dos imóveis, no entanto essa demanada fica a cargo do locatário.;;;;64.25;0;0;1013697.96
00.762.723/0001-28;2019-12-31;1;0;0;0.001024;0.00102;0.013433;0.013381;0;0;0;0;0.000487;0.000486;0;0;0.004553;0.004535;0;0;0;0;0.953635;0.949943;0;0;0.008599;0.008566;0.018269;0.018197;0.985;0.981185;;;0.0022;0.002191;;;Os contratos de locação são dos imóveis do Fundo  preveem  período de de garantia de permanência, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M ou IGP-DI. O Fundo é proprietário de 75 % do imóvel para renda acabado, citado acima.;É obrigatória a contratação do seguro de preservação dos imóveis, no entanto essa demanada fica a cargo do locatário.;;;;1361.24;0;0;1038044.29
00.868.235/0001-08;2019-03-31;1;0.004585;0.004549;0.026791;0.026577;0.008258;0.008192;0.003035;0.003011;0.235739;0.233851;0.0394;0.039084;0.004107;0.004074;0.01454;0.014424;0.013788;0.013677;0;0;0.012883;0.01278;0.00352;0.003492;0.409754;0.406471;0.2236;0.221809;0.723352;0.717558;;;;;;;Contratos majoritriamente corrigidos pelo IGP-M e com prazo de 5 anos;A contratação dos sguros fica a cargo do condominio e dos locatários.;;;;464556.3;0;0;159400.75
00.868.235/0001-08;2019-06-30;1;0.020599;0.020469;0.012087;0.012011;0;0;0.01479;0.014697;0.232459;0.230996;0.004396;0.004369;0.015563;0.015465;0.014758;0.014665;0;0;0.013789;0.013702;0.003768;0.003744;0;0;0.428882;0.426181;0.238909;0.237405;0.747218;0.742514;;;;;;;Contratos majoritriamente corrigidos pelo IGP-M e com prazo de 5 anos;A contratação dos sguros fica a cargo do condominio e dos locatários.;;;;429265.94;0;0;231243.36
00.868.235/0001-08;2019-09-30;1;0.0120871914823417;0.012011;0;0;0.0147900340403627;0.014696;0.0421709078420502;0.041905;0.194684624863661;0.193458;0.0155631250447732;0.015465;0.014757428563481;0.014664;0;0;0.0137892402171099;0.013702;0.00376803640576685;0.003744;0;0;0.0135063330056873;0.013421;0.415375170000611;0.41276;0.259507908534155;0.257874;1;0.9937;;;;;;;Contratos majoritriamente corrigidos pelo IGP-M e com prazo de 5 anos;A contratação dos sguros fica a cargo do condominio e dos locatários.;;;;441537.77;0;0;321517.3
00.868.235/0001-08;2019-12-31;1;0;0;0.248075853180462;0.247308409138732;0.0377271931610761;0.0376104808360696;0.0178562149877936;0.0178009752471073;0;0;0.0132023801825786;0.0131615374811311;0;0;0.0123362136561984;0.0122980505155841;0.00337098356646196;0.00336055513814181;0;0;0.012083117492085;0.0120457373262771;0.0151307019253213;0.0150838937942964;0.356474750146588;0.355371964770583;0.283742591701435;0.282864809528787;1;0.996906;;;;;;;Contratos majoritriamente corrigidos pelo IGP-M e com prazo de 5 anos;A contratação dos sguros fica a cargo do condominio e dos locatários.;;;;82963.94;0;0;937353.07
01.201.140/0001-90;2019-03-31;1;0.032489;0.032215;0.043274;0.042925;0.046004;0.045634;0.020206;0.020001;0.055452;0.054957;0.006606;0.006215;0.026469;0.026002;0.039007;0.036811;0.057104;0.055012;0.02;0.02005;0.06516;0.0678;0.037003;0.037505;0.50089;0.49835;0.050336;0.050001;0.084517;0.083794;0.008189;0.008;0.168375;0.166677;;;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-DI com garantia de Fiadores.;Contratação do seguro realizado pelo empreendimento através do condomínio.;;;;5690.38;0;0;10445041.34
01.201.140/0001-90;2019-06-30;1;0.032489;0.032215;0.043274;0.042925;0.046004;0.045634;0.020206;0.020001;0.055452;0.054957;0.006606;0.006215;0.026469;0.026002;0.039007;0.036811;0.057104;0.055012;0.02;0.02005;0.06516;0.0678;0.037003;0.037505;0.50089;0.49835;0.050336;0.050001;0.084517;0.083794;0.008189;0.008;0.168375;0.166677;;;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-DI com garantia de Fiadores.;Contratação do seguro realizado pelo empreendimento através do condomínio.;;;;6166.95;0;0;10972347.38
01.201.140/0001-90;2019-09-30;1;0.05281;0.032215;0.00438;0.042925;0.027;0.045634;0.0381;0.020001;0.05962;0.054957;0.0184;0.006215;0.0467;0.026002;0.0346;0.036811;0.024;0.055012;0.01576;0.02005;0.04461;0.0678;0.04002;0.037505;0.5162;0.49835;0.0778;0.050001;0.0277;0.027592;0.0069;0.006844;0.123;0.122132;;;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-DI com garantia de Fiadores.;Contratação do seguro realizado pelo empreendimento através do condomínio.;;;;6324.43;0;0;12435720.8
01.201.140/0001-90;2019-12-31;1;0.00639875826103994;0.00636380364572153;0.0262164197712206;0.0260732068491591;0.0417025369384028;0.0414747277171421;0.0465322577805481;0.0462780651537506;0.0170463651690239;0.0169532456741544;0.0341538378263218;0.0339672650235742;0.0433032817419729;0.0430667281024127;0.0325386725160214;0.0323609229067426;0.0131377813804774;0.0130660133786937;0.0533386459425735;0.0530472719330443;0.0419062596922132;0.0416773375908903;0.170760445812897;0.169827629561448;0.398882440515023;0.396703458016127;0.0740822966522651;0.0736776059176345;0.019939;0.0198304509444675;0.005415;0.00538483352271413;0.084662;0.0841995606946587;;;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-DI com garantia de Fiadores.;Contratação do seguro realizado pelo empreendimento através do condomínio.;;;;11396.85;0;0;12310521.74
01.235.622/0001-61;2019-03-29;3;0.076923;0.082589;0.019231;0.006169;0.096154;0.134615;0;0;0.019231;0.005325;0.057692;0.030682;0.019231;0.010491;0.057692;0.008425;0.057692;0.009261;0.019231;0.004112;0;0;0.115385;0.113524;0.461538;0.594808;0;0;1;1;0;0;0;0;0;0;Prazo de garantia : 60 meses , Periodicidade de pagamento de aluguel : Mensal, dia de pagamento de aluguel: 5º dia útil, periodicidade de ajuste: anual, índice de reajuste IGP-M , multa por atraso 2%, mora por atraso1% a.m., aviso de devolução: 30 dias, clausula de rescisão: 3 meses de aluguel proporcional ao tempo restante de contrato e garantias exigidas: fiador, carta de crédito, seguro fiança, alienação de cotas, títulos de capitalização.;Cabe ao Locatário o pagamento do seguro contra incêndio bem como por danos, ocorrências e sinistros no Imóvel, contra qualquer risco de destruição parcial ou total que possibilite sua reconstrução, cujo beneficiário será o Locador. O Locador contratará diretamente este seguro e cobrará do Locatário o valor através de boleto bancário. Caso a qualquer momento sejam exigidas obras de melhoria e manutenção no imóvel para a continuidade ou renovação do seguro de incêndio, o Locatário se compromete a fazer estas às suas expensas se responsabilizando ainda por qualquer autorização ou licença dos órgãos competentes necessárias à realização de tais obras. O descumprimento de qualquer das obrigações aqui dispostas, será caracterizado como infração contratual.;Os seguros de obras são contratados após a assinatura do contrato de construção. É apresentado à seguradora os serviços que serão executados, acompanhado do cronograma e orçamento de obra bem como outro documento específico solicitado.;O seguro condominial contratado a partir da instalação do condomínio pelo síndico da edificação, assegura quaisquer danos ao imóvel. Não se fazendo necessária a contratação de seguro de danos físicos aos imóveis.;Os seguros de obras são contratados após a assinatura do contrato de construção. É apresentado à seguradora os serviços que serão executados, acompanhado do cronograma e orçamento de obra bem como outro documento específico solicitado.;264301.91;0;0;53388772.76
01.235.622/0001-61;2019-06-28;3;0.016393;0.004892;0.081967;0.106748;0;0;0.016393;0.004223;0.032787;0.017072;0.016393;0.008319;0.04918;0.006681;0.04918;0.007344;0.032787;0.004495;0;0;0.098361;0.090023;0.032787;0.009896;0.360656;0.461316;0.213115;0.278993;1;1;0;0;0;0;0;0;Prazo de garantia : 60 meses , Periodicidade de pagamento de aluguel : Mensal, dia de pagamento de aluguel: 5º dia útil, periodicidade de ajuste: anual, índice de reajuste IGP-M , multa por atraso 2%, mora por atraso1% a.m., aviso de devolução: 30 dias, clausula de rescisão: 3 meses de aluguel proporcional ao tempo restante de contrato e garantias exigidas: fiador, carta de crédito, seguro fiança, alienação de cotas, títulos de capitalização.;Cabe ao Locatário o pagamento do seguro contra incêndio bem como por danos, ocorrências e sinistros no Imóvel, contra qualquer risco de destruição parcial ou total que possibilite sua reconstrução, cujo beneficiário será o Locador. O Locador contratará diretamente este seguro e cobrará do Locatário o valor através de boleto bancário. Caso a qualquer momento sejam exigidas obras de melhoria e manutenção no imóvel para a continuidade ou renovação do seguro de incêndio, o Locatário se compromete a fazer estas às suas expensas se responsabilizando ainda por qualquer autorização ou licença dos órgãos competentes necessárias à realização de tais obras. O descumprimento de qualquer das obrigações aqui dispostas, será caracterizado como infração contratual.;Os seguros de obras são contratados após a assinatura do contrato de construção. É apresentado à seguradora os serviços que serão executados, acompanhado do cronograma e orçamento de obra bem como outro documento específico solicitado.;O seguro condominial contratado a partir da instalação do condomínio pelo síndico da edificação, assegura quaisquer danos ao imóvel. Não se fazendo necessária a contratação de seguro de danos físicos aos imóveis.;Os seguros de obras são contratados após a assinatura do contrato de construção. É apresentado à seguradora os serviços que serão executados, acompanhado do cronograma e orçamento de obra bem como outro documento específico solicitado.;2015427.96;;;99670729.72
01.235.622/0001-61;2019-09-30;2;0.016393;0.004892;0.081967;0.106748;0;0;0.016393;0.004223;0.032787;0.017072;0.016393;0.008319;0.04918;0.006681;0.04918;0.007344;0.032787;0.004495;0;0;0.098361;0.090023;0.032787;0.009896;0.360656;0.461316;0.213115;0.278993;1;1;0;0;0;0;0;0;Prazo de garantia : 60 meses , Periodicidade de pagamento de aluguel : Mensal, dia de pagamento de aluguel: 5º dia útil, periodicidade de ajuste: anual, índice de reajuste IGP-M , multa por atraso 2%, mora por atraso1% a.m., aviso de devolução: 30 dias, clausula de rescisão: 3 meses de aluguel proporcional ao tempo restante de contrato e garantias exigidas: fiador, carta de crédito, seguro fiança, alienação de cotas, títulos de capitalização.;Cabe ao Locatário o pagamento do seguro contra incêndio bem como por danos, ocorrências e sinistros no Imóvel, contra qualquer risco de destruição parcial ou total que possibilite sua reconstrução, cujo beneficiário será o Locador. O Locador contratará diretamente este seguro e cobrará do Locatário o valor através de boleto bancário. Caso a qualquer momento sejam exigidas obras de melhoria e manutenção no imóvel para a continuidade ou renovação do seguro de incêndio, o Locatário se compromete a fazer estas às suas expensas se responsabilizando ainda por qualquer autorização ou licença dos órgãos competentes necessárias à realização de tais obras. O descumprimento de qualquer das obrigações aqui dispostas, será caracterizado como infração contratual.;Os seguros de obras são contratados após a assinatura do contrato de construção. É apresentado à seguradora os serviços que serão executados, acompanhado do cronograma e orçamento de obra bem como outro documento específico solicitado.;O seguro condominial contratado a partir da instalação do condomínio pelo síndico da edificação, assegura quaisquer danos ao imóvel. Não se fazendo necessária a contratação de seguro de danos físicos aos imóveis.;Os seguros de obras são contratados após a assinatura do contrato de construção. É apresentado à seguradora os serviços que serão executados, acompanhado do cronograma e orçamento de obra bem como outro documento específico solicitado.;1142172.13;;;38654479.4
01.235.622/0001-61;2019-12-31;2;0;0;0.00822225072885504;0.000112800643563674;0.0107570395217634;0.000147575283326801;0.0340267706828213;0.000466811552942058;0.00966462343298601;0.000132588482033945;0.00537070584737307;7.36804429775922E-05;0.00560958096980916;7.69575587492604E-05;0;0;0.0930700522380341;0.00127682335836734;0.0378174180230006;0.00051881525285291;0.0250548575668787;0.000343726328853226;0.0262892579717117;0.00036066100582577;0.427121683299753;0.00585966085747436;0.316995759717013;0.00434884885929696;0.966666666666667;0.00010211986759631;0;0;0;0;0;0;Prazo de garantia : 60 meses , Periodicidade de pagamento de aluguel : Mensal, dia de pagamento de aluguel: 5º dia útil, periodicidade de ajuste: anual, índice de reajuste IGP-M , multa por atraso 2%, mora por atraso1% a.m., aviso de devolução: 30 dias, clausula de rescisão: 3 meses de aluguel proporcional ao tempo restante de contrato e garantias exigidas: fiador, carta de crédito, seguro fiança, alienação de cotas, títulos de capitalização.;Cabe ao Locatário o pagamento do seguro contra incêndio bem como por danos, ocorrências e sinistros no Imóvel, contra qualquer risco de destruição parcial ou total que possibilite sua reconstrução, cujo beneficiário será o Locador. O Locador contratará diretamente este seguro e cobrará do Locatário o valor através de boleto bancário. Caso a qualquer momento sejam exigidas obras de melhoria e manutenção no imóvel para a continuidade ou renovação do seguro de incêndio, o Locatário se compromete a fazer estas às suas expensas se responsabilizando ainda por qualquer autorização ou licença dos órgãos competentes necessárias à realização de tais obras. O descumprimento de qualquer das obrigações aqui dispostas, será caracterizado como infração contratual.;Os seguros de obras são contratados após a assinatura do contrato de construção. É apresentado à seguradora os serviços que serão executados, acompanhado do cronograma e orçamento de obra bem como outro documento específico solicitado.;O seguro condominial contratado a partir da instalação do condomínio pelo síndico da edificação, assegura quaisquer danos ao imóvel. Não se fazendo necessária a contratação de seguro de danos físicos aos imóveis.;Os seguros de obras são contratados após a assinatura do contrato de construção. É apresentado à seguradora os serviços que serão executados, acompanhado do cronograma e orçamento de obra bem como outro documento específico solicitado.;894722.56;;;86178120.43
01.356.517/0001-80;2019-03-31;1;0.002945;0.002926;0;0;0.01235;0.012271;0.011243;0.011171;0.003111;0.003091;0.007586;0.007538;0.005202;0.005169;0.001027;0.00102;0.003598;0.003575;0.003429;0.003407;0.001446;0.001437;0.006044;0.006006;0.739584;0.734877;0.202435;0.201147;1;0.993635;0;;0;;0;;;;;;;620608.18;;;8907043.47
01.356.517/0001-80;2019-06-30;1;0.003996;0.003954;0.002899;0.002869;0;0;0.012154;0.012027;0.012883;0.012748;0.003138;0.003105;0.007025;0.006951;0.007325;0.007248;0.00588;0.005818;0.003555;0.003518;0.003375;0.00334;0.001423;0.001408;0.72225;0.714693;0.214097;0.211857;1;0.989536;0;;0;;0;;;;;;;432831.19;;;20308201.25
01.356.517/0001-80;2019-09-30;1;0.013327;0.013188;0.003939;0.003898;0.00542;0.005363;0;0;0.012692;0.012559;0.012801;0.012667;0.004339;0.004294;0.00736;0.007283;0.008625;0.008535;0.001074;0.001063;0.003505;0.003468;0.003327;0.003292;0.921549;0.911906;0.0020420000000001;0.002021;1;0.989537;0;;0;;0;;;;;;;453604.92;;;24052808.46
01.356.517/0001-80;2019-12-31;1;0.003401;0.003342;0.013838;0.013597;0.00409;0.004019;0.005628;0.00553;0;0;0.013193;0.012963;0.013268;0.013037;0.004553;0.004474;0.007738;0.007603;0.008827;0.008673;0.001116;0.001097;0.003639;0.003576;0.81691;0.802685;0.103799;0.101992;1;0.982588;0;;0;;0;;;;;;;778422.67;;;37067815.46
01.497.954/0001-14;2019-03-31;1;;;;;;;;;;;;;;;;;;;;;;;0.41;0.41;0.59;0.59;;;0.626;0.626;;;;;;;Cláusula de reajuste - IGPM, garantia por fiador, seguro fiança ou depósito caução, clausula de rescisão determinando o valor da multa, clausula de exigencia para contratação de seguro patrimonial.;Cláusula de exigencia para a Contratação de seguros das seguintes coberturas para os imóveis locados: Incêndio / Raio / explosão Responsabilidade Civil.;;;;1;0;0;897763.35
01.497.954/0001-14;2019-06-30;1;;;;;;;;;;;;;;;;;;;;;;;0.41;0.41;0.59;0.59;;;0.626;0.626;;;;;;;Cláusula de reajuste - IGPM, garantia por fiador, seguro fiança ou depósito caução, clausula de rescisão determinando o valor da multa, clausula de exigencia para contratação de seguro patrimonial.;Cláusula de exigencia para a Contratação de seguros das seguintes coberturas para os imóveis locados: Incêndio / Raio / explosão Responsabilidade Civil.;;;;1;0;0;655804.09
01.497.954/0001-14;2019-09-30;1;;;;;;;;;;;;;;;;;;;;;;;0.41;0.41;0.59;0.59;;;0.626;0.626;;;;;;;Cláusula de reajuste - IGPM, garantia por fiador, seguro fiança ou depósito caução, clausula de rescisão determinando o valor da multa, clausula de exigencia para contratação de seguro patrimonial.;Cláusula de exigencia para a Contratação de seguros das seguintes coberturas para os imóveis locados: Incêndio / Raio / explosão Responsabilidade Civil.;;;;1;0;0;274212.12
01.497.954/0001-14;2019-12-31;1;;;;;;;;;;;;;;;;;;;;;;;0.41;0.41;0.59;0.59;;;0.626;0.626;;;;;;;Cláusula de reajuste - IGPM, garantia por fiador, seguro fiança ou depósito caução, clausula de rescisão determinando o valor da multa, clausula de exigencia para contratação de seguro patrimonial.;Cláusula de exigencia para a Contratação de seguros das seguintes coberturas para os imóveis locados: Incêndio / Raio / explosão Responsabilidade Civil.;;;;1;0;0;162107.15
01.601.918/0001-59;2019-03-31;1;;;;;;;;;;;;;;;;;;;;;;;;;1;0.906033;;;;;0.042476;0.038305;0.957524;0.867728;;;Contratos com período de 5 anos, demais clausulas são confidenciais.;Cláusula de exigencia para a Contratação de seguros das seguintes coberturas para os imóveis locados: Incêndio / Raio / explosão Responsabilidade Civil.;;;;882.32;0;0;1746851.97
01.601.918/0001-59;2019-06-30;1;;;;;;;;;;;;;;;;;;;;;;;;;1;0.898752;;;;;0.042476;0.035652;0.957524;0.8631;;;Contratos com período de 5 anos, demais clausulas são confidenciais.;Cláusula de exigencia para a Contratação de seguros das seguintes coberturas para os imóveis locados: Incêndio / Raio / explosão Responsabilidade Civil.;;;;1719.75;0;0;2969637.51
01.601.918/0001-59;2019-09-30;1;;;;;;;;;;;1;0.887778;;;;;;;;;;;;;;;;;;;0.042278;0.037534;0.957722;0.850244;;;Contratos com período de 5 anos, demais clausulas são confidenciais.;Cláusula de exigencia para a Contratação de seguros das seguintes coberturas para os imóveis locados: Incêndio / Raio / explosão Responsabilidade Civil.;;;;1603.77;0;0;4200332.03
01.601.918/0001-59;2019-12-31;1;;;;;;;;;1;0.898297;;;;;;;;;;;;;;;;;;;;;;;0.954148;0.857108;;;Contratos com período de 5 anos, demais clausulas são confidenciais.;Cláusula de exigencia para a Contratação de seguros das seguintes coberturas para os imóveis locados: Incêndio / Raio / explosão Responsabilidade Civil.;;;;2111.8;0;0;4831267.34
