CNPJ_Fundo;Data_Referencia;Versao;Percentual_Vencimento_Valor_Total_Faixa_Ate_3Meses;Percentual_Vencimento_Receita_FII_Faixa_Ate_3Meses;Percentual_Vencimento_Valor_Total_Faixa_3a6Meses;Percentual_Vencimento_Receita_FII_Faixa_3a6Meses;Percentual_Vencimento_Valor_Total_Faixa_6a9Meses;Percentual_Vencimento_Receita_FII_Faixa_6a9Meses;Percentual_Vencimento_Valor_Total_Faixa_9a12Meses;Percentual_Vencimento_Receita_FII_Faixa_9a12Meses;Percentual_Vencimento_Valor_Total_Faixa_12a15Meses;Percentual_Vencimento_Receita_FII_Faixa_12a15Meses;Percentual_Vencimento_Valor_Total_Faixa_15a18Meses;Percentual_Vencimento_Receita_FII_Faixa_15a18Meses;Percentual_Vencimento_Valor_Total_Faixa_18a21Meses;Percentual_Vencimento_Receita_FII_Faixa_18a21Meses;Percentual_Vencimento_Valor_Total_Faixa_21a24Meses;Percentual_Vencimento_Receita_FII_Faixa_21a24Meses;Percentual_Vencimento_Valor_Total_Faixa_24a27Meses;Percentual_Vencimento_Receita_FII_Faixa_24a27Meses;Percentual_Vencimento_Valor_Total_Faixa_27a30Meses;Percentual_Vencimento_Receita_FII_Faixa_27a30Meses;Percentual_Vencimento_Valor_Total_Faixa_30a33Meses;Percentual_Vencimento_Receita_FII_Faixa_30a33Meses;Percentual_Vencimento_Valor_Total_Faixa_33a36Meses;Percentual_Vencimento_Receita_FII_Faixa_33a36Meses;Percentual_Vencimento_Valor_Total_Faixa_Acima_36Meses;Percentual_Vencimento_Receita_FII_Faixa_Acima_36Meses;Percentual_Vencimento_Valor_Total_Faixa_Indeterminado;Percentual_Vencimento_Receita_FII_Faixa_Indeterminado;Percentual_Indexador_Valor_Total_IGPM;Percentual_Indexador_Receita_FII_IGPM;Percentual_Indexador_Valor_Total_INPC;Percentual_Indexador_Receita_FII_INPC;Percentual_Indexador_Valor_Total_IPCA;Percentual_Indexador_Receita_FII_IPCA;Percentual_Indexador_Valor_Total_INCC;Percentual_Indexador_Receita_FII_INCC;Caracteristicas_Contratuais;Politica_Contratacao_Seguro_Imovel_Renda_Acabado;Politica_Contratacao_Seguro_Imovel_Renda_Construcao;Politica_Contratacao_Seguro_Imovel_Venda_Acabado;Politica_Contratacao_Seguro_Imovel_Venda_Construcao;Ativo_Liquidez_Valor_Disponibilidades;Ativo_Liquidez_Valor_Titulos_Publicos;Ativo_Liquidez_Valor_Titulos_Privados;Ativo_Liquidez_Valor_Fundos_Renda_Fixa
00.762.723/0001-28;2018-09-30;1;0.000219;0.000219;0.000902;0.0009;0.023929;0.023881;0.010348;0.010328;0.010642;0.010621;0;0;0.000899;0.000897;0;0;0.00167;0.001667;0;0;0.000462;0.000461;0;0;0.946089;0.944211;0.00484;0.00483;0.956;0.9542;;;0.002;0.0022;;;Os contratos de locação são dos imóveis do Fundo  preveem  período de de garantia de permanência, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M ou IGP-DI.;É obrigatória a contratação do seguro de preservação dos imóveis, no entanto essa demanada fica a cargo do locatário.;;;;4556.28;0;0;1052020.65
00.762.723/0001-28;2018-12-31;1;0.000219;0.000219;0.000902;0.0009;0.023929;0.023881;0.010348;0.010328;0.010642;0.010621;0;0;0.000899;0.000897;0;0;0.00167;0.001667;0;0;0.000462;0.000461;0.946089;0.942311;0;0;0.00484;0.00383;0.956;0.9522;;;0.002;0.0022;;;Os contratos de locação são dos imóveis do Fundo  preveem  período de de garantia de permanência, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M ou IGP-DI.;É obrigatória a contratação do seguro de preservação dos imóveis, no entanto essa demanada fica a cargo do locatário.;;;;1849.09;0;0;1038961.86
00.868.235/0001-08;2018-03-31;1;0.191388;0.190733;0.017012;0.016954;0.03281;0.032698;0.003867;0.003854;0;0;0.012345;0.012304;0;0;0;0;0.009825;0.009791;0.011195;0.011157;0.003898;0.003884;0.011703;0.011663;0.114794;0.114401;0.591163;0.589139;0.808612;0.805845;;;;;;;Contratos majoritriamente corrigidos pelo IGP-M e com prazo de 5 anos;A contratação dos sguros fica a cargo do condominio e dos locatários.;;;;646866.92;0;0;320573.1
00.868.235/0001-08;2018-06-30;1;0.008489;0.008461;0.013116;0.013072;0.004104;0.004091;0;0;0.0441;0.043953;0.008163;0.008136;0;0;0.009848;0.009815;0.032518;0.03241;0.010904;0.010867;0.013628;0.013583;0.014174;0.014126;0.095177;0.09486;0.745779;0.743294;0.808746;0.8064;;;;;;;Contratos majoritriamente corrigidos pelo IGP-M e com prazo de 5 anos;A contratação dos sguros fica a cargo do condominio e dos locatários.;;;;662049.44;0;0;200152.7
00.868.235/0001-08;2018-09-30;1;0.012728;0.012707;0.00362;0.003614;0;0;0.04246;0.04239;0.007199;0.007187;0;0;0.008685;0.00867;0.028947;0.028899;0.010169;0.010152;0.012019;0.011999;0.0125;0.01248;0;0;0.091172;0.091022;0.770501;0.769232;0.673121;0.672012;;;;;;;Contratos majoritriamente corrigidos pelo IGP-M e com prazo de 5 anos;A contratação dos sguros fica a cargo do condominio e dos locatários.;;;;529848.53;0;0;272959.31
00.868.235/0001-08;2018-12-31;1;0;0;0.009108;0.009091;0.037463;0.037395;0.017731;0.017699;0;0;0.01311;0.013086;0.182617;0.182286;0.01225;0.012227;0.003347;0.003341;0;0;0.011044;0.011024;0.015025;0.014997;0.099295;0.099114;0.59901;0.597926;0.729307;0.727987;;;;;;;Contratos majoritriamente corrigidos pelo IGP-M e com prazo de 5 anos;A contratação dos sguros fica a cargo do condominio e dos locatários.;;;;588300.29;0;0;85788.94
01.201.140/0001-90;2018-03-31;1;0.070327;0.069875;0.061954;0.061556;0.017633;0.01752;0.017246;0.017135;0.045591;0.045298;0.01734;0.017229;0.0596;0.059217;0.00555;0.005514;0.026494;0.026324;0.041512;0.041245;0.059986;0.059601;0.02087;0.020736;0.495669;0.492484;0.060228;0.059841;0.031924;0.031719;0.006473;0.006432;0.174411;0.17329;;;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-DI com garantia de Fiadores.;Contratação do seguro realizado pelo empreendimento através do condomínio.;;;;472243.69;0;0;7643272.5
01.201.140/0001-90;2018-06-30;1;0.035625;0.03542;0.064825;0.064452;0.03051;0.030334;0.068076;0.067684;0.006949;0.006908;0.07472;0.074289;0.019767;0.019653;0.028263;0.0281;0.025726;0.025579;0.049312;0.049028;0.019501;0.019388;0.036642;0.036431;0.246429;0.24501;0.293655;0.291964;0.029702;0.02953;0.007119;0.007078;0.108923;0.108296;;;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-DI com garantia de Fiadores.;Contratação do seguro realizado pelo empreendimento através do condomínio.;;;;132154.64;0;0;7816384.82
01.201.140/0001-90;2018-09-30;1;0.032389;0.032227;0.043174;0.042958;0.045904;0.045674;0.020106;0.020006;0.055252;0.054975;0.006306;0.006274;0.026169;0.026038;0.037007;0.036821;0.056104;0.055823;0.020453;0.02035;0.06816;0.067819;0.037703;0.037514;0.500939;0.49843;0.050334;0.050082;0.084417;0.083994;0.008089;0.008048;0.168175;0.167334;;;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-DI com garantia de Fiadores.;Contratação do seguro realizado pelo empreendimento através do condomínio.;;;;8884.08;0;0;8259867.71
01.201.140/0001-90;2018-12-31;1;0.032489;0.032215;0.043274;0.042925;0.046004;0.045634;0.020206;0.020001;0.055452;0.054957;0.006606;0.006215;0.026469;0.026002;0.039007;0.036811;0.057104;0.055012;0.02;0.02005;0.06516;0.0678;0.037003;0.037505;0.50089;0.49835;0.050336;0.050001;0.084517;0.083794;0.008189;0.008;0.168375;0.166677;;;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-DI com garantia de Fiadores.;Contratação do seguro realizado pelo empreendimento através do condomínio.;;;;6773.64;0;0;8347170.91
01.235.622/0001-61;2018-03-29;3;0.017857;0.012728;0.017857;0.009658;0;0;0.017857;0.013533;0.071429;0.099839;0.017857;0.005361;0.107143;0.100604;0;0;0.017857;0.00867;0.035714;0.012874;0.035714;0.015632;0.089286;0.391909;0.571429;0.333995;0;0;1;1;0;0;0;0;0;0;Prazo de garantia : 60 meses , Periodicidade de pagamento de aluguel : Mensal, dia de pagamento de aluguel: 5º dia útil, periodicidade de ajuste: anual, índice de reajuste IGP-M , multa por atraso 2%, mora por atraso1% a.m., aviso de devolução: 30 dias, clausula de rescisão: 3 meses de aluguel proporcional ao tempo restante de contrato e garantias exigidas: fiador, carta de crédito, seguro fiança, alienação de cotas, títulos de capitalização.;Cabe ao Locatário o pagamento do seguro contra incêndio bem como por danos, ocorrências e sinistros no Imóvel, contra qualquer risco de destruição parcial ou total que possibilite sua reconstrução, cujo beneficiário será o Locador. O Locador contratará diretamente este seguro e cobrará do Locatário o valor através de boleto bancário. Caso a qualquer momento sejam exigidas obras de melhoria e manutenção no imóvel para a continuidade ou renovação do seguro de incêndio, o Locatário se compromete a fazer estas às suas expensas se responsabilizando ainda por qualquer autorização ou licença dos órgãos competentes necessárias à realização de tais obras. O descumprimento de qualquer das obrigações aqui dispostas, será caracterizado como infração contratual.;Os seguros de obras são contratados após a assinatura do contrato de construção. É apresentado à seguradora os serviços que serão executados, acompanhado do cronograma e orçamento de obra bem como outro documento específico solicitado.;O seguro condominial contratado a partir da instalação do condomínio pelo síndico da edificação, assegura quaisquer danos ao imóvel. Não se fazendo necessária a contratação de seguro de danos físicos aos imóveis.;Os seguros de obras são contratados após a assinatura do contrato de construção. É apresentado à seguradora os serviços que serão executados, acompanhado do cronograma e orçamento de obra bem como outro documento específico solicitado.;60688.78;0;0;54750320.83
01.235.622/0001-61;2018-06-29;2;0.018519;0.013386;0;0;0.0185185185185185;0.0187559821870257;0.0740740740740741;0.101531392184803;0.0185185185185185;0.00620807469719597;0.0925925925925926;0.133225016881232;0;0;0.0185185185185185;0.00535885205343592;0.0740740740740741;0.0395080563811755;0;0;0.0740740740740741;0.184962809629269;0.0555555555555556;0.00931920984533872;0.555555555555556;0.487744456294792;0;0;1;1;0;0;0;0;0;0;Prazo de garantia : 60 meses , Periodicidade de pagamento de aluguel : Mensal, dia de pagamento de aluguel: 5º dia útil, periodicidade de ajuste: anual, índice de reajuste IGP-M , multa por atraso 2%, mora por atraso1% a.m., aviso de devolução: 30 dias, clausula de rescisão: 3 meses de aluguel proporcional ao tempo restante de contrato e garantias exigidas: fiador, carta de crédito, seguro fiança, alienação de cotas, títulos de capitalização.;Cabe ao Locatário o pagamento do seguro contra incêndio bem como por danos, ocorrências e sinistros no Imóvel, contra qualquer risco de destruição parcial ou total que possibilite sua reconstrução, cujo beneficiário será o Locador. O Locador contratará diretamente este seguro e cobrará do Locatário o valor através de boleto bancário. Caso a qualquer momento sejam exigidas obras de melhoria e manutenção no imóvel para a continuidade ou renovação do seguro de incêndio, o Locatário se compromete a fazer estas às suas expensas se responsabilizando ainda por qualquer autorização ou licença dos órgãos competentes necessárias à realização de tais obras. O descumprimento de qualquer das obrigações aqui dispostas, será caracterizado como infração contratual. ;Os seguros de obras são contratados após a assinatura do contrato de construção. É apresentado à seguradora os serviços que serão executados, acompanhado do cronograma e orçamento de obra bem como outro documento específico solicitado.;O seguro condominial contratado a partir da instalação do condomínio pelo síndico da edificação, assegura quaisquer danos ao imóvel. Não se fazendo necessária a contratação de seguro de danos físicos aos imóveis.;Os seguros de obras são contratados após a assinatura do contrato de construção. É apresentado à seguradora os serviços que serão executados, acompanhado do cronograma e orçamento de obra bem como outro documento específico solicitado.;52368.13;0;0;49715400.92
01.235.622/0001-61;2018-09-28;3;0;0;0.0192307692307692;0.0215844485454303;0.0769230769230769;0.116842673900316;0.0192307692307692;0.00714427362596376;0.0961538461538462;0.155894475160474;0;0;0.0192307692307692;0.00616698529869437;0.0769230769230769;0.0454660066098447;0;0;0.0576923076923077;0.00975626941429926;0.0576923076923077;0.0107245786109738;0.0192307692307692;0.0047620720438282;0.557692307692308;0.621658216790176;0;0;1;1;0;0;0;0;0;0;Prazo de garantia : 60 meses , Periodicidade de pagamento de aluguel : Mensal, dia de pagamento de aluguel: 5º dia útil, periodicidade de ajuste: anual, índice de reajuste IGP-M , multa por atraso 2%, mora por atraso1% a.m., aviso de devolução: 30 dias, clausula de rescisão: 3 meses de aluguel proporcional ao tempo restante de contrato e garantias exigidas: fiador, carta de crédito, seguro fiança, alienação de cotas, títulos de capitalização.;Cabe ao Locatário o pagamento do seguro contra incêndio bem como por danos, ocorrências e sinistros no Imóvel, contra qualquer risco de destruição parcial ou total que possibilite sua reconstrução, cujo beneficiário será o Locador. O Locador contratará diretamente este seguro e cobrará do Locatário o valor através de boleto bancário. Caso a qualquer momento sejam exigidas obras de melhoria e manutenção no imóvel para a continuidade ou renovação do seguro de incêndio, o Locatário se compromete a fazer estas às suas expensas se responsabilizando ainda por qualquer autorização ou licença dos órgãos competentes necessárias à realização de tais obras. O descumprimento de qualquer das obrigações aqui dispostas, será caracterizado como infração contratual. ;Os seguros de obras são contratados após a assinatura do contrato de construção. É apresentado à seguradora os serviços que serão executados, acompanhado do cronograma e orçamento de obra bem como outro documento específico solicitado.;O seguro condominial contratado a partir da instalação do condomínio pelo síndico da edificação, assegura quaisquer danos ao imóvel. Não se fazendo necessária a contratação de seguro de danos físicos aos imóveis.;Os seguros de obras são contratados após a assinatura do contrato de construção. É apresentado à seguradora os serviços que serão executados, acompanhado do cronograma e orçamento de obra bem como outro documento específico solicitado.;531635.03;0;0;43963578.47
01.235.622/0001-61;2018-12-31;3;0.019608;0.01828;0.0784313725490196;0.0989563912509425;0.0196078431372549;0.00605062784456484;0.0980392156862745;0.132030140725824;0;0;0.0196078431372549;0.00522294286569525;0.0588235294117647;0.0300927269785901;0;0;0.0588235294117647;0.00826277918061574;0.0588235294117647;0.00908285955467288;0.0196078431372549;0.00403309380557549;0;0;0.568627450980392;0.687988137763586;0;0;1;1;0;0;0;0;0;0;Prazo de garantia : 60 meses , Periodicidade de pagamento de aluguel : Mensal, dia de pagamento de aluguel: 5º dia útil, periodicidade de ajuste: anual, índice de reajuste IGP-M , multa por atraso 2%, mora por atraso1% a.m., aviso de devolução: 30 dias, clausula de rescisão: 3 meses de aluguel proporcional ao tempo restante de contrato e garantias exigidas: fiador, carta de crédito, seguro fiança, alienação de cotas, títulos de capitalização.;Cabe ao Locatário o pagamento do seguro contra incêndio bem como por danos, ocorrências e sinistros no Imóvel, contra qualquer risco de destruição parcial ou total que possibilite sua reconstrução, cujo beneficiário será o Locador. O Locador contratará diretamente este seguro e cobrará do Locatário o valor através de boleto bancário. Caso a qualquer momento sejam exigidas obras de melhoria e manutenção no imóvel para a continuidade ou renovação do seguro de incêndio, o Locatário se compromete a fazer estas às suas expensas se responsabilizando ainda por qualquer autorização ou licença dos órgãos competentes necessárias à realização de tais obras. O descumprimento de qualquer das obrigações aqui dispostas, será caracterizado como infração contratual.;Os seguros de obras são contratados após a assinatura do contrato de construção. É apresentado à seguradora os serviços que serão executados, acompanhado do cronograma e orçamento de obra bem como outro documento específico solicitado.;O seguro condominial contratado a partir da instalação do condomínio pelo síndico da edificação, assegura quaisquer danos ao imóvel. Não se fazendo necessária a contratação de seguro de danos físicos aos imóveis.;Os seguros de obras são contratados após a assinatura do contrato de construção. É apresentado à seguradora os serviços que serão executados, acompanhado do cronograma e orçamento de obra bem como outro documento específico solicitado.;758751.05;0;0;74567445.1
01.356.517/0001-80;2018-03-31;1;0.004874;0.004874;0.007143;0.007089;0.010266;0.010188;0.00603;0.005984;0.003504;0.003477;0.00324;0.003215;0.00422;0.004188;0.006271;0.006224;0.005385;0.005344;0.007056;0.007003;0.009959;0.009884;0.009535;0.009463;0.742544;0.736927;0.179973;0.178612;1;0.992472;0;0;0;0;0;0;1) As cláusulas de reajuste são sempre de acordo com a Lei do inquilinato, tendo o IGP-M (FGV) como único índice a ser aplicado anualmente 2) O prazo contratual é, em sua maioria, de 4 (quatro) anos para contratos não residenciais e 36 (trinta e seis) meses para residenciais 4) O Fundo prefere celebrar contrato com pagamento antecipado, evitando a figura do fiador. Desta forma, em caso de inadimplência o pedido de despejo pode ser por pedido de decisão liminar com apenas 15 (quinze) dias de atraso.;O Lagra FII efetua seguro de todas as suas unidades, com cobertura de incêndio, queda de raio, explosão de qualquer natureza, danos elétricos e etc.;O Lagra FII efetua seguro de todas as suas unidades, com cobertura de incêndio, queda de raio, explosão de qualquer natureza, danos elétricos e etc.;;Não temos imóveis dessa categoria, mas seria a mesma política informada anteriormente.;394038.22;0;0;9312613.64
01.356.517/0001-80;2018-06-30;1;0.020029;0.019774;0.004132;0.004079;0.006807;0.00672;0.010189;0.010059;0.005853;0.005778;0.005714;0.005641;0.003088;0.003049;0.003383;0.00334;0.006009;0.005932;0.005863;0.005788;0.006725;0.006639;0.009858;0.009732;0.738866;0.729447;0.173484;0.171272;1;0.98725;0;;0;;0;;;;;;;478334.37;;;15273758.35
01.356.517/0001-80;2018-09-30;1;0.013808;0.013682;0.012481;0.012367;0.004116;0.004079;0.00678;0.006718;0.007371;0.007304;0.00583;0.005777;0.003326;0.003296;0.003076;0.003048;0.003542;0.00351;0.005986;0.005932;0.00584;0.005787;0.006698;0.006637;0.734497;0.727818;0.186649;0.184952;1;0.9909;0;;0;;0;;;;;;;581396.65;;;22528586.65
01.356.517/0001-80;2018-12-31;1;0;0;0.013785;0.013623;0.012436;0.01229;0.004153;0.004104;0.007058;0.006975;0.007485;0.007397;0.00582;0.005752;0.00332;0.003281;0.003391;0.003351;0.003536;0.003495;0.005976;0.005906;0.00583;0.005762;0.741902;0.733199;0.185308;0.183134;1;0.988269;0;;0;;0;;;;;;;445286;;;9504369.98
01.497.954/0001-14;2018-03-31;1;;;;;;;;;;;;;;;;;;;;;;;0.41;0.41;0.59;0.59;;;0.626;0.626;;;;;;;Cláusula de reajuste - IGPM, garantia por fiador, seguro fiança ou depósito caução, clausula de rescisão determinando o valor da multa, clausula de exigencia para contratação de seguro patrimonial.;Cláusula de exigencia para a Contratação de seguros das seguintes coberturas para os imóveis locados: Incêndio / Raio / explosão Responsabilidade Civil.;;;;1;0;0;1318991.22
01.497.954/0001-14;2018-06-30;1;;;;;;;;;;;;;;;;;;;;;;;0.41;0.41;0.59;0.59;;;0.626;0.626;;;;;;;Cláusula de reajuste - IGPM, garantia por fiador, seguro fiança ou depósito caução, clausula de rescisão determinando o valor da multa, clausula de exigencia para contratação de seguro patrimonial.;Cláusula de exigencia para a Contratação de seguros das seguintes coberturas para os imóveis locados: Incêndio / Raio / explosão Responsabilidade Civil.;;;;1;0;0;1683631.27
01.497.954/0001-14;2018-09-30;1;;;;;;;;;;;;;;;;;;;;;;;0.41;0.41;0.59;0.59;;;0.626;0.626;;;;;;;Cláusula de reajuste - IGPM, garantia por fiador, seguro fiança ou depósito caução, clausula de rescisão determinando o valor da multa, clausula de exigencia para contratação de seguro patrimonial.;Cláusula de exigencia para a Contratação de seguros das seguintes coberturas para os imóveis locados: Incêndio / Raio / explosão Responsabilidade Civil.;;;;162.28;0;0;1478299.79
01.497.954/0001-14;2018-12-31;1;;;;;;;;;;;;;;;;;;;;;;;0.41;0.41;0.59;0.59;;;0.626;0.626;;;;;;;Cláusula de reajuste - IGPM, garantia por fiador, seguro fiança ou depósito caução, clausula de rescisão determinando o valor da multa, clausula de exigencia para contratação de seguro patrimonial.;Cláusula de exigencia para a Contratação de seguros das seguintes coberturas para os imóveis locados: Incêndio / Raio / explosão Responsabilidade Civil.;;;;1;0;0;1755202.61
01.601.918/0001-59;2018-03-31;1;;;;;;;;;;;;;;;;;;;;;;;;;1;0.92857;;;;;0.042476;0.039442;0.957524;0.889128;;;Contratos com período de 5 anos, demais clausulas são confidenciais.;Cláusula de exigencia para a Contratação de seguros das seguintes coberturas para os imóveis locados: Incêndio / Raio / explosão Responsabilidade Civil.;;;;24884.75;0;0;6693421.67
01.601.918/0001-59;2018-06-30;1;;;;;;;;;;;;;;;;;;;;;;;;;1;0.938794;;;;;0.042476;0.039877;0.957524;0.898917;;;Contratos com período de 5 anos, demais clausulas são confidenciais.;Cláusula de exigencia para a Contratação de seguros das seguintes coberturas para os imóveis locados: Incêndio / Raio / explosão Responsabilidade Civil.;;;;14453.64;0;0;8283419.93
01.601.918/0001-59;2018-09-30;1;;;;;;;;;;;;;;;;;;;;;;;;;1;0.912232;;;;;0.042476;0.038748;0.957524;0.873484;;;Contratos com período de 5 anos, demais clausulas são confidenciais.;Cláusula de exigencia para a Contratação de seguros das seguintes coberturas para os imóveis locados: Incêndio / Raio / explosão Responsabilidade Civil.;;;;6007.09;0;0;3941004.46
01.601.918/0001-59;2018-12-31;2;;;;;;;;;;;;;;;;;;;;;;;;;1;0.912232;;;;;0.042476;0.038748;0.957524;0.873484;;;Contratos com período de 5 anos, demais clausulas são confidenciais.;Cláusula de exigencia para a Contratação de seguros das seguintes coberturas para os imóveis locados: Incêndio / Raio / explosão Responsabilidade Civil.;;;;426170.7;0;0;2766057.93
