CNPJ_Fundo;Data_Referencia;Versao;Nome_Endereco_Imovel;Caracteristicas_Contratuais
11.281.322/0001-72;2016-12-31;2;Edifício Torre Boa Vista;Para o imóvel Edifício Torre Boa Vista, encontra-se parcialmente locado. O presente contrato poderá ser rescindido por qualquer uma das partes mediante o pagamento da indenização prevista em contrato e desde que o interessado dê ciência à outra parte, por escrito, com antecedência mínima de 90 dias.
11.326.746/0001-06;2016-12-31;1;Imóvel Sumaré  -  Rod. Anhanguera, Km 106, sentido Campinas / Interior - Sumaré - SP;Contrato de locação para fins não residenciais - correção anual por IGPM
11.326.746/0001-06;2016-12-31;1;Imóvel Aricanduva - Rua Comendador Gil Pinheiro, 463 - Tatuapé - São Paulo - SP;Contrato de locação para fins não residenciais - correção anual por IGPM
11.326.746/0001-06;2016-12-31;1;Imóvel SJC - Rod. Presidente Dutra, esquina com a Avenida Cassiano Ricardo - Sâo Jose dos Campos - SP;Contrato de Locação Atipico - BTS  - correção anual por IGPM - 10% de multa por atraso nos pagamentos
11.326.746/0001-06;2016-12-31;1;Imóvel Guarulhos - Av. Sete de Sertembro, 1.796 - Vila Galvão - Guarulhos - SP;Contrato de locação para fins não residenciais - correção anual por IGPM
11.326.746/0001-06;2016-12-31;1;Imóvel Indaiatuba - Rua Tupinambás, 617, JD Guanabara - Indaiatuba - SP;Contrato de locação para fins não residenciais - correção anual por IGPM
11.326.746/0001-06;2016-12-31;1;Imóvel Jundiaí Cica - Rua Cica, nº 201, Vila Francisco Eber, Jundiai - SP.;Contrato de locação para fins não residenciais - correção anual por IGPM
11.602.654/0001-01;2016-12-31;2;Insper Instituto de Pesquisa;Não possui caracteristicas que destoem dos demais
11.728.688/0001-47;2016-12-31;1;-;-
11.839.593/0001-09;2016-12-31;1;CERATTI;TIPO AtípicoPRAZO 10 anosVENCIMENTO Jun/2024ÍNDICE DE REAJUSTE IGPMVALOR DO ALUGUEL ATUAL R$ 312.703,37R$/M2 R$ 22,58GARANTIA Não se Aplica
11.839.593/0001-09;2016-12-31;1;MAGNA;TIPO AtípicoPRAZO 10 anosVENCIMENTO Mar/2019ÍNDICE DE REAJUSTE IGPMVALOR DO ALUGUEL ATUAL R$ 233.617,87R$/M2 R$ 22,38GARANTIA Não se Aplica
11.839.593/0001-09;2016-12-31;1;ITAMBÉ;TIPO AtípicoPRAZO 10 anosVENCIMENTO Jun/2022ÍNDICE DE REAJUSTE IGPMVALOR DO ALUGUEL ATUAL R$ 231.262,74R$/M2 R$ 28,70GARANTIA Fiança Bancária
12.005.956/0001-65;2016-12-31;1;Não Há;Não Há
12.093.377/0001-11;2016-12-31;1;ED. VENTURA CORPORATE TOWERS - TORRE OESTE;Não possui caracteristicas que destoem dos demais
12.358.507/0001-09;2016-12-31;1;Nada consta;Nada consta
12.401.858/0001-47;2016-12-31;2;Condomínio WT Morumbi - Ala A;Não possui caracteristicas que destoem dos demais
12.516.185/0001-70;2016-12-31;1;Leblon;Compromisso de Venda e Compra - fração de 65,64 do imóvel
12.681.340/0001-04;2016-12-31;1;não há;não há
12.804.013/0001-00;2016-12-31;1;Nada;Nada
12.809.972/0001-00;2016-12-31;1;-;-
12.811.222/0001-73;2016-12-31;1;Imoveis para renda;Contrato de locação comercial.
12.887.506/0001-43;2016-12-31;1;Schahin;O contrato é reajusta anualmente em função da variação positiva do Índice de Preços ao Consumidor Amplo - IPCA/IBGE. Em caso de rescisão antecipada do contrato de locação, a locatária deverá pagar multa equivalente ao saldo restante de aluguéis, da data de rescisão ao termino do contrato.As obrigações contratuais são garantidas por seguro fiança de seguradora de primeira linha, com cobertura mínima de dezoito meses.A Locatária possui o direito de adquirir o imóvel, no período compreendido entre o segundo e decimo ano de locação, pelo valor do empreendimento corrigido pelo INCC/FGV e acrescido de uma taxa de 2% a.a.
12.887.506/0001-43;2016-12-31;1;Atmosfera;O contrato é reajusta anualmente em função da variação positiva do Índice Geral De Preços do Mercado - IGP-M/FGV. Em caso de rescisão antecipada do contrato de locação, nos cinco primeiros anos de contrato, a locatária está sujeita a multa relativo ao pagamento do saldo remanescente de alugueis até o sexagésimo mês de locação. Se a rescisão ocorrer após o sexagésimo mês, a locatária deverá pagar multa equivalente a seis meses de aluguel, proporcionais ao decurso do prazo de locação.As obrigações contratuais deverão ser garantidas, por seguro locatício de instituição de primeira linha, com cobertura equivalente a seis meses de locação.O contrato é, portanto, considerado atípico até o sexagésimo mês e típico após o sexagésimo primeiro mês.
12.887.506/0001-43;2016-12-31;1;Aspro;O contrato é reajusta anualmente em função da variação positiva do Índice de Preços ao Consumidor Amplo - IPCA/IBGE. Em caso de rescisão antecipada do contrato de locação a locatária deverá pagar multa equivalente ao saldo restante de aluguéis, da data de rescisão ao termino do contrato.As obrigações contratuais são garantidas por seguro fiança de seguradora de primeira linha, renovada anualmente pela locatária.
12.948.291/0001-23;2016-12-31;3;Ed. The One;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
12.978.943/0001-72;2016-12-31;2;Av. Alexandre Colares, 1188, Parque Anhanguera, São Paulo/SP;Contrato Built to suit.
13.012.312/0001-67;2016-12-31;1;BR-163 km 95 a23 km do Centro de Rondonópolis;Contrato de Built To Suit
13.012.312/0001-67;2016-12-31;1;15 km de Araguari/MG;Contrato de Built To Suit
13.012.312/0001-67;2016-12-31;1;Rodovia Castelo Branco km 93,Sorocaba/SP;Contrato de Built To Suit
13.012.312/0001-67;2016-12-31;1;Rodovia Castelo Branco km 93,Sorocaba/SP;Contrato de Built To Suit
13.022.993/0001-44;2016-12-31;2;Edificio Faria Lima 4440;Não possui caracteristicas que destoem dos demais
13.022.994/0001-99;2016-12-31;1;Shopping Eldorado;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-DI com garantia de Fiadores.
13.125.823/0001-95;2016-12-31;1;Gleba G,;Contrato de locação comercial.
13.320.290/0001-00;2016-12-31;1;Todos Imóveis;Não apresentam características individuais
13.371.132/0001-71;2016-12-31;2;Ed. Praia de Botafogo;Reajuste anual por indexador de inflação, aviso prévio e multa proporcional ao período de cumprimento do contrato, direito de preferência e multa caso haja descumprimento do contrato
13.500.306/0001-59;2016-12-31;4;Edifício Sede;Os contratos de locação  dos imóveis do Fundo  preveem  período de garantia de permanência, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
13.500.306/0001-59;2016-12-31;4;Ed. Banco Mercantil;Os contratos de locação  dos imóveis do Fundo  preveem  período de garantia de permanência, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
13.500.306/0001-59;2016-12-31;4;Centro de Tecnologia;Não se aplica
13.551.286/0001-45;2016-12-31;2;Centro Empresarial de São Paulo;Não possui caracteristicas que destoem dos demais
13.568.181/0001-07;2016-12-31;2;CD Santa Cruz;Contrato de Locação vigente até 10/08/2024.
13.652.006/0001-95;2016-12-31;1;Shopping Sulacap - Avenida Marechal Fontenelle, 3545 - Rio de Janeiro, RJ;O Fundo tem por objeto adquirir e obter renda, mediante participação correspondente a 44% (quarenta e quatro por cento) no empreendimento imobiliário denominado Parque Shopping Sulacap. Foi constituído um Condomínio que por sua vez contrata os Prestadores de Serviços e celebra os contratos de locação.
13.703.596/0001-38;2016-12-31;1;Imovel 1;N/A
13.842.683/0001-76;2016-12-31;1;Edifício Itaim Business Center;A multa contratual pactuada entre as Partes, por descumprimento de qualquer cláusula ou condição do presente Contrato será equivalente a 01 (um) aluguel vigente à época da infração, salvo quando tal infração for objeto de multa específica estabelecida no presente contrato.
13.920.018/0001-53;2016-12-31;2;Imóvel 1;Rua Cica Nº 201 -Bairro das Pitangueiras - Jundiai - São Paulo
13.966.653/0001-71;2016-12-31;2;Thera Coporate;Não possui caracteristicas que destoem dos demais
13.974.819/0001-00;2016-12-31;2;Juiz de Fora;Contrato de locação para fins comerciais.
14.069.202/0001-02;2016-12-31;1;AQ³ LOG Taubaté;Firmado entre as partes
14.069.202/0001-02;2016-12-31;1;AQ³ Industrial - Nova Iguaçu;Firmado entre as partes
14.088.246/0001-71;2016-12-31;1;Shopping Center Pátio Belém;Convenção de condomínio com prazo indeterminado enquanto durar a co-propriedade.
14.149.745/0001-21;2016-12-31;1;Arena;Não se aplica
14.217.108/0001-45;2016-12-31;2;Rua Dona Francisca, 8300 - Distrito Industrial -  joinville - SC;Garantia Contratual - Titulo de Capitalização
14.376.247/0001-11;2016-12-31;2;Edificio Brascan Century Corporate - Bloco C;Não possui caracteristicas que destoem dos demais
14.376.247/0001-11;2016-12-31;2;Edificio Torre Rio Sul;Não possui caracteristicas que destoem dos demais
14.410.722/0001-29;2016-12-31;1;não há;não há
14.413.342/0001-48;2016-12-31;1;Ed. Canopus - Av. Tambore, 267 - Tamboré, Barueri - SP - 9º Andar - Unidade 91 - Bloco B;Contrato de Locação para Fins não Residenciais (Correção por IPCA)
14.413.342/0001-48;2016-12-31;1;Ed. Canopus - Av. Tambore, 267 - Tamboré, Barueri - SP - 14º Andar - Unidade 141 - Bloco B;Contrato de Locação para Fins não Residenciais (Correção anual por IPCA Permite Sublocação para empresas do mesmo Grupo Economico)
14.413.342/0001-48;2016-12-31;1;Ed. Canopus - Av. Tambore, 267 - Tamboré, Barueri - SP - 15º Andar - Unidade 151 - Bloco B;Contrato de Locação para Fins não Residenciais (Correção anual por IPCA Permite Sublocação para empresas do mesmo Grupo Economico)
14.413.342/0001-48;2016-12-31;1;Rua Campo Grande, 120 , Lote 08 do PAL 47.371 - Campo Grande - Rio de Janeiro - RJ;Contrato de Locação Atipico "built to suit" - BTS (Correção anual por IPCA)
14.631.148/0001-39;2016-12-31;1;-;-
14.721.889/0001-00;2016-12-31;1;Não se aplica.;Não se aplica.
14.733.211/0001-48;2016-12-31;1;Rua Manoel da Nobrega, 712, Centro, Diadema - SP;Os contratos serão reajustados com base na variação IGP-M
14.733.211/0001-48;2016-12-31;1;Avenida Brigadeiro Faria Lima, 3900 - 6º andar - conj. 601 e 18 vagas de garagens - São Paulo/SP;Os contratos serão reajustados com base na variação IGP-M
14.788.492/0001-36;2016-12-31;2;Ed. Vitor Malzoni - Torre Sul;Não possui caracteristicas que destoem dos demais
14.793.782/0001-78;2016-12-31;2;Edíficio Tenente Negrão;não há
14.793.782/0001-78;2016-12-31;2;Edifício Suarez Trade;não há
14.793.782/0001-78;2016-12-31;2;Edifício Empresarial Center I;não há
14.793.782/0001-78;2016-12-31;2;Edifício Emrpresarial Center II;não há
14.879.856/0001-93;2016-12-31;2;Shopping Jardim Sul;Não possui caracteristicas que destoem dos demais
15.006.267/0001-63;2016-12-31;2;GT Plaza;Não possui caracteristicas que destoem dos demais
15.006.267/0001-63;2016-12-31;2;Macaé;Não possui caracteristicas que destoem dos demais
15.006.286/0001-90;2016-12-31;2;Edificio Rio Negro;Os contratos são típicos, majoritariamente reajustados pelo IGPM e com prazo de 5 anos.
15.098.422/0001-19;2016-12-31;1;Imóvel 1;Contrato típico, com reajuste anual pelo IPCA
15.296.696/0001-12;2016-12-31;1;Vila Olímpia Corporate;Não Aplicável.
15.333.306/0001-37;2016-12-31;2;Edificio Galeria;Não possui caracteristicas que destoem dos demais
15.348.117/0001-38;2016-12-31;1;Imóveis comerciais;Contrato de locação comercial.
15.463.207/0001-70;2016-12-31;1;IMÓVEL 1;Estaleiro
15.489.509/0001-17;2016-12-31;1;Contratos de locações comerciais;Reajustes anual pelo IPCA
15.538.445/0001-05;2016-12-31;1;Edificio Comercial Belenzinho;N/A
15.538.445/0001-05;2016-12-31;1;Edificio Comercial Badaró;N/A
15.570.431/0001-60;2016-12-31;1;Arroio do Sal;Não Aplicável
15.570.431/0001-60;2016-12-31;1;Campina;Não Aplicável
15.570.431/0001-60;2016-12-31;1;Parobe;Não Aplicável
15.570.431/0001-60;2016-12-31;1;Scharlau;Não Aplicável
15.570.431/0001-60;2016-12-31;1;Padre Claret;Não Aplicável
15.570.431/0001-60;2016-12-31;1;Taquari;Não Aplicável
15.570.431/0001-60;2016-12-31;1;Tancredo Neves;Não Aplicável
15.570.431/0001-60;2016-12-31;1;Vacaria;Não Aplicável
15.570.431/0001-60;2016-12-31;1;Sao Gabriel;Não Aplicável
15.570.431/0001-60;2016-12-31;1;Camboim;Não Aplicável
15.570.431/0001-60;2016-12-31;1;Santa Rosa;Não Aplicável
15.570.431/0001-60;2016-12-31;1;Cassino;Não Aplicável
15.570.431/0001-60;2016-12-31;1;Belem Novo;Não Aplicável
15.570.431/0001-60;2016-12-31;1;General Camara;Não Aplicável
15.570.431/0001-60;2016-12-31;1;Quarai;Não Aplicável
15.570.431/0001-60;2016-12-31;1;Vila Ipiranga;Não Aplicável
15.570.431/0001-60;2016-12-31;1;Sapiranga;Não Aplicável
15.570.431/0001-60;2016-12-31;1;Cruz Alta;Não Aplicável
15.576.907/0001-70;2016-12-31;2;Os imóveis são locados para a Caixa Econômica Federal por meio de contratos de locação atípicos.;Prazo de 10 anos com multa rescisória equivalente ao decorrer do contrato. Demais cláusulas são confidenciais.
15.799.397/0001-09;2016-12-31;2;CEO Corporate Executive Offices;Não possui caracteristicas que destoem dos demais
15.862.591/0001-83;2016-12-31;1;Imóvel 1;Correia Vasques nº 250 com área total de 4755 m² - Cidade Nova - Rio de janeiro
16.671.412/0001-93;2016-12-31;3;Multimodal D Caxias;Os contratos são típicos de 5 anos, atualizados anualmente pela variação positiva do IGP-M. As demais cláusulas são confidenciais.
16.802.320/0001-03;2016-12-31;3;Ed. The Corporate Macaé;Contratos Típico e atípicos, com prazos de 120 meses, 118 meses e 110 meses, corrigidos anualmente pelo IGP-M.
16.915.840/0001-14;2016-12-31;3;Os imóveis são locados para o Banco Santander por meio de contratos de locação atípicos.;Prazo de 10 anos com multa rescisória equivalente ao decorrer do contrato. Demais cláusulas são confidenciais.
17.007.443/0001-07;2016-12-31;1;R. General Waldomiro de Lima, 508, Jabaquara, São Paulo - SP;Contrato de Locação vigente até 31/06/2021.
17.007.443/0001-07;2016-12-31;1;R. Castro Delgado, 188, Alto de Pinheiros, São Paulo - SP;Contrato de Locação vigente até 31/03/2019.
17.007.528/0001-95;2016-12-31;1;Casa Daros;Contrato de Longo prazo, único ocupante, imóvel Tombado pelo patrimonio público.
17.025.970/0001-44;2016-12-31;1;Hospital São Luiz - BLOCO A;N/A
17.025.970/0001-44;2016-12-31;1;Hospital São Luiz - BLOCO B;N/A
17.025.970/0001-44;2016-12-31;1;Hospital São Luiz - BLOCO C e E;N/A
17.025.970/0001-44;2016-12-31;1;Hospital São Luiz - BLOCO D;N/A
17.035.124/0001-05;2016-12-31;1;Ambev Santa Luzia/BH;Centro de Distribuição
17.035.124/0001-05;2016-12-31;1;Atento Santos/SP;Call Center
17.035.124/0001-05;2016-12-31;1;Atento Salvador/BA;Call Center
17.143.998/0001-86;2016-12-31;1;-;-
17.144.039/0001-85;2016-12-31;1;-;-
17.161.979/0001-82;2016-12-31;1;Ed.Prime Savassi, Rua Antonio de Albuquerque, 194 -  cj. 601  -Belo Horizonte / MG;Rescisão sem penalidade caso locadora ou acionistas realizem negocio juridico com concorrente ou com quaisquer terceiros que exponha informações confidenciais da locatária.
17.161.979/0001-82;2016-12-31;1;Ed.Berlioz, Rua Levindo Lopes, 258 Belo Horizonte  / MG;Rescisão mediante aviso previo de 60 dias, sem penalidade.
17.161.979/0001-82;2016-12-31;1;Ed.Renaissance, cj. 2300, Rua Paraiba, 550 23º and. Belo Horizonte / MG;Alugueis determinados do 1º ao 12, do 12º ao 24º, do 25º ao 36º e do 37º em diante, serão reajustados pelo IGPM. Carencia de 4 meses do pagamento do valor do  aluguel.
17.161.979/0001-82;2016-12-31;1;Ed.Renaissance, cj. 2300, Rua Paraiba, 550 23º and. Belo Horizonte / MG;Intenção de renovação deverá ser feita com 6 meses de antecedencia e o novo valor será acordado entre as partes. Intenção de sair antes do termino da locação deverá ser avisado com 120 dias de antecedencia e deverá ser depositado a multa proporcional.
17.282.011/0001-04;2016-12-31;1;Edifício Corporate Park;Não possui caracteristicas que destoem dos demais
17.324.357/0001-28;2016-12-31;1;N/A;N/A
17.331.883/0001-15;2016-12-31;1;Terminal Integrador de Santa Luzia;Obrigação Seguro Patrimonial.
17.365.105/0001-47;2016-12-31;2;Tower Bridge;Não possui caracteristicas que destoem dos demais
17.374.696/0001-19;2016-12-31;1;Edificio DOMO CORPORATE;Para casos de atraso no pagamento do aluguel:  multa contratual, Multa  Morátoria 10% e juros de 1% ao mês  e/ou Multa Morátoria 5%/ Indexadores IGP-M e IPCA, reajuste anual / em caso de rescisão unilateral,será cobrado o valor 12 alugueis.
17.554.274/0001-25;2016-12-31;2;Contratos comerciais;Contrato de locação comercial.
17.590.518/0001-25;2016-12-31;2;0;0
17.655.102/0001-48;2016-12-31;1;Imóveis para renda;Os imóveis não estão locados no momento.
17.655.115/0001-17;2016-12-31;2;Galpão Industrial Jaraguá do Sul;Contrato de locação comercial
17.655.115/0001-17;2016-12-31;2;Eluma;Contrato de locação comercial
17.655.115/0001-17;2016-12-31;2;MOT  -  Morumbi  Officer Tower;Contrato de locação comercial
17.655.122/0001-19;2016-12-31;1;Nada consta;Nada consta
17.854.016/0001-64;2016-12-31;1;Shopping Taboão Plaza Outlet;Não Aplicável.
18.259.637/0001-62;2016-12-31;1;Ed. Mario Garneiro - Torre Sul. 8º Andar;Vigência de 05 anos, a contar de 1 de maio de 2015, com término em maio 2020.
18.259.637/0001-62;2016-12-31;1;Ed. Mario Garneiro - Torre Sul. 8º Andar;Após o término, o contrato é prorrogado automaticamente por períodos de 12 meses sucessivos se qualquer das partes não declarar a intenção de rescindi-lo com antecedência mínima de trinta dias antes do término de qualquer período.
18.259.637/0001-62;2016-12-31;1;Ed. Mario Garneiro - Torre Sul. 8º Andar;Aluguel mensal será corrigido anualmente, pela variação do IGP-M/FGV, ou, em caso de supressão por seu substitutibo legal, que melhor refglita a inflação do período, a critério da locadora, adotando-se como data base o dia 01/04/205.
18.259.637/0001-62;2016-12-31;1;Ed. Mario Garneiro - Torre Sul. 8º Andar;A locadora poderá rescindir o presente contrato antes do término de sua vigência, após decorridos 02 (dois) anos contados de sua assinatura, sujeito, no entanto, ao pagamento de multa de R$ 250.000 devida pro data die, sendo reduzida proporcionalmente à parcela de vigência já cumprida do contrato.
18.259.637/0001-62;2016-12-31;1;Ed. Mario Garneiro - Torre Sul. 8º Andar;A infração de qualquer cláusula do contrato não corrigida pela parte ingratora no prazo de 10 dias após o recebimento de notificação pela outra parte nesse sentido, importará em rescisão da avança sem a necessidade de notificação ou interpelação judicial ou extrajudicial.
18.259.637/0001-62;2016-12-31;1;Ed. Mario Garneiro - Torre Sul. 8º Andar;Se o imóvel for alienado durante a vigência do contrato, a contratação acerca da locação do imovel subsistirá nos termos do presente contrato, comprometendo-se a locadora a incluir, em qualquer instrumento que venha a firmar com o adquirente, a obrigação deste útilmo de cumprir integralmente a avença locatícia aqui ajustada, sob pena de não o fazendo, incorrer no pagamento da multa contratual.
18.259.637/0001-62;2016-12-31;1;Ed. Mario Garneiro - Torre Sul. 8º Andar;Garantia do contrato é mantida pela fiança pessoal da sócia mojoritária da locatária, Rosely Cristina Marques Cruz.
18.265.829/0001-81;2016-12-31;1;Imóveis;Contrato de locação comercial.
18.289.950/0001-43;2016-12-31;1;MR SHAN BUSINESS OFFICES;O prazo do contrato de aluguel é de 7 (sete) anos, com início na data do início do aluguel. O reajuste será anualmente, utilizando-se o IGP-M (Índice Geral de Preços do Mercado).
18.308.516/0001-63;2016-12-31;1;Ibis Budget Curitiba Centro (10 apartamentos));N/A
18.308.516/0001-63;2016-12-31;1;Ibis Canoas (11 apartamentos);N/A
18.308.516/0001-63;2016-12-31;1;Novotel Porto Alegre Aeroporto (13 Apart);N/A
18.311.024/0001-27;2016-12-31;3;SHOPPING PÁTIO ALCÂNTARA;N/A
18.330.535/0001-96;2016-12-31;2;Shopping Praça Rio Grande;Os valores das locações são corrigidos pelo IPCA e/ou IGPM. Conforme a Escritura de Compra e Venda de 24 de setembro de 2014, a empresa vendedora do Empreendimento (5R Shopping Centers Ltda), se compromete a pagar mensalmente ao Fundo entre o período de Setembro de 2014 (data de aquisição) à Setembro de 2017, um Prêmio de Locação minimo equivalente ao valor pago pelo Fundo no Empreendimento.
18.579.302/0001-21;2016-12-31;1;Gleba G,;Contrato de locação comercial.
18.836.451/0001-29;2016-12-31;1;Imóvel 1;Localizado à em frente a Avenida Presidente Juscelino Kubitscheck (antiga Estrada União e Indústria) na Cidade de Belo Horizonte - MG, Área do Terreno: 3,600,00 m2
18.836.451/0001-29;2016-12-31;1;Imóvel 2;Localizado à nos lotes nº 12 e 13 do quarteirão nº 16, frente o lote nº 12 para rua  "J " e nº 13 para rua "H", correspondem o quarteirão nº 1 , Bairro Jardinópolis - MG, Área do Terreno: 350,00 m2
18.836.451/0001-29;2016-12-31;1;Imóvel 3;Localizado à em frente a Rua São Sebastião, parte do Lote nº 7 da quadra nº 7  no Bairro Vila São Francisco de Assis, Cidade de Belo Horizonte, Área Construida: 10 m (frente) e 30 m (fundos)
18.836.451/0001-29;2016-12-31;1;Imóvel 4;Localizado à na parte do lote nº 7 da quadra nº 7, confrantando de um lado com o lote nº 6 no Bairro Vila São Francisco de Assis, Cidade de Belo Horizonte - MG, Área ds Terreno: 10 m (frente) e 30 m (fundos)
18.836.451/0001-29;2016-12-31;1;Imóvel 5;Localizado à no lote nº 8 da quadra nº 7 no Bairro Vila São Francisco de Assis na Cidade de Belo Horizonte - MG, Área do Terreno: de acordo com a planta respectiva.
18.836.451/0001-29;2016-12-31;1;Imóvel 6;Localizado à no lote nº 9 da quadra nº 7 no Bairro Vila São Francisco de Assis na Cidade de Belo Horizonte - MG, Área do Terreno: de acordo com a planta respectiva
18.836.451/0001-29;2016-12-31;1;Imóvel 7;Localizado à nas Chácaras nº 4 (com frente a rodovia BR-040, Belo Horizonte - Brasilia) e Chácara nº 5 (esquina com a Rua "F" dividindo de um lado com a nº 4 e pelos fundos a nº 10) Cidade de Contagem - MG, Área do Terreno: 2.000,00 m2
18.874.965/0001-79;2016-12-31;1;Shopping Cidade;N/A
18.929.051/0001-68;2016-12-31;1;Gleba G,;Contrato de locação comercial.
18.929.353/0001-36;2016-12-31;1;Gleba G,;Contrato de locação comercial.
18.950.957/0001-64;2016-12-31;1;Linhares- ES;Contratos de Locação de longo prazo.
18.950.957/0001-64;2016-12-31;1;Lucas do Rio Verde - MT;Contratos de Locação de longo prazo.
18.950.957/0001-64;2016-12-31;1;Araucária - PR;Contratos de Locação de longo prazo.
18.950.957/0001-64;2016-12-31;1;Campo Grande - MS;Contratos de Locação de longo prazo.
18.950.957/0001-64;2016-12-31;1;Colombo- PR;Contratos de Locação de longo prazo.
18.950.957/0001-64;2016-12-31;1;Itajaí - SC;Contratos de Locação de longo prazo.
18.950.957/0001-64;2016-12-31;1;Ribeirão Preto - SP;Contratos de Locação de longo prazo.
18.950.957/0001-64;2016-12-31;1;São José - SC;Contratos de Locação de longo prazo.
18.950.957/0001-64;2016-12-31;1;Umuarama - PR;Contratos de Locação de longo prazo.
18.950.957/0001-64;2016-12-31;1;Parauapebas- PA;Contratos de Locação de longo prazo.
18.950.957/0001-64;2016-12-31;1;Hortolândia - SP;Contratos de Locação de longo prazo.
18.950.957/0001-64;2016-12-31;1;Petrolina - PE;Contratos de Locação de longo prazo.
18.950.957/0001-64;2016-12-31;1;Arapongas - PR;Contratos de Locação de longo prazo.
18.950.957/0001-64;2016-12-31;1;Vilhena - RO;Contratos de Locação de longo prazo.
19.239.245/0001-02;2016-12-31;1;FL 3500;Nada consta
19.249.956/0001-50;2016-12-31;1;Leblon Office Tower - 801;Não aplicável
19.249.956/0001-50;2016-12-31;1;Leblon Office Tower - 901;Não aplicável
19.267.845/0001-76;2016-12-31;1;Imóveis;Não se aplica
20.003.001/0001-05;2016-12-31;2;Ed. Artemis;Não possui caracteristicas que destoem dos demais
20.003.001/0001-05;2016-12-31;2;Tech Town;Não possui caracteristicas que destoem dos demais
20.003.001/0001-05;2016-12-31;2;Lojas Leader;Não possui caracteristicas que destoem dos demais
20.118.507/0001-51;2016-12-31;1;imóvel 1;Localizado à nos lotes nº 145 e 185  da quadra 3 do setor de armazenagem e abastecimento, medindo cada um 50,00 m2 (lados norte/sul) e 40 m2 (lados leste/oeste). Área do Terreno: 2.000,00 m2
20.118.507/0001-51;2016-12-31;1;imóvel 2;Localizado à nos lotes nº 145 e 185  da quadra 3 do setor de armazenagem e abastecimento, medindo cada um 50,00 m2 (lados norte/sul) e 40 m2 (lados leste/oeste). Área do Terreno: 2.000,00 m2
20.132.453/0001-89;2016-12-31;1;Bayer;Reajuste: IGPM + 4,5% a.a
20.132.453/0001-89;2016-12-31;1;Studio Dançart;Do lº (primeiro) ao 6º (sexto) mês de locação do presente contrato a LOCADORA concede ao LOCATÁRIO uma carência para o pagamento do custo total de ocupação, a contar-se-á da inauguração do ESPAÇO COMERCIAL.
20.132.453/0001-89;2016-12-31;1;Vinci Emporium;A locadora concede ao locatário uma carência para o pagamento do custo total de ocupação de 120 dias a contar-se do início do contrato em 01/06/16. Do fim da carência ao 60º mês de locação o presente contrato será cobrado através de custo de ocupação correspondente a R$ 3.500,00 nos meses 5,6,7,8,9 R$ 3.800,00 no meses 10,11, 12 e R$ 4.000,00 a partir do 13º mes.
20.680.775/0001-62;2016-12-31;2;Condomínio Edifício Praça Faria Lima;Não Possui caracteristicas que destoem dos demais
20.680.775/0001-62;2016-12-31;2;Edifício Aspen;Não Possui caracteristicas que destoem dos demais
20.680.775/0001-62;2016-12-31;2;Edifício Plaza I;Não Possui caracteristicas que destoem dos demais
20.680.775/0001-62;2016-12-31;2;Condomínio Edifício Paddock I;Não Possui caracteristicas que destoem dos demais
20.680.775/0001-62;2016-12-31;2;Riverside;Não Possui caracteristicas que destoem dos demais
20.680.775/0001-62;2016-12-31;2;Condomínio Vera Cruz II;Não Possui caracteristicas que destoem dos demais
20.680.775/0001-62;2016-12-31;2;Condomínio FL Faria Lima;Não Possui caracteristicas que destoem dos demais
20.680.775/0001-62;2016-12-31;2;Condomínio Edifício Capital Plaza;Não Possui caracteristicas que destoem dos demais
20.680.775/0001-62;2016-12-31;2;Concessionária;Não Possui caracteristicas que destoem dos demais
20.680.775/0001-62;2016-12-31;2;Prédio Santo Amaro;Não Possui caracteristicas que destoem dos demais
20.680.775/0001-62;2016-12-31;2;Cidade Jardim Corporate Center;Não Possui caracteristicas que destoem dos demais
20.680.775/0001-62;2016-12-31;2;JK1600;Não Possui caracteristicas que destoem dos demais
20.680.775/0001-62;2016-12-31;2;Condomínio FL Corporate;Não Possui caracteristicas que destoem dos demais
20.717.355/0001-03;2016-12-31;1;Praça Rio Grande Shopping;O imóvel foi adquirido pelo Fundo em 20 de outubro de 2014 mediante conferência 35% (trinta e cinco por cento) de bem imóvel denominado ("Praça Rio Grande Shopping Center") para integralização de cotas do Fundo, pelo valor certo e ajustado de R$ 9.513 (2014 de R$ 66.419) transmitindo-lhe, assim, desde já, todos os direitos e ações sobre a participação do Imóvel.
20.787.427/0001-99;2016-12-31;2;Hotel Indaiatuba Plaza;Não possui caracteristicas que destoem dos demais
21.044.600/0001-21;2016-12-31;1;Edifício Barão de Tefé;N/A
21.126.204/0001-43;2016-12-31;1;Loja 569;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 10;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
