CNPJ_Fundo_Classe;Data_Referencia;Versao;Percentual_Vencimento_Valor_Total_Faixa_Ate_3Meses;Percentual_Vencimento_Receita_FII_Faixa_Ate_3Meses;Percentual_Vencimento_Valor_Total_Faixa_3a6Meses;Percentual_Vencimento_Receita_FII_Faixa_3a6Meses;Percentual_Vencimento_Valor_Total_Faixa_6a9Meses;Percentual_Vencimento_Receita_FII_Faixa_6a9Meses;Percentual_Vencimento_Valor_Total_Faixa_9a12Meses;Percentual_Vencimento_Receita_FII_Faixa_9a12Meses;Percentual_Vencimento_Valor_Total_Faixa_12a15Meses;Percentual_Vencimento_Receita_FII_Faixa_12a15Meses;Percentual_Vencimento_Valor_Total_Faixa_15a18Meses;Percentual_Vencimento_Receita_FII_Faixa_15a18Meses;Percentual_Vencimento_Valor_Total_Faixa_18a21Meses;Percentual_Vencimento_Receita_FII_Faixa_18a21Meses;Percentual_Vencimento_Valor_Total_Faixa_21a24Meses;Percentual_Vencimento_Receita_FII_Faixa_21a24Meses;Percentual_Vencimento_Valor_Total_Faixa_24a27Meses;Percentual_Vencimento_Receita_FII_Faixa_24a27Meses;Percentual_Vencimento_Valor_Total_Faixa_27a30Meses;Percentual_Vencimento_Receita_FII_Faixa_27a30Meses;Percentual_Vencimento_Valor_Total_Faixa_30a33Meses;Percentual_Vencimento_Receita_FII_Faixa_30a33Meses;Percentual_Vencimento_Valor_Total_Faixa_33a36Meses;Percentual_Vencimento_Receita_FII_Faixa_33a36Meses;Percentual_Vencimento_Valor_Total_Faixa_Acima_36Meses;Percentual_Vencimento_Receita_FII_Faixa_Acima_36Meses;Percentual_Vencimento_Valor_Total_Faixa_Indeterminado;Percentual_Vencimento_Receita_FII_Faixa_Indeterminado;Percentual_Indexador_Valor_Total_IGPM;Percentual_Indexador_Receita_FII_IGPM;Percentual_Indexador_Valor_Total_INPC;Percentual_Indexador_Receita_FII_INPC;Percentual_Indexador_Valor_Total_IPCA;Percentual_Indexador_Receita_FII_IPCA;Percentual_Indexador_Valor_Total_INCC;Percentual_Indexador_Receita_FII_INCC;Caracteristicas_Contratuais;Politica_Contratacao_Seguro_Imovel_Renda_Acabado;Politica_Contratacao_Seguro_Imovel_Renda_Construcao;Politica_Contratacao_Seguro_Imovel_Venda_Acabado;Politica_Contratacao_Seguro_Imovel_Venda_Construcao;Ativo_Liquidez_Valor_Disponibilidades;Ativo_Liquidez_Valor_Titulos_Publicos;Ativo_Liquidez_Valor_Titulos_Privados;Ativo_Liquidez_Valor_Fundos_Renda_Fixa
00.762.723/0001-28;2022-09-30;1;0;0;0;0;0.179946;0.058608;0;0;0.029307;0.009545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.79074707;0.257544;0.179946;0.058608;;;0.820054;0.26709;;;Os contratos de locação são dos imóveis do Fundo  preveem  período de de garantia de permanência, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M, IPCA ou IGP-DI. O Fundo é proprietário de 75 % do imóvel para renda acabado, citado acima.;É obrigatória a contratação do seguro de preservação dos imóveis, no entanto essa demanada fica a cargo do locatário.;;;;5307.49;;;2620408.94
00.762.723/0001-28;2022-12-31;1;0;0;0.142456117133061;0.0847276627986023;0;0;0.023201298383826;0.0137992795642353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.834342584483113;0.496236304760222;0.142456;0.084728;;;0.649205;0.386123;;;Os contratos de locação são dos imóveis do Fundo  preveem  período de de garantia de permanência, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M, IPCA ou IGP-DI. O Fundo é proprietário de 75 % do imóvel para renda acabado, citado acima.;É obrigatória a contratação do seguro de preservação dos imóveis, no entanto essa demanada fica a cargo do locatário.;;;;5274.74;;;771014.46
00.868.235/0001-08;2022-03-31;1;0.00479;0.004768;0.003014;0.002999;;;0.046767;0.046549;0.023313;0.023202;;;0.027401;0.027271;0.009509;0.009457;0.233084;0.231971;;;;;0.005739;0.005713;0.415212;0.41323;0.231171;0.23007;1;0.99523;;;;;;;Contratos majoritriamente corrigidos pelo IGP-M e com prazo de 5 anos;A contratação dos sguros fica a cargo do condominio e dos locatários.;;;;613387.02;;;181814.32
00.868.235/0001-08;2022-06-30;1;0.00651468953383204;0.00635640706455822;0.00950398847941644;0.00927307728147526;0.0985355123907072;0.0961414697995188;;;0.0200901916710163;0.0196020755252876;0.0100732752664344;0.00982853253931504;0.231265429116348;0.225646548433223;;;;;0.00608545842772637;0.00593760466100402;;;;;0.483683148755963;0.471931466233926;0.134248306358557;0.130986577105626;1;0.975704;;;;;;;Contratos majoritriamente corrigidos pelo IGP-M e com prazo de 5 anos;A contratação dos sguros fica a cargo do condominio e dos locatários.;;;;694074.02;;;655828.18
00.868.235/0001-08;2022-09-30;1;0.008134;0.007788;0.068588;0.065672;0;0;0.003625;0.003471;0.00799;0.00765;0.197933;0.189516;0;0;0;0;0.005208;0.004987;0;0;0;0;0.103646;0.099238;0.503646;0.482229;0.10123;0.096925;1;0.957476449576236;;;;;;;Contratos majoritriamente corrigidos pelo IGP-M e com prazo de 5 anos;A contratação dos sguros fica a cargo do condominio e dos locatários.;;;;582309.67;;;1072177.67
00.868.235/0001-08;2022-12-31;1;0.078472;0.074451;0.004761;0.004517;0.02267;0.021509;0.009855;0.00935;0.244146;0.231636;0;0;0;0;0.006424;0.006095;0;0;0;0;0.119847;0.113706;0.023437;0.022236;0.376324;0.35704;0.114064;0.108217;1;0.948757;;;;;;;Contratos majoritriamente corrigidos pelo IGP-M e com prazo de 5 anos;A contratação dos sguros fica a cargo do condominio e dos locatários.;;;;595769.53;;;1034016.1
01.201.140/0001-90;2022-03-31;1;0.0373360492347552;0.0367728277928324;0.0531197541676891;0.0523184325187702;0.0840382022573466;0.0827704699069209;0.0404348116533552;0.0398248447878176;0.0631598102859497;0.0622070324706764;0.0213258410333758;0.0210041366435644;0.00207651855443996;0.00204519387498452;0.0224210327833863;0.0220828072166088;0.0315439066293703;0.0310680607661949;0.0242942469105604;0.0239277635504877;0.0551010000014572;0.0542697908802917;0.0380335711056078;0.0374598274128864;0.429362811405885;0.422885791295172;0.0977524439768216;0.0962778296676874;0.027598;0.0271817990972099;0.002166;0.00213297988900308;0.06803;0.0670040792297183;;;Contratos típicos de 5 anos, ajustados anualmente em sua maioria pelo indíce IGP-DI com garantia de Fiadores.;Contratação do seguro realizado pelo empreendimento através do condomínio.;;;;9944.37;;;19782527.83
01.201.140/0001-90;2022-06-30;1;0.0513898221087486;0.0502332765232219;0.128721779124143;0.125824851302674;0.0454759853163583;0.0444525326577014;0.0986977788234597;0.0964765514341529;0.0275346299619037;0.026914953663664;0.00687699275508079;0.00672222367267852;0.0323701508395426;0.0316416494842143;0.0413120634016611;0.040382321234913;0.0288268785471994;0.028178119750998;0.0631514091835001;0.0617301650438258;0.0559795457156526;0.0547197068249824;0.0224132455730327;0.0219088277883211;0.281643349269014;0.275304869022853;0.115606369380704;0.113004608357226;0.033989;0.033225;0.005304;0.005185;0.116353;0.113734;;;Contratos típicos de 5 anos, ajustados anualmente em sua maioria pelo indíce IGP-DI com garantia de Fiadores.;Contratação do seguro realizado pelo empreendimento através do condomínio.;;;;9878.66;;;19132437.27
01.201.140/0001-90;2022-09-30;1;0.140825;0.137177;0.04906;0.047789;0.08761;0.085341;0.029714;0.028944;0.006469;0.006301;0.032161;0.031328;0.040775;0.039719;0.0271;0.026398;0.025403;0.024746;0.055593;0.054154;0.023527;0.022918;0.018439;0.017962;0.317699;0.309465;0.145622;0.14185;0.021283;0.020731;0.002484;0.002419;0.123821;0.120614;0;0;Contratos típicos de 5 anos, ajustados anualmente em sua maioria pelo indíce IGP-DI, IGP-M, IPCA e IPC-FIPE e INPC com garantia de Fiadores.;Contratação do seguro realizado pelo empreendimento através do condomínio.;;;;9780.52;;;19964894.18
01.201.140/0001-90;2022-12-31;1;0.054514;0.0531647007829942;0.05338;0.0520589373334306;0.023452;0.0228718417926716;0.008862;0.00864292980531205;0.027369;0.026691331389875;0.055928;0.0545438511457843;0.024322;0.0237203600655072;0.023011;0.022441211178925;0.047414;0.0462406667441733;0.018226;0.0177744260776299;0.014493;0.0141344060342099;0.027088;0.0264175183902953;0.475849;0.464070927046956;0.146092;0.142475708042173;0.035581;0.0346999117596649;0.001959;0.00191014710339107;0.099202;0.0967467016453517;0;0;Contratos típicos de 5 anos, ajustados anualmente em sua maioria pelo indíce IGP-DI, IGP-M, IPCA e IPC-FIPE e INPC com garantia de Fiadores.;Contratação do seguro realizado pelo empreendimento através do condomínio.;;;;4050349.5;;;4208825.81
01.235.622/0001-61;2022-03-31;3;0.018519;0;0.018519;1E-06;0;0;0.074074;0.003034;0.018519;0;0.055556;0.000229;0.055556;0.000412;0.055556;0.000745;0.037037;0.000572;0;0;0.037037;0.000244;0.425923;0.011586;0.203703;0.004281;;;0.740741;0.019252;0;0;0.240741;0.001385;0;0;Prazo de garantia : 60 meses , Periodicidade de pagamento de aluguel : Mensal, dia de pagamento de aluguel: 5º dia útil, periodicidade de ajuste: anual, índice de reajuste IGP-M , multa por atraso 2%, mora por atraso1% a.m., aviso de devolução: 30 dias, clausula de rescisão: 3 meses de aluguel proporcional ao tempo restante de contrato e garantias exigidas: fiador, carta de crédito, seguro fiança, alienação de cotas, títulos de capitalização;Cabe ao Locatário o pagamento do seguro contra incêndio bem como por danos, ocorrências e sinistros no Imóvel, contra qualquer risco de destruição parcial ou total que possibilite sua reconstrução, cujo beneficiário será o Locador. O Locador contratará diretamente este seguro e cobrará do Locatário o valor através de boleto bancário. Caso a qualquer momento sejam exigidas obras de melhoria e manutenção no imóvel para a continuidade ou renovação do seguro de incêndio, o Locatário se compromete a fazer estas às suas expensas se responsabilizando ainda por qualquer autorização ou licença dos órgãos competentes necessárias à realização de tais obras. O descumprimento de qualquer das obrigações aqui dispostas, será caracterizado como infração contratual.;;Conforme contrato.;Conforme contrato.;1732503.07;;;63103767.45
01.235.622/0001-61;2022-06-30;2;0.018519;0;0.018519;1E-06;0;0;0.074074;0.003034;0.018519;0;0.055556;0.000229;0.055556;0.000412;0.055556;0.000745;0.037037;0.000572;0;0;0.037037;0.000244;0.425923;0.011586;0.203703;0.004281;;;0.740741;0.019252;0;0;0.240741;0.001385;0;0;Prazo de garantia : 60 meses , Periodicidade de pagamento de aluguel : Mensal, dia de pagamento de aluguel: 5º dia útil, periodicidade de ajuste: anual, índice de reajuste IGP-M , multa por atraso 2%, mora por atraso1% a.m., aviso de devolução: 30 dias, clausula de rescisão: 3 meses de aluguel proporcional ao tempo restante de contrato e garantias exigidas: fiador, carta de crédito, seguro fiança, alienação de cotas, títulos de capitalização;Cabe ao Locatário o pagamento do seguro contra incêndio bem como por danos, ocorrências e sinistros no Imóvel, contra qualquer risco de destruição parcial ou total que possibilite sua reconstrução, cujo beneficiário será o Locador. O Locador contratará diretamente este seguro e cobrará do Locatário o valor através de boleto bancário. Caso a qualquer momento sejam exigidas obras de melhoria e manutenção no imóvel para a continuidade ou renovação do seguro de incêndio, o Locatário se compromete a fazer estas às suas expensas se responsabilizando ainda por qualquer autorização ou licença dos órgãos competentes necessárias à realização de tais obras. O descumprimento de qualquer das obrigações aqui dispostas, será caracterizado como infração contratual.;;Conforme contrato.;Conforme contrato.;2804574.43;;;49619456.3
01.235.622/0001-61;2022-09-30;2;0.017241;0;0.017241;0.00019;0;0;0.068966;0.004368;0.017241;0;0.051724;0.000217;0.034483;0.00022;0.051724;0.001124;0;0;0.034483;0.000886;0;0;0.034483;0.000455;0.517241;0.01948;0.155172;0.006974;0.586207;0.029609;0;0;0.396552;0.003828;0;0;Prazo de garantia : 60 meses , Periodicidade de pagamento de aluguel : Mensal, dia de pagamento de aluguel: 5º dia útil, periodicidade de ajuste: anual, índice de reajuste IGP-M , multa por atraso 2%, mora por atraso1% a.m., aviso de devolução: 30 dias, clausula de rescisão: 3 meses de aluguel proporcional ao tempo restante de contrato e garantias exigidas: fiador, carta de crédito, seguro fiança, alienação de cotas, títulos de capitalização;Cabe ao Locatário o pagamento do seguro contra incêndio bem como por danos, ocorrências e sinistros no Imóvel, contra qualquer risco de destruição parcial ou total que possibilite sua reconstrução, cujo beneficiário será o Locador. O Locador contratará diretamente este seguro e cobrará do Locatário o valor através de boleto bancário. Caso a qualquer momento sejam exigidas obras de melhoria e manutenção no imóvel para a continuidade ou renovação do seguro de incêndio, o Locatário se compromete a fazer estas às suas expensas se responsabilizando ainda por qualquer autorização ou licença dos órgãos competentes necessárias à realização de tais obras. O descumprimento de qualquer das obrigações aqui dispostas, será caracterizado como infração contratual.;n/a;Conforme contrato.;Conforme contrato.;2487507.43;;;67042517.52
01.235.622/0001-61;2022-12-31;2;0.017241;0;0.017241;0.000195;0;0;0.068966;0.004368;0.017241;0;0.051724;0.000848;0.034483;0.000148;0.051724;0.001101;0;0;0.034483;0.000924;0;0;0.034483;0.000368;0.517241;0.026242;0.155172;0.00768;0.586207;0.037269;0;0;0.396552;0.003724;0;0;Prazo de garantia : 60 meses , Periodicidade de pagamento de aluguel : Mensal, dia de pagamento de aluguel: 5º dia útil, periodicidade de ajuste: anual, índice de reajuste IGP-M , multa por atraso 2%, mora por atraso1% a.m., aviso de devolução: 30 dias, clausula de rescisão: 3 meses de aluguel proporcional ao tempo restante de contrato e garantias exigidas: fiador, carta de crédito, seguro fiança, alienação de cotas, títulos de capitalização;Cabe ao Locatário o pagamento do seguro contra incêndio bem como por danos, ocorrências e sinistros no Imóvel, contra qualquer risco de destruição parcial ou total que possibilite sua reconstrução, cujo beneficiário será o Locador. O Locador contratará diretamente este seguro e cobrará do Locatário o valor através de boleto bancário. Caso a qualquer momento sejam exigidas obras de melhoria e manutenção no imóvel para a continuidade ou renovação do seguro de incêndio, o Locatário se compromete a fazer estas às suas expensas se responsabilizando ainda por qualquer autorização ou licença dos órgãos competentes necessárias à realização de tais obras. O descumprimento de qualquer das obrigações aqui dispostas, será caracterizado como infração contratual.;;Conforme contrato.;Conforme contrato.;1863082.51;;;198478900.37
01.356.517/0001-80;2022-03-31;1;0.005169;0.005079;0.013291;0.013061;0.007772;0.007637;0.017209;0.016911;0.008901;0.008747;0.008639;0.008489;0.015349;0.015083;0.002091;0.002055;0.009424;0.009261;0.001997;0.001962;0.008814;0.008661;0.004215;0.004142;0.800764;0.786877;0.096366;0.094695;1;0.98266;0;0;0;0;0;0;;;;;;403280.35;;;18309698.55
01.356.517/0001-80;2022-06-30;1;0.002813;0.002731;0.00429;0.004165;0.014535;0.014112;0.007742;0.007517;0.018506;0.017968;0.009246;0.008977;0.008036;0.007802;0.01529;0.014845;0.002318;0.002251;0.009547;0.009269;0.001989;0.001931;0.00878;0.008525;0.797889;0.774684;0.09902;0.09614;1;0.970917;0;0;0;0;0;0;;;;;;366464.26;;;32858403.49
01.356.517/0001-80;2022-09-30;1;0.015119;0.014552;0.002936;0.002826;0.004072;0.003919;0.013794;0.013277;0.008068;0.007766;0.017605;0.016945;0.005;0.004813;0.007627;0.00734;0.015969;0.01537;0.0022;0.002118;0.00906;0.00872;0.001888;0.001817;0.79336;0.76362;0.103302;0.09943;1;0.962513;0;0;0;0;0;0;;;;;;508008.45;;;43230521.45
01.356.517/0001-80;2022-12-31;1;0.004914;0.004689;0.01785;0.017033;0.003408;0.003252;0.00473;0.004514;0.017005;0.016227;0.009364;0.008935;0.020434;0.019499;0.005804;0.005538;0.007846;0.007487;0.014697;0.014024;0.002554;0.002437;0.010829;0.010333;0.757002;0.722356;0.123563;0.117908;1;0.954232;0;0;0;0;0;0;;;;;;404684.12;;;55044132.81
01.497.954/0001-14;2022-03-31;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;;Cláusula de reajuste - IGPM, garantia por fiador, seguro fiança ou depósito caução, clausula de rescisão determinando o valor da multa, clausula de exigencia para contratação de seguro patrimonial.;Seguro contratado pelos locatários.;;;;1;;;38311.63
01.497.954/0001-14;2022-06-30;4;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;;Cláusula de reajuste - IGPM, garantia por fiador, seguro fiança ou depósito caução, clausula de rescisão determinando o valor da multa, clausula de exigencia para contratação de seguro patrimonial.;Seguro contratado pelos locatários.;;;;1;;;24441.76
01.497.954/0001-14;2022-09-30;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;;Cláusula de reajuste - IGPM, garantia por fiador, seguro fiança ou depósito caução, clausula de rescisão determinando o valor da multa, clausula de exigencia para contratação de seguro patrimonial.;Seguro contratado pelos locatários.;;;;1;;;36551.09
01.497.954/0001-14;2022-12-31;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;;Cláusula de reajuste - IGPM, garantia por fiador, seguro fiança ou depósito caução, clausula de rescisão determinando o valor da multa, clausula de exigencia para contratação de seguro patrimonial.;Seguro contratado pelos locatários.;;;;6852.43;;;21516.45
01.601.918/0001-59;2022-03-31;1;;;;;;;;;;;;;;;;;;;;;;;;;1;0.302078;;;1;0.302078;;;;;;;Contratos com período de 5 anos, demais clausulas são confidenciais.;Cláusula de exigencia para a Contratação de seguros das seguintes coberturas para os imóveis locados: Incêndio / Raio / explosão Responsabilidade Civil.;;;;7192.16;;;733637.36
01.601.918/0001-59;2022-06-30;1;;;;;;;;;;;;;;;;;;;;;;;;;1;0.30175;;;1;0.30175;;;;;;;Contratos com período de 5 anos, demais clausulas são confidenciais.;Cláusula de exigencia para a Contratação de seguros das seguintes coberturas para os imóveis locados: Incêndio / Raio / explosão Responsabilidade Civil.;;;;6286.94;;;585624.31
01.601.918/0001-59;2022-09-30;1;;;;;;;;;;;;;;;;;;;;;;;;;1;0.304208;;;1;0.304208;;;;;;;Contratos com período de 5 anos, demais clausulas são confidenciais.;Cláusula de exigencia para a Contratação de seguros das seguintes coberturas para os imóveis locados: Incêndio / Raio / explosão Responsabilidade Civil.;;;;6293.84;;;421979.7
01.601.918/0001-59;2022-12-31;1;;;;;;;;;;;;;;;;;;;;;;;;;1;0.301788;;;1;0.301788;;;;;;;Contratos com período de 5 anos, demais clausulas são confidenciais.;Cláusula de exigencia para a Contratação de seguros das seguintes coberturas para os imóveis locados: Incêndio / Raio / explosão Responsabilidade Civil.;;;;7940.27;;;289454.59
01.633.741/0001-72;2022-03-31;1;0.354556;0.344491;0.178933;0.173854;0;0;0;0;0;0;0;0;0.128827;0.125169;0;0;0;0;0;0;0;0;0;0;0.25737;0.250063;0.080314;0.078034;1;0.971611;;;;;;;Reajuste anual  pelo IGP-M. Todos os contratos possuel multa rescisória equivalente a 3 aluguéis cobrados proporcionalmente ao tempo decorrido de contrato. Garantia: fiadores PF,Fiadores PJ, carta de fiança bancária.;O seguro é contrato pelo condomínio para cobertura  contra risco de incêndio, raios  e explosão de qualquer natureza de outras coberturas essenciais. A seguro cobre toda a estrutura do imóvel cujo valor do prêmio é repassado para os locatários.;;;;34822.36;796600.77;;
01.633.741/0001-72;2022-06-30;1;0.234638;0.225786;0;0;0;0;0;0;0;0;0.140254;0.134963;0;0;0;0;0;0;0;0;0;0;0;0;0.320229;0.308149;0.304879;0.293378;1;0.962276;;;;;;;Reajuste anual  pelo IGP-M. Todos os contratos possuel multa rescisória equivalente a 3 aluguéis cobrados proporcionalmente ao tempo decorrido de contrato. Garantia: fiadores PF,Fiadores PJ, carta de fiança bancária.;O seguro é contrato pelo condomínio para cobertura  contra risco de incêndio, raios  e explosão de qualquer natureza de outras coberturas essenciais. A seguro cobre toda a estrutura do imóvel cujo valor do prêmio é repassado para os locatários.;;;;23094.36;829733.66;;
01.633.741/0001-72;2022-09-30;1;0;0;0;0;0;0;0.234638;0.224775;0.140254;0.134359;0;0;0;0;0;0;0;0;0;0;0.217441;0.208301;0;0;0.320229;0.306767;0.087438;0.083763;1;0.957965;;;;;;;Reajuste anual  pelo IGP-M. Todos os contratos possuel multa rescisória equivalente a 3 aluguéis cobrados proporcionalmente ao tempo decorrido de contrato. Garantia: fiadores PF,Fiadores PJ, carta de fiança bancária.;O seguro é contrato pelo condomínio para cobertura  contra risco de incêndio, raios  e explosão de qualquer natureza de outras coberturas essenciais. A seguro cobre toda a estrutura do imóvel cujo valor do prêmio é repassado para os locatários.;;;;24206.85;833045.45;;
01.633.741/0001-72;2022-12-31;1;0;0;0;0;0.217764;0.208659;0.139591;0.133754;0;0;0;0;0;0;0;0;0;0;0.201804;0.193366;0;0;0;0;0.354403;0.339585;0.086438;0.082824;1;0.958188;;;;;;;Reajuste anual  pelo IGP-M. Todos os contratos possuel multa rescisória equivalente a 3 aluguéis cobrados proporcionalmente ao tempo decorrido de contrato. Garantia: fiadores PF,Fiadores PJ, carta de fiança bancária.;O seguro é contrato pelo condomínio para cobertura  contra risco de incêndio, raios  e explosão de qualquer natureza de outras coberturas essenciais. A seguro cobre toda a estrutura do imóvel cujo valor do prêmio é repassado para os locatários.;;;;11430.83;934829.02;;
