CNPJ_Fundo;Data_Referencia;Versao;Nome_Ativo;Principais_Caracteristicas;Valor
13.584.584/0001-31;2017-12-31;1;Cemitério Terra Santa;900 Jazigos;4500000
13.584.584/0001-31;2017-12-31;1;Cemitério Terra Santa;2000 Jazigos;10000000
13.584.584/0001-31;2017-12-31;1;Cemitério Parque da Allamandas;2300 Jazigos;13800000
14.423.780/0001-97;2017-12-29;1;Dir. Real Sol-Fran;Direito aquisitivo sobre 19 unidades residenciais, hipotecadas para garantia do financiamento da SPE desenvolvedora do projeto.;1199007.25
14.423.780/0001-97;2017-12-29;1;Dir. Real Tiner Comp;Direito aquisitivo sobre 57 unidades residenciais, hipotecadas para garantia do financiamento da SPE incorporadora;13947660.44
14.786.587/0001-10;2017-03-31;1;Direito de superficie;Direito de superfície sobre o terreno objeto da matrícula nº 41.269 com área de 3.546,82m² que possui (i) um prédio de 4 andares (ii) um prédio de apoio (iii) um prédio destinado ao hospital (iv) um edifício garagem (v) uma área de circulação. Atualmente a propietária desenvolve atividades hospitalares no imóvel e está aprovando na prefeitura o projeto para a realização de algumas obras, dentre elas a demolição do prédio antigo, a construção de um novo prédio e a reforma do hospital pela superficiária. As partes também acordaram que a superficiária realizará os investimentos necessários para a realização das obras e locará o imóvel em carater atípico para a propietária. O direito de superfície teve início em 03/03/2015 e vigorará pelo prazo de 10 anos.;8023063.63
14.786.587/0001-10;2017-06-30;1;Direito de superficie;Direito de superfície sobre o terreno objeto da matrícula nº 41.269 com área de 3.546,82m² que possui (i) um prédio de 4 andares (ii) um prédio de apoio (iii) um prédio destinado ao hospital (iv) um edifício garagem (v) uma área de circulação. Atualmente a propietária desenvolve atividades hospitalares no imóvel e está aprovando na prefeitura o projeto para a realização de algumas obras, dentre elas a demolição do prédio antigo, a construção de um novo prédio e a reforma do hospital pela superficiária. As partes também acordaram que a superficiária realizará os investimentos necessários para a realização das obras e locará o imóvel em carater atípico para a propietária. O direito de superfície teve início em 03/03/2015 e vigorará pelo prazo de 10 anos.;8023063.63
14.786.587/0001-10;2017-09-30;1;Direito de superficie;Direito de superfície sobre o terreno objeto da matrícula nº 41.269 com área de 3.546,82m² que possui (i) um prédio de 4 andares (ii) um prédio de apoio (iii) um prédio destinado ao hospital (iv) um edifício garagem (v) uma área de circulação. Atualmente a propietária desenvolve atividades hospitalares no imóvel e está aprovando na prefeitura o projeto para a realização de algumas obras, dentre elas a demolição do prédio antigo, a construção de um novo prédio e a reforma do hospital pela superficiária. As partes também acordaram que a superficiária realizará os investimentos necessários para a realização das obras e locará o imóvel em carater atípico para a propietária. O direito de superfície teve início em 03/03/2015 e vigorará pelo prazo de 10 anos.;8023063.63
14.786.587/0001-10;2017-12-31;1;Direito de superficie;Direito de superfície sobre o terreno objeto da matrícula nº 41.269 com área de 3.546,82m² que possui (i) um prédio de 4 andares (ii) um prédio de apoio (iii) um prédio destinado ao hospital (iv) um edifício garagem (v) uma área de circulação. Atualmente a propietária desenvolve atividades hospitalares no imóvel e está aprovando na prefeitura o projeto para a realização de algumas obras, dentre elas a demolição do prédio antigo, a construção de um novo prédio e a reforma do hospital pela superficiária. As partes também acordaram que a superficiária realizará os investimentos necessários para a realização das obras e locará o imóvel em carater atípico para a propietária. O direito de superfície teve início em 03/03/2015 e vigorará pelo prazo de 10 anos.;8023063.63
16.543.270/0001-89;2017-06-30;1;Paulinea do Brasil;Residencial, localizado em Paulínea que possui a sétima maior renda per capta do Brasil segundo o IBGE;12908604
16.543.270/0001-89;2017-06-30;1;Ralin Participações LTDA;Composta pelas empresas Recanto do Sossego, Mirante da Serra e Vale da Palmeiras;56981204
16.543.270/0001-89;2017-06-30;1;SPE Santo André;23km ao norte de Porto Seguro;10234045
16.543.270/0001-89;2017-06-30;1;Season Empreendimentos;Subdistrito de Amaralina, Salvador, Bahia.;1868358.01
16.543.270/0001-89;2017-06-30;1;Terras Empreendimentos;Obras finalizadas o mercado regional ainda incipiente possui grande potencial ( Bonito,MG);18315820.85
16.543.270/0001-89;2017-06-30;1;West Convention;19 pavimento, sendo, 03 subsolos de garagem, térreo com recepção e restaurante, 01 com sala e centro de convenções, 13 pavimentos tipo e cobertura com piscina, bar e academia;2240000
16.543.270/0001-89;2017-09-29;1;Paulinea do Brasil;Residencial, localizado em Paulínea que possui a sétima maior renda per capta do Brasil segundo o IBGE;12908604
16.543.270/0001-89;2017-09-29;1;Ralin Participações LTDA;Composta pelas empresas Recanto do Sossego, Mirante da Serra e Vale da Palmeiras;56981204
16.543.270/0001-89;2017-09-29;1;SPE Santo André;23km ao norte de Porto Seguro;10234045
16.543.270/0001-89;2017-09-29;1;Season Empreendimentos;Subdistrito de Amaralina, Salvador, Bahia.;1868358.01
16.543.270/0001-89;2017-09-29;1;Terras Empreendimentos;Obras finalizadas o mercado regional ainda incipiente possui grande potencial ( Bonito,MG);18315820.85
16.543.270/0001-89;2017-09-29;1;West Convention;19 pavimento, sendo, 03 subsolos de garagem, térreo com recepção e restaurante, 01 com sala e centro de convenções, 13 pavimentos tipo e cobertura com piscina, bar e academia;2240000
16.543.270/0001-89;2017-12-29;1;Paulinea do Brasil;Residencial, localizado em Paulínea que possui a sétima maior renda per capta do Brasil segundo o IBGE;12908604
16.543.270/0001-89;2017-12-29;1;Ralin Participações LTDA;Composta pelas empresas Recanto do Sossego, Mirante da Serra e Vale da Palmeiras;56981204
16.543.270/0001-89;2017-12-29;1;SPE Santo André;23km ao norte de Porto Seguro;10234045
16.543.270/0001-89;2017-12-29;1;Season Empreendimentos;Subdistrito de Amaralina, Salvador, Bahia.;1868358.01
16.543.270/0001-89;2017-12-29;1;Terras Empreendimentos;Obras finalizadas o mercado regional ainda incipiente possui grande potencial ( Bonito,MG);18315820.85
16.543.270/0001-89;2017-12-29;1;West Convention;19 pavimento, sendo, 03 subsolos de garagem, térreo com recepção e restaurante, 01 com sala e centro de convenções, 13 pavimentos tipo e cobertura com piscina, bar e academia;2240000
16.915.968/0001-88;2017-03-31;1;Terra Santa Cemitério Parque;Jazigos;5935466.13
16.915.968/0001-88;2017-06-30;4;Terra Santa Cemitério Parque;Jazigos;5849455
17.198.404/0001-34;2017-03-31;1;Rua Coronel Luis Barroso 151, Santo Amaro - São Paulo, SP;Aquisição dos direitos aquisitivos do imóvel, com receita de aluguel já securitizada anteriormente ao nosso investimento.;5962585.01
17.590.518/0001-25;2017-06-30;3;0;0;0
17.590.518/0001-25;2017-09-30;2;0;0;0
17.590.518/0001-25;2017-12-31;4;0;0;0
21.500.514/0001-86;2017-03-31;1;Usufruto;obtenção de renda decorrente da Fração Ideal do Usufruto (matrículas 59.298, 50.906, 50.907, 50.908, 50.909, 50.910, 50.911 e 50.912, 50.941 e 50.844, todas do Oficial de Registro de Imóveis de Suzano - Estado de São Paulo), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada;654520
21.500.514/0001-86;2017-03-31;1;Usufruto;obtenção de renda decorrente da Fração Ideal do Usufruto (matrículas 66.411 e 66.412 do 1º Registro de Imóveis de Guarulhos), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada;99720000
21.500.514/0001-86;2017-03-31;1;Usufruto;obtenção de renda decorrente da Fração Ideal do Usufruto (matrícula 105.367 do 2º Oficial de Registro de Imóveis, Títulos e Documentos e Civil de Pessoa Jurídica da Comarca de Guarulhos-SP), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada;14314007.78
21.500.514/0001-86;2017-03-31;1;Usufruto;obtenção de renda decorrente da Fração Ideal do Usufruto  (matrícula 85.516 do 1º Registro de Imóveis de Guarulhos), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada;13899725.04
21.500.514/0001-86;2017-06-30;1;Usufruto;obtenção de renda decorrente da Fração Ideal do Usufruto (matrículas 59.298, 50.906, 50.907, 50.908, 50.909, 50.910, 50.911 e 50.912, 50.941 e 50.844, todas do Oficial de Registro de Imóveis de Suzano - Estado de São Paulo), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada;654520
21.500.514/0001-86;2017-06-30;1;Usufruto;obtenção de renda decorrente da Fração Ideal do Usufruto (matrículas 66.411 e 66.412 do 1º Registro de Imóveis de Guarulhos), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada;99720000
21.500.514/0001-86;2017-06-30;1;Usufruto;obtenção de renda decorrente da Fração Ideal do Usufruto (matrícula 105.367 do 2º Oficial de Registro de Imóveis, Títulos e Documentos e Civil de Pessoa Jurídica da Comarca de Guarulhos-SP), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada;17728104.83
21.500.514/0001-86;2017-06-30;1;Usufruto;obtenção de renda decorrente da Fração Ideal do Usufruto  (matrícula 85.516 do 1º Registro de Imóveis de Guarulhos), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada;16311476.38
21.500.514/0001-86;2017-09-30;1;Usufruto;obtenção de renda decorrente da Fração Ideal do Usufruto (matrículas 59.298, 50.906, 50.907, 50.908, 50.909, 50.910, 50.911 e 50.912, 50.941 e 50.844, todas do Oficial de Registro de Imóveis de Suzano - Estado de São Paulo), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada;33377367.91
21.500.514/0001-86;2017-09-30;1;Usufruto;obtenção de renda decorrente da Fração Ideal do Usufruto (matrículas 66.411 e 66.412 do 1º Registro de Imóveis de Guarulhos), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada;103735208
21.500.514/0001-86;2017-09-30;1;Usufruto;obtenção de renda decorrente da Fração Ideal do Usufruto (matrícula 105.367 do 2º Oficial de Registro de Imóveis, Títulos e Documentos e Civil de Pessoa Jurídica da Comarca de Guarulhos-SP), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada;24721265.24
21.500.514/0001-86;2017-09-30;1;Usufruto;obtenção de renda decorrente da Fração Ideal do Usufruto  (matrícula 85.516 do 1º Registro de Imóveis de Guarulhos), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada;21257201.63
21.500.514/0001-86;2017-12-31;1;Usufruto;obtenção de renda decorrente da Fração Ideal do Usufruto (matrículas 59.298, 50.906, 50.907, 50.908, 50.909, 50.910, 50.911 e 50.912, 50.941 e 50.844, todas do Oficial de Registro de Imóveis de Suzano - Estado de São Paulo), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada;33377367.91
21.500.514/0001-86;2017-12-31;1;Usufruto;obtenção de renda decorrente da Fração Ideal do Usufruto (matrículas 66.411 e 66.412 do 1º Registro de Imóveis de Guarulhos), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada;103735208
21.500.514/0001-86;2017-12-31;1;Usufruto;obtenção de renda decorrente da Fração Ideal do Usufruto (matrícula 105.367 do 2º Oficial de Registro de Imóveis, Títulos e Documentos e Civil de Pessoa Jurídica da Comarca de Guarulhos-SP), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada;24753158.44
21.500.514/0001-86;2017-12-31;1;Usufruto;obtenção de renda decorrente da Fração Ideal do Usufruto  (matrícula 85.516 do 1º Registro de Imóveis de Guarulhos), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada;21279353.2
23.740.575/0001-46;2017-03-31;1;Direito de uso de superficie do imóvel;Diretio de superfície da parte ideal medindo 60.473,66 m² da área de terreno do imóvel objeto da matricula nº 10.569 (lote 3) e da parte ideal medindo 188.829,72m² da área de terreno do imóvel objeto da matrícula nº 10.570 (lote 4) e das áreas remanescentes de 121.100,05 m² do lote 3 e 29.995,47 m² do lote 4. A escritura de superfície cedeu, a título orenoso e pro prazo determinado, o direito de superfície sobre os imóveis para o fundo, de forma que este passará a receber os aluguéis e deverá prover, mediante o preço de diretio de superfície, os recursos necessários para que a propietária arque com os custos de construção do centro de distribução.;114878000
23.740.575/0001-46;2017-06-30;1;Direito de uso de superficie do imóvel;Diretio de superfície da parte ideal medindo 60.473,66 m² da área de terreno do imóvel objeto da matricula nº 10.569 (lote 3) e da parte ideal medindo 188.829,72m² da área de terreno do imóvel objeto da matrícula nº 10.570 (lote 4) e das áreas remanescentes de 121.100,05 m² do lote 3 e 29.995,47 m² do lote 4. A escritura de superfície cedeu, a título orenoso e pro prazo determinado, o direito de superfície sobre os imóveis para o fundo, de forma que este passará a receber os aluguéis e deverá prover, mediante o preço de diretio de superfície, os recursos necessários para que a propietária arque com os custos de construção do centro de distribução.;114610834.36
23.740.575/0001-46;2017-09-30;1;Direito de uso de superficie do imóvel;Diretio de superfície da parte ideal medindo 60.473,66 m² da área de terreno do imóvel objeto da matricula nº 10.569 (lote 3) e da parte ideal medindo 188.829,72m² da área de terreno do imóvel objeto da matrícula nº 10.570 (lote 4) e das áreas remanescentes de 121.100,05 m² do lote 3 e 29.995,47 m² do lote 4. A escritura de superfície cedeu, a título orenoso e pro prazo determinado, o direito de superfície sobre os imóveis para o fundo, de forma que este passará a receber os aluguéis e deverá prover, mediante o preço de diretio de superfície, os recursos necessários para que a propietária arque com os custos de construção do centro de distribução.;117302490.65
23.781.211/0001-04;2017-03-31;1;Hospital e Maternicade Brasil;Direito de Usufruto pelo prazo de 264 meses;199644743.47
23.781.211/0001-04;2017-03-31;1;Hospital Caxias;Direito de Usufruto pelo prazo de 264 meses;145934498.84
23.781.211/0001-04;2017-03-31;1;Hospital Helena;Direito de Usufruto pelo prazo de 300 meses;248440105.65
23.781.211/0001-04;2017-03-31;1;Hospital Santa Luzia;Direito de Usufruto pelo prazo de 274 meses;139389953.54
23.781.211/0001-04;2017-03-31;1;Hospital do Coração;Direito de Usufruto pelo prazo de 274 meses;61841085.88
23.781.211/0001-04;2017-06-30;1;Hospital e Maternicade Brasil;Direito de Usufruto pelo prazo de 264 meses;197258551.33
23.781.211/0001-04;2017-06-30;1;Hospital Caxias;Direito de Usufruto pelo prazo de 264 meses;144197183.39
23.781.211/0001-04;2017-06-30;1;Hospital Helena;Direito de Usufruto pelo prazo de 300 meses;245911596.15
23.781.211/0001-04;2017-06-30;1;Hospital Santa Luzia;Direito de Usufruto pelo prazo de 274 meses;137841176.27
23.781.211/0001-04;2017-06-30;1;Hospital do Coração;Direito de Usufruto pelo prazo de 274 meses;61153962.7
23.781.211/0001-04;2017-09-30;1;Hospital e Maternicade Brasil;Direito de Usufruto pelo prazo de 264 meses;197258551.33
23.781.211/0001-04;2017-09-30;1;Hospital Caxias;Direito de Usufruto pelo prazo de 264 meses;144197183.39
23.781.211/0001-04;2017-09-30;1;Hospital Helena;Direito de Usufruto pelo prazo de 300 meses;245911596.15
23.781.211/0001-04;2017-09-30;1;Hospital Santa Luzia;Direito de Usufruto pelo prazo de 274 meses;137841176.27
23.781.211/0001-04;2017-09-30;1;Hospital do Coração;Direito de Usufruto pelo prazo de 274 meses;61153962.7
23.781.211/0001-04;2017-12-31;1;Hospital e Maternicade Brasil;Direito de Usufruto pelo prazo de 264 meses;192486167.05
23.781.211/0001-04;2017-12-31;1;Hospital Caxias;Direito de Usufruto pelo prazo de 264 meses;140722552.49
23.781.211/0001-04;2017-12-31;1;Hospital Helena;Direito de Usufruto pelo prazo de 300 meses;242611231.72
23.781.211/0001-04;2017-12-31;1;Hospital Santa Luzia;Direito de Usufruto pelo prazo de 274 meses;135720942.97
23.781.211/0001-04;2017-12-31;1;Hospital do Coração;Direito de Usufruto pelo prazo de 274 meses;60311241.84
27.293.689/0001-46;2017-09-30;1;My Joy;Quotas da Nicolau de Souza Queiroz Empreendimento SPE Ltda.que dá ao fundo o direito dos futuros recebíveis da alienação do imóvel de acordo com o contrato firmado entre o fundo e o a RCB - Incorporação e Participações Ltda.;1700000
27.293.689/0001-46;2017-09-30;1;Árbore;Quotas da Benedito de Almeida Empreendimentos Imobiliários SPE Ltda que dá ao fundo o direito dos recebíveis mensais, de acordo com a tabela estabelecida no contrato, que a SPE recebe.;1600000
27.293.689/0001-46;2017-12-31;1;My Joy;Quotas da Nicolau de Souza Queiroz Empreendimento SPE Ltda.que dá ao fundo o direito dos futuros recebíveis da alienação do imóvel de acordo com o contrato firmado entre o fundo e o a RCB - Incorporação e Participações Ltda.;1700000
27.293.689/0001-46;2017-12-31;1;Árbore;Quotas da Benedito de Almeida Empreendimentos Imobiliários SPE Ltda que dá ao fundo o direito dos recebíveis mensais, de acordo com a tabela estabelecida no contrato, que a SPE recebe.;1600000
28.152.272/0001-26;2017-12-31;3;Não aplicável;Não aplicável;0
