CNPJ_Fundo_Classe;Data_Referencia;Versao;Nome_Imovel;Setor_Atuacao;Percentual_Receita_Imovel;Percentual_Receitas_FII
01.601.918/0001-59;2025-03-31;1;Joaquim Floriano;Serviço;0;0
01.601.918/0001-59;2025-03-31;1;Dantas Barreto;Serviço;0;0
01.633.741/0001-72;2025-03-31;1;Edificio Memorial Office Building;SetorN;0;0
01.633.741/0001-72;2025-03-31;1;Edificio Memorial Office Building;Setor3;0;0
01.633.741/0001-72;2025-03-31;1;Edificio Memorial Office Building;Transporte;0.2421;0.236152
01.633.741/0001-72;2025-03-31;1;Edificio Memorial Office Building;Turismo;0.309111;0.301516
01.636.325/0001-28;2025-03-31;1;Moinhos Shopping;Vestuário;0.39456522540909;0.35510428361942
01.636.325/0001-28;2025-03-31;1;Moinhos Shopping;Artigos Diversos;0.17228292382398;0.15505270182121
01.636.325/0001-28;2025-03-31;1;Moinhos Shopping;Joalherias e óticas;0.22205606005678;0.19984796695668
01.636.325/0001-28;2025-03-31;1;Moinhos Shopping;Estética;0.11379948875044;0.10241826528702
01.636.325/0001-28;2025-03-31;1;Hotel Hilton Porto Alegre;Hotelaria;1;0.06300826564016
01.657.856/0001-05;2025-03-31;1;Edifício Lafayette;Serviços Financeiros;0;0
01.657.856/0001-05;2025-03-31;1;Shopping Center Piedade;Roupas e acessórios;0.174421;0.173216
01.657.856/0001-05;2025-03-31;1;Shopping Center Piedade;Mall;0.217817;0.216313
01.657.856/0001-05;2025-03-31;1;Shopping Center Piedade;Variedades;0.324945;0.322701
02.508.235/0001-14;2025-03-31;1;Contagem;Logística;1;0.990129
03.251.720/0001-18;2025-03-31;1;Centro Empresarial Agua Branca - Torre Los Angeles;Serviços Médico - Hospitalares;0.28425956088651;0.11142918923522
03.251.720/0001-18;2025-03-31;1;Centro Empresarial Agua Branca - Torre Los Angeles;Telecomunicações;0.24682115032354;0.09675340586921
03.251.720/0001-18;2025-03-31;1;Centro Empresarial Agua Branca - Torre Los Angeles;Serviços Diversos;0.41095411184666;0.16109320422907
03.251.720/0001-18;2025-03-31;1;Centro Empresarial Agua Branca - Torre Los Angeles;Mídia;0.12488810402325;0.04895589134464
03.251.720/0001-18;2025-03-31;1;Centro Empresarial Agua Branca - Torre New York;Equipamentos Elétricos;0.08647587908187;0.03224803680074
03.251.720/0001-18;2025-03-31;1;Centro Empresarial Agua Branca - Torre New York;Serviços Médico - Hospitalares;0.18557176356317;0.06920224603785
03.251.720/0001-18;2025-03-31;1;Centro Empresarial Agua Branca - Torre New York;Serviços Diversos;0.34478979374203;0.12857682483441
03.507.519/0001-59;2025-03-31;1;Shopping Center;Comércio;0.9484;0.929152
03.507.519/0001-59;2025-03-31;1;Shopping Center;Serviço;0.0515;0.05046
03.683.056/0001-86;2025-03-31;1;JK FINANCIAL CENTER;Comércio;0.419777;0.149112
03.683.056/0001-86;2025-03-31;1;JK FINANCIAL CENTER;Serviço;0.580223;0.206105
03.683.056/0001-86;2025-03-31;1;JATOBÁ;Serviço;1;0.031995
03.683.056/0001-86;2025-03-31;1;INTERNACIONAL RIO;Serviço;1;0.021369
03.683.056/0001-86;2025-03-31;1;CANDELÁRIA CORPORATE;Serviço;1;0.011777
03.683.056/0001-86;2025-03-31;1;PQ CULTURAL PAULISTA;Comércio;0.194907;0.021678
03.683.056/0001-86;2025-03-31;1;PQ CULTURAL PAULISTA;Serviço;0.805093;0.089546
03.683.056/0001-86;2025-03-31;1;PARQUE SANTOS;Serviço;1;0.109561
03.683.056/0001-86;2025-03-31;1;CONTINENTAL SQUARE;Comércio;0.846204;0.14872
03.683.056/0001-86;2025-03-31;1;CONTINENTAL SQUARE;Serviço;0.153796;0.02703
03.683.056/0001-86;2025-03-31;1;EDIFÍCIO GIRASSOL;Serviço;1;0.035898
03.683.056/0001-86;2025-03-31;1;EDIFÍCIO BRAVO! PAULISTA;Comércio;0.190692;0.021584
03.683.056/0001-86;2025-03-31;1;EDIFÍCIO BRAVO! PAULISTA;Serviço;0.809308;0.091603
04.066.582/0001-60;2025-03-31;1;Instituto de Espec Pediatricas de SP - Hospital da Crianca;Serviços Médico - Hospitalares;1;0.98417951645716
04.141.645/0001-03;2025-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Franquia de Cosmeticos;1;0.029912
04.141.645/0001-03;2025-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Tecnologia;1;0.021688
04.141.645/0001-03;2025-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Engenharia;1;0.024544
04.141.645/0001-03;2025-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Franquia de Cosmeticos;1;0.029202
04.141.645/0001-03;2025-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Tecnologia da Informação;1;0.025904
04.141.645/0001-03;2025-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Educação;1;0.056896
04.141.645/0001-03;2025-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Educação;1;0.055914
04.141.645/0001-03;2025-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Educação;1;0.055914
04.141.645/0001-03;2025-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Saúde;1;0.032759
04.141.645/0001-03;2025-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Seguros;1;0.047642
04.141.645/0001-03;2025-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Tecnologia da Informação;1;0.024502
04.141.645/0001-03;2025-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Saúde;1;0.032759
04.141.645/0001-03;2025-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Co Working;1;0.139344
04.141.645/0001-03;2025-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Serviços financeiros;1;0.029851
04.141.645/0001-03;2025-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Educação;0;0
04.141.645/0001-03;2025-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Hotelaria;1;0.376504
04.141.645/0001-03;2025-03-31;1;Edifício Lafayette;Serviços Financeiros;0;0
04.644.612/0001-78;2025-03-31;1;IMOVEL CESTO;Setor1;0;0
04.644.612/0001-78;2025-03-31;1;IMOVEL CESTO;Setor2;0;0
04.644.612/0001-78;2025-03-31;1;IMOVEL CESTO;Setor3;0;0
04.644.612/0001-78;2025-03-31;1;IMOVEL CESTO;SetorN;0;0
04.722.883/0001-02;2025-03-31;1;Torre Norte - Centro Empresarial Nacoes Unidas - CENU;Outros;0.1841367888813;0.1617899627399
04.722.883/0001-02;2025-03-31;1;Torre Norte - Centro Empresarial Nacoes Unidas - CENU;Telecomunicações;0.13021158114554;0.11440911395181
04.722.883/0001-02;2025-03-31;1;Torre Norte - Centro Empresarial Nacoes Unidas - CENU;Comércio e Distribuição;0.16696558644686;0.14670265607541
05.437.916/0001-27;2025-03-31;1;Centro de Distribuição Anhanguera - CDA;Logístico;0.220296;0.164128
05.437.916/0001-27;2025-03-31;1;Centro de Distribuição Anhanguera - CDA;Logístico;0.322299;0.240124
05.437.916/0001-27;2025-03-31;1;Centro de Distribuição Anhanguera - CDA;Logístico;0.387795;0.288921
05.437.916/0001-27;2025-03-31;1;Centro de Distribuição Anhanguera - CDA;SetorN;0;0
05.437.916/0001-27;2025-03-31;1;Torre de Elevadores - Interlagos - SP;SetorN;0;0
05.437.916/0001-27;2025-03-31;1;Torre de Elevadores - Interlagos - SP;Setor3;0;0
05.437.916/0001-27;2025-03-31;1;Torre de Elevadores - Interlagos - SP;Setor2;0;0
05.437.916/0001-27;2025-03-31;1;Torre de Elevadores - Interlagos - SP;Serviços;1;0
05.437.916/0001-27;2025-03-31;1;Centro de Distribuição -Rio de Janeiro;SetorN;0;0
05.437.916/0001-27;2025-03-31;1;Centro de Distribuição -Rio de Janeiro;Setor3;0;0
05.437.916/0001-27;2025-03-31;1;Centro de Distribuição -Rio de Janeiro;LogísticoSetor2;1;0.14791
06.175.262/0001-73;2025-03-31;1;Edifício Ourinvest;Serviço Social Autônomo;0;0
06.175.262/0001-73;2025-03-31;1;Edifício Ourinvest;Banco múltiplo sem carteira comercial;0;0
06.175.262/0001-73;2025-03-31;1;Edifício Ourinvest;Holding de instituição não financeira;0;0
06.175.262/0001-73;2025-03-31;1;Edifício Ourinvest;Vago;0;0
06.175.262/0001-73;2025-03-31;1;Edifício Ourinvest;Vago;0;0
06.175.262/0001-73;2025-03-31;1;Edifício Ourinvest;Vago;0;0
06.175.262/0001-73;2025-03-31;1;Edifício Ourinvest;Administradora de Cartões;0;0
06.175.262/0001-73;2025-03-31;1;Edifício Ourinvest;Vago;0;0
07.122.725/0001-00;2025-03-31;1;Edificio Torre Almirante;Serviços Diversos;0.10172786256055;0.09213424157964
07.122.725/0001-00;2025-03-31;1;Edificio Torre Almirante;Outros;0.18980611993019;0.17190612745385
07.122.725/0001-00;2025-03-31;1;Edificio Torre Almirante;Serviços Financeiros Diversos;0.29898048345201;0.27078461491873
07.224.019/0001-60;2025-03-31;1;Shopping Parque Dom Pedro - 59.41;Varejo;0.62237651765335;0.565233
07.224.019/0001-60;2025-03-31;1;Shopping Parque Dom Pedro - 59.41;Estacionamento;0.186032;0.168952
07.583.627/0001-61;2025-03-31;1;ROSA E SILVA;Multivarejo;1;0.00467
07.583.627/0001-61;2025-03-31;1;SUDOESTE;Multivarejo;1;0.003888
07.583.627/0001-61;2025-03-31;1;REAL PARQUE;Multivarejo;1;0.008634
07.583.627/0001-61;2025-03-31;1;JABAQUARA;Multivarejo;1;0.007523
07.583.627/0001-61;2025-03-31;1;Jd Paulistano;Multivarejo;1;0.003575
07.583.627/0001-61;2025-03-31;1;TEODORO;Multivarejo;1;0.010573
07.583.627/0001-61;2025-03-31;1;CERRO CORÁ;Multivarejo;1;0.006122
07.583.627/0001-61;2025-03-31;1;LAVANDISCA;Multivarejo;1;0.003554
07.583.627/0001-61;2025-03-31;1;GUARATINGUETA.;Multivarejo;1;4E-06
07.583.627/0001-61;2025-03-31;1;SANTOS PEDREIRA;Multivarejo;1;0.003434
07.583.627/0001-61;2025-03-31;1;CURUÇÁ;Multivarejo;1;0.002203
07.583.627/0001-61;2025-03-31;1;MORUMBI;Multivarejo;1;0.01342
07.583.627/0001-61;2025-03-31;1;NOVA CANTAREIRA;Multivarejo;1;0.003621
07.583.627/0001-61;2025-03-31;1;GRANJA VIANA;Multivarejo;1;0.002424
07.583.627/0001-61;2025-03-31;1;LIBERDADE PEDROSO;Multivarejo;1;0.001827
07.583.627/0001-61;2025-03-31;1;ALPHAVILLE;Multivarejo;1;0.00571
07.583.627/0001-61;2025-03-31;1;0309 - SUL;Multivarejo;1;0.001916
07.583.627/0001-61;2025-03-31;1;0305 - SUL;Multivarejo;1;0.001484
07.583.627/0001-61;2025-03-31;1;PORTAL;Multivarejo;1;0.006552
07.583.627/0001-61;2025-03-31;1;SÓCRATES;Multivarejo;1;0.004576
07.583.627/0001-61;2025-03-31;1;CRS 516 BRASILIA;Multivarejo;1;0.003934
07.583.627/0001-61;2025-03-31;1;CARDOSO DE ALMEIDA;Multivarejo;1;0.004639
07.583.627/0001-61;2025-03-31;1;Araçatuba;Multivarejo;1;0.003184
07.583.627/0001-61;2025-03-31;1;Pacaembu;Multivarejo;1;0.001289
07.583.627/0001-61;2025-03-31;1;EDGARD FACÓ;Multivarejo;1;0.00302
07.583.627/0001-61;2025-03-31;1;CARAPICUIBA-INOCENCIO SERAFICO;Multivarejo;1;0.001903
07.583.627/0001-61;2025-03-31;1;GUARUJA-DOM PEDRO;Multivarejo;1;0.005967
07.583.627/0001-61;2025-03-31;1;MORRO GRANDE;Multivarejo;1;0.001913
07.583.627/0001-61;2025-03-31;1;OSASCO CORREGO RICO;Multivarejo;1;0.003229
07.583.627/0001-61;2025-03-31;1;RICARDO JAFET;Multivarejo;1;0.029467
07.583.627/0001-61;2025-03-31;1;CAMPO GRANDE;Multivarejo;1;0
07.583.627/0001-61;2025-03-31;1;ASSAÍ - SANTO ANDRÉ;Multivarejo;1;0.01613
07.583.627/0001-61;2025-03-31;1;Guarani;Multivarejo;1;0.001071
07.583.627/0001-61;2025-03-31;1;RÓTULA SALVADOR;Multivarejo;1;0.020845
07.583.627/0001-61;2025-03-31;1;CAMPINAS;Multivarejo;1;0.044315
07.583.627/0001-61;2025-03-31;1;ANHANGÜERA;Multivarejo;1;0.040291
07.583.627/0001-61;2025-03-31;1;ANCHIETA;Multivarejo;1;0.055071
07.583.627/0001-61;2025-03-31;1;SÃO CAETANO;Multivarejo;1;0.037013
07.583.627/0001-61;2025-03-31;1;PENHA;Multivarejo;1;0.030034
07.583.627/0001-61;2025-03-31;1;AEROPORTO;Multivarejo;1;0.031921
07.583.627/0001-61;2025-03-31;1;MONTESE;Multivarejo;1;0.021679
07.583.627/0001-61;2025-03-31;1;SOROCABA;Multivarejo;1;0.038791
07.583.627/0001-61;2025-03-31;1;BRASÍLIA  NORTE;Multivarejo;1;0.03217
07.583.627/0001-61;2025-03-31;1;SANTOS;Multivarejo;1;0.039774
07.583.627/0001-61;2025-03-31;1;GUAIANASES;Multivarejo;1;0.020845
07.583.627/0001-61;2025-03-31;1;TABOÃO DA SERRA;Multivarejo;1;0.035453
07.583.627/0001-61;2025-03-31;1;GOIÂNIA;Multivarejo;1;0.025017
07.583.627/0001-61;2025-03-31;1;FREGUESIA DO O;Multivarejo;1;0.025428
07.583.627/0001-61;2025-03-31;1;JAGUARE;Multivarejo;1;0.031267
07.583.627/0001-61;2025-03-31;1;TAGUATINGA;Multivarejo;1;0.032524
07.583.627/0001-61;2025-03-31;1;PARALELA;Multivarejo;1;0.02739
07.583.627/0001-61;2025-03-31;1;MINAS SHOPPING;Multivarejo;1;0.034377
07.583.627/0001-61;2025-03-31;1;CURITIBA;Multivarejo;1;0.012507
07.583.627/0001-61;2025-03-31;1;CURITIBA ALTOS XV;Multivarejo;1;0.021587
07.583.627/0001-61;2025-03-31;1;VASCO DA GAMA;Multivarejo;1;0.018871
07.583.627/0001-61;2025-03-31;1;Belvedere;Multivarejo;1;0.025205
07.583.627/0001-61;2025-03-31;1;RECIFE;Multivarejo;1;0.020011
07.583.627/0001-61;2025-03-31;1;CAMPINAS/AMOREIRAS;Multivarejo;1;0.018049
07.583.627/0001-61;2025-03-31;1;JOÃO DIAS;Multivarejo;1;0.039294
07.583.627/0001-61;2025-03-31;1;BRASÍLIA SUL;Multivarejo;1;0.02591
07.583.627/0001-61;2025-03-31;1;Dourados;Multivarejo;1;0.008002
07.583.627/0001-61;2025-03-31;1;CHAMPAGNAT;Multivarejo;1;0.002426
07.789.135/0001-27;2025-03-31;1;BPS - BOTAFOGO PRAIA SHOPPING;Alimentação;0.408058;0
07.789.135/0001-27;2025-03-31;1;CNB - CONJUNTO NACIONAL BRASILIA;Vestuário;0.186573;0
07.789.135/0001-27;2025-03-31;1;CNB - CONJUNTO NACIONAL BRASILIA;Loja de departamentos;0.1328;0
07.789.135/0001-27;2025-03-31;1;CNB - CONJUNTO NACIONAL BRASILIA;Artigos do Lar;0.116916;0
07.789.135/0001-27;2025-03-31;1;CNB - CONJUNTO NACIONAL BRASILIA;Alimentação;0.101265;0
07.789.135/0001-27;2025-03-31;1;CVS - CENTER VALE SHOPPING;Vestuário;0.163639;0
07.789.135/0001-27;2025-03-31;1;CVS - CENTER VALE SHOPPING;Alimentação;0.161452;0
07.789.135/0001-27;2025-03-31;1;CVS - CENTER VALE SHOPPING;Loja de Departamentos;0.158993;0
07.789.135/0001-27;2025-03-31;1;SNI - SHOPPING NOVA IGUACU;Alimentação;0.276532;0
07.789.135/0001-27;2025-03-31;1;SNI - SHOPPING NOVA IGUACU;Loja de Departamentos;0.157643;0
07.789.135/0001-27;2025-03-31;1;MNS - MINAS SHOPPING;Vestuário;0.14145;0
07.789.135/0001-27;2025-03-31;1;NSF - NORTH SHOPPING FORTALEZA;Loja de Departamentos;0.100208;0
07.789.135/0001-27;2025-03-31;1;NSF - NORTH SHOPPING FORTALEZA;Telefonia e Acessórios;0.10622;0
07.789.135/0001-27;2025-03-31;1;NSF - NORTH SHOPPING FORTALEZA;Outros;0.110716;0
07.789.135/0001-27;2025-03-31;1;NAT - NATAL SHOPPING;Vestuário;0.146256;0
07.789.135/0001-27;2025-03-31;1;NAT - NATAL SHOPPING;Alimentação;0.174431;0
07.789.135/0001-27;2025-03-31;1;MNS - MINAS SHOPPING;Loja de departamentos;0.115389;0
07.789.135/0001-27;2025-03-31;1;MNS - MINAS SHOPPING;Alimentação;0.137084;0
08.014.513/0001-63;2025-03-31;1;Hospital e Maternidade Nossa Senhora de Lourdes;Serviços Médico - Hospitalares;1;0.96659553456098
08.098.114/0001-28;2025-03-31;1;Loja - Centro Campinas;Varejo;1;0.0379
08.098.114/0001-28;2025-03-31;1;UNITOLEDO;Universidade;1;0.0476
08.098.114/0001-28;2025-03-31;1;Loja - Shopping Pátio Belém;Varejo;1;0.04
08.098.114/0001-28;2025-03-31;1;Loja - Centro BH;Varejo;1;0.0516
08.098.114/0001-28;2025-03-31;1;Loja - Del Rey BH;Varejo;1;0.0242
08.098.114/0001-28;2025-03-31;1;Loja - Shopping Minas;Varejo;1;0.0268
08.098.114/0001-28;2025-03-31;1;Loja - Shopping Pátio Brasil;Varejo;1;0.0265
08.098.114/0001-28;2025-03-31;1;Loja - Shopping Curitiba;Varejo;1;0.02
08.098.114/0001-28;2025-03-31;1;Loja - Duque De Caxias;Varejo;1;0.0377
08.098.114/0001-28;2025-03-31;1;Loja - Vitória;Governo Estadual;1;0.0209
08.098.114/0001-28;2025-03-31;1;Loja - Centro São Luiz;Varejo;0;0
08.098.114/0001-28;2025-03-31;1;Loja - Shopping Abc;Varejo;1;0.0161
08.098.114/0001-28;2025-03-31;1;Loja - Shopping Center Piedade;Varejo;1;0.0286
08.098.114/0001-28;2025-03-31;1;Loja - Shopping Iguatemi Fortal;Varejo;1;0.0309
08.098.114/0001-28;2025-03-31;1;Loja - Shopping Maceió;Varejo;1;0.0467
08.098.114/0001-28;2025-03-31;1;Loja - Shopping Niterói;Varejo;1;0.0529
08.098.114/0001-28;2025-03-31;1;Loja - Recife;Varejo;1;0.0423
08.098.114/0001-28;2025-03-31;1;Loja - Ouvidor;Varejo;1;0.0658
08.098.114/0001-28;2025-03-31;1;Loja - Copacabana;Varejo;1;0.0619
08.098.114/0001-28;2025-03-31;1;Garagem Copacabana;Varejo;1;0.0039
08.098.114/0001-28;2025-03-31;1;Loja - Shopping Norte;Varejo;1;0.0564
08.098.114/0001-28;2025-03-31;1;Loja - Tijuca;Varejo;1;0.0678
08.098.114/0001-28;2025-03-31;1;Loja - Shopping  Iguatemi RJ;Varejo;1;0.014
08.098.114/0001-28;2025-03-31;1;Loja - Shopping Barra Salvador;Varejo;1;0.0216
08.417.532/0001-30;2025-03-31;1;Posto de Combustível;Petroquímica;1;0.01463
08.417.532/0001-30;2025-03-31;1;Posto de Combustível;Petroquímica;1;0.033036
08.417.532/0001-30;2025-03-31;1;Posto de Combustível;Petroquímica;1;0.003248
08.417.532/0001-30;2025-03-31;1;Posto de Combustível;Petroquímica;1;0.007922
08.417.532/0001-30;2025-03-31;1;Posto de Combustível;Petroquímica;1;0.004753
08.417.532/0001-30;2025-03-31;1;Posto de Combustível;Petroquímica;1;0.009507
08.417.532/0001-30;2025-03-31;1;Posto de Combustível;Petroquímica;1;0.037473
08.417.532/0001-30;2025-03-31;1;Posto de Combustível;Petroquímica;1;0.017033
08.417.532/0001-30;2025-03-31;1;Base de distribuição;Petroquímica;1;0.238972
08.417.532/0001-30;2025-03-31;1;Base de distribuição;Petroquímica;1;0.0755
08.417.532/0001-30;2025-03-31;1;Base de distribuição;Petroquímica;1;0.374806
08.417.532/0001-30;2025-03-31;1;Posto de Combustível;Petroquímica;1;0.033173
08.431.747/0001-06;2025-03-31;1;Shopping Villa Lobos - 15%;Setor1;0;0
08.431.747/0001-06;2025-03-31;1;Shopping West Plaza - 70%;SetorN;0;0
08.431.747/0001-06;2025-03-31;1;Shopping West Plaza - 70%;Setor3;0;0
08.431.747/0001-06;2025-03-31;1;Shopping West Plaza - 70%;Setor2;0;0
08.431.747/0001-06;2025-03-31;1;Shopping West Plaza - 70%;Setor1;0;0
08.431.747/0001-06;2025-03-31;1;Suzano Shopping - 15%;SetorN;0;0
08.431.747/0001-06;2025-03-31;1;Suzano Shopping - 15%;Setor3;0;0
08.431.747/0001-06;2025-03-31;1;Suzano Shopping - 15%;Setor2;0;0
08.431.747/0001-06;2025-03-31;1;Suzano Shopping - 15%;Setor1;0;0
08.431.747/0001-06;2025-03-31;1;Santana Parque Shopping - 15%;SetorN;0;0
08.431.747/0001-06;2025-03-31;1;Santana Parque Shopping - 15%;Setor3;0;0
08.431.747/0001-06;2025-03-31;1;Santana Parque Shopping - 15%;Setor2;0;0
08.431.747/0001-06;2025-03-31;1;Santana Parque Shopping - 15%;Setor1;0;0
08.431.747/0001-06;2025-03-31;1;Goiabeiras Shopping - 53,99%;SetorN;0;0
08.431.747/0001-06;2025-03-31;1;Goiabeiras Shopping - 53,99%;Setor3;0;0
08.431.747/0001-06;2025-03-31;1;Goiabeiras Shopping - 53,99%;Setor2;0;0
08.431.747/0001-06;2025-03-31;1;Franca Shopping - 0,3673897836%;Setor2;0;0
08.431.747/0001-06;2025-03-31;1;Franca Shopping - 0,3673897836%;Setor3;0;0
08.431.747/0001-06;2025-03-31;1;Goiabeiras Shopping - 53,99%;Setor1;0;0
08.431.747/0001-06;2025-03-31;1;I Fashion Outlet - 49%;SetorN;0;0
08.431.747/0001-06;2025-03-31;1;I Fashion Outlet - 49%;Setor3;0;0
08.431.747/0001-06;2025-03-31;1;I Fashion Outlet - 49%;Setor2;0;0
08.431.747/0001-06;2025-03-31;1;I Fashion Outlet - 49%;Setor1;0;0
