CNPJ_Fundo_Classe;Data_Referencia;Versao;Mes_Referencia;Percentual_Rentabilidade_Efetiva_Mes;Percentual_Rentabilidade_Auferida_Ausencia_Garantia
35.652.102/0001-76;2025-03-31;1;03/2025;0.004811;0.00476309743861
35.652.278/0001-28;2025-03-31;1;03/2025;0.007655;0.00743262938515
35.652.278/0001-28;2025-03-31;1;02/2025;0.007811;0.00758758081603
35.652.278/0001-28;2025-03-31;1;01/2025;0.017485;0.01725556882736
35.940.506/0001-65;2025-03-31;1;01/2025;-0.045692;-0.045692
35.940.506/0001-65;2025-03-31;1;02/2025;-0.015295;-0.015295
35.940.506/0001-65;2025-03-31;1;03/2025;0.00978549;0.00978549
36.615.915/0001-59;2025-03-31;1;Janeiro - 2025;-0.111544;-0.111544
36.615.915/0001-59;2025-03-31;1;Fevereiro - 2025;-0.004115;-0.004115
36.615.915/0001-59;2025-03-31;1;Março - 2025;0.00232;0.00232
38.376.805/0001-07;2025-03-31;1;Março - 2025;0.005972;0.005972
38.376.805/0001-07;2025-03-31;1;Fevereiro - 2025;0.006245;0.006245
38.376.805/0001-07;2025-03-31;1;Janeiro - 2025;0.006873;0.006873
41.833.876/0001-04;2025-03-31;1;z;;
42.869.869/0001-17;2025-03-31;1;Dezembro;-0.007123;-0.007348
42.869.869/0001-17;2025-03-31;1;Novembro;-0.002405;-0.031522
42.869.869/0001-17;2025-03-31;1;Outubro;0.009286;0.009383
43.010.844/0001-26;2025-03-31;1;03/2025;0.018913;0.018642
43.010.844/0001-26;2025-03-31;1;02/2025;0.014182;0.013877
43.010.844/0001-26;2025-03-31;1;01/2025;0.014454;0.014147
43.617.647/0001-70;2025-03-31;1;Março/2025;-0.000999;-0.000999
43.617.647/0001-70;2025-03-31;1;Fevereiro/2025;-0.000114;-0.000114
43.617.647/0001-70;2025-03-31;1;Janeiro/2025;-0.000243;-0.000243
45.188.099/0001-35;2025-03-31;1;01/2025;0.037399;0.03524804583789
45.188.099/0001-35;2025-03-31;1;02/2025;7.8E-05;-0.00201761847166
45.188.099/0001-35;2025-03-31;1;03/2025;0.003476;0.0013569447141
45.254.732/0001-46;2025-03-31;1;01/2025;0.015869;0.015869
45.254.732/0001-46;2025-03-31;1;02/2025;0.015278;0.015278
45.254.732/0001-46;2025-03-31;1;03/2025;0.012313999;0.012313999
47.154.849/0001-83;2025-03-31;1;Março - 2025;-0.0031;-0.0031
47.154.849/0001-83;2025-03-31;1;Fevereiro - 2025;-0.000131;-0.000131
47.154.849/0001-83;2025-03-31;1;Janeiro - 2025;-0.000681;-0.000681
50.479.122/0001-80;2025-03-31;1;01/2025;0.017923;0.01576000336673
50.479.122/0001-80;2025-03-31;1;02/2025;0.013763;0.00878673711501
50.479.122/0001-80;2025-03-31;1;03/2025;0.013448;0.0087377501421
52.219.978/0001-42;2025-03-31;1;mar/25;0.0112016216326944;0.00708014168876122
52.219.978/0001-42;2025-03-31;1;fev/25;0.0120000226355824;0.00783393805278331
52.219.978/0001-42;2025-03-31;1;jan/25;0.0115468507547203;0.00782232939442955
56.805.391/0001-76;2025-03-31;1;03/2025;0.007791;0.00779191337614
56.805.391/0001-76;2025-03-31;1;02/2025;0.009154;0.0091535726634
56.805.391/0001-76;2025-03-31;1;01/2025;0.016982;0.01698173968043
