CNPJ_Fundo_Classe;Data_Referencia;Versao;Endereco;Outras_Caracteristicas_Relevantes;Area;Percentual_Terreno_Total_Investido;Percentual_Terreno_PL
27.538.477/0001-81;2025-03-31;1;Alameda Arthur Furquim,620 Lote 08 - Quadra 02 Jardim Olhos D' Água -Ribeirão Preto -SP;MONT L08Q02 - Matricula 171 097;2589.71;0;0
27.538.477/0001-81;2025-03-31;1;Alameda Arthur Furquim,480 Lote 09 - Quadra 02 Jardim Olhos D' Água -Ribeirão Preto -SP;MONT L09Q02 - Matricula 171 098;301;0;0
27.538.477/0001-81;2025-03-31;1;Rua Pastor Napoleão Pereira Lins,8 S/I Parque das Oliveiras -Ribeirão Preto -SP;PQ OL L08Q04 - Matricula 102 588;382.52;0;0
27.590.950/0001-70;2025-03-31;1;Rua Municipal, 326, bairro Jardim Alvorada, cidade de Jandira, estado de São Paulo/SP;.;8795;0.90227;0.90227
28.152.777/0001-90;2025-03-31;1;Rodovia MT-130/ Primavera do Leste - MT;TER PRIMAVERA 1 - MATRICULA 38310;253046;0.2082;0.0624
28.152.777/0001-90;2025-03-31;1;Rodovia MT-130/ Primavera do Leste - MT;TER PRIMAVERA 2 - MATRICULA 3855;40004;0.0329;0.0099
28.152.777/0001-90;2025-03-31;1;Rodovia BR-163/ Sorriso - MT;Centro de Distribuição (CD);90000;0.7589;0.0508
28.267.530/0001-10;2025-03-31;2;Rua Cel. Mursa, 160  - Brás;.;991.75;1;0
28.548.288/0001-52;2025-03-31;1;Obramax Região Metropolitana do Rio de Janeiro;OBRAMAX_SAOGONÇALO;18657.83;0;0
28.899.178/0001-35;2025-03-31;1;Av. Rebouças, 2.492, 2.516 e 2.538  e Rua taçainha, 61 - Pinheiros São Paulo-SP;Lote 3, 4, 5 e 64;2157;1;0
29.018.899/0001-51;2025-03-31;1;Avenida Paulista, 1267, Sem Complemento, Bela Vista, Sao Paulo/SP, Brasil, 01311-200;Não possuem catacteristicas que destoem dos demais;1126;1;0
29.242.844/0001-20;2025-03-31;1;Km. 114 Rod. Padre Manoel de Nóbrega;terreno em Itanhaem - matrícula 198.983;1047159.29;1;0
29.242.844/0001-20;2025-03-31;1;Km. 114 Rod. Padre Manoel de Nóbrega;terreno em Itanhaem - matrícula 198.982;177924.41;1;0
30.258.790/0001-70;2025-03-31;1;KAISER - TERRENO;Rua dos Operários, s/nº, Centro das Indústrias do Subaé - Feira de Santana/BA;159501.16;1;0
30.492.505/0001-81;2025-03-31;1;Av. Ayrton Senna com Av. Embaixador Abelardo Bueno,  Quadra 4.6, do Pal 40.481, Freguesia de Jacarepaguá - Rio de Janeiro - RJ;Imovel melhor descrito e caracterizado na matricula 159.410 do Registro de Imóveis do 9º Oficio do Rio de Janeiro. FRE n. 245.800. CL 1450.Aquisição por meio da incorporação do  Caixa Fundo de Investimento Imobiliário VLT - Veículo Leve Sobre Trilhos, inscrito no CNPJ sob o nº 15.254.249/0001-09 ("FII VLT").;33901.32;0.854834;0
30.492.505/0001-81;2025-03-31;1;Rua Vitorino Fernandes, s/n - Barra da Tijuca, perfeitamente descrito e caracterizado na matrícula 428076 do 9° Ofício de Registro de Imóveis da Comarca do Rio de Janeiro - RJ;Área situada à Rua Vitorino Fernandes, lado ímpar, na freguesia de Jacarepaguá, esquina com a Av. Alfredo Baltazar da Silveira;1916;0.145166;0
30.578.275/0001-78;2025-03-31;1;Avenida Silvio Bastos Tavares, s/n, Campos dos Goytacazes, CEP 28051-250, Campos dos Goytacazes - RJ;Matrícula nº 4.442.GOYCATAZES;7777.95;1;0
30.629.603/0001-18;2025-03-31;1;Estrada Do Rio Pequeno, S/n, Sem Complemento, Loteamento Fazenda Rio Pequeno, Santo Andre/SP, Brasil, 09161-100;Não possuem caracterísitcas que destoem dos demais.;16150;1;0
31.152.015/0001-07;2025-03-31;1;Rua Monte Caseros, 167 A 189 - Butantã, São Paulo - SP;MONTE CASERO;1443;0;0
31.524.769/0001-32;2025-03-31;1;Rua Conselheiro Dantas n° 350, esquina com Rua Tiers, Bairro Pari - SP;ELEVSHOP KODY - Terreno com edificio comercial que será voltado para um shopping center;8406.23;1;1
31.544.493/0001-54;2025-03-31;1;Rua Francisco Muñoz Madrid, 625, consjunto 100 Bairro Roseira Município São José dos Pinhais, Estado do Paraná;Portal do Porto;89738.66;0.943919;0.988429
31.547.782/0001-07;2025-03-31;1;FAZENDA CACHOEIRA;Parceria agrícola, fazendo parte desta, os equipamentos e benfeitorias fixas existentes nos imóveis. Matriculas: 13553 - 13772 - 17121 - 17315 - 18588 - 13553;17883600;0;0
31.547.782/0001-07;2025-03-31;1;AV ITAOCA 786;Parceria agrícola, fazendo parte desta, os equipamentos e benfeitorias fixas existentes nos imóveis.;0;0;0
31.547.989/0001-81;2025-03-31;1;Rua João Zarpelon nº 800, na Cidade de São José dos Pinhais - PR, matrícula nº 63.392 do Registro de Imóveis 1ª Circunscrição - S. J. dos Pinhais.;A área compreendida do terreno é de 114.286 m2 e com área construída de 45.618,36 m2.;114286;0;0
31.713.934/0001-02;2025-03-31;1;Alameda Oscar Niemeyer, 119 sala 1004, Vila da Serra, CEP:34006-056;LAJES CP - CONCÓRDIA;2520;0.478589;0.91868
31.962.875/0001-06;2025-03-31;1;Av. Guandu, 1000 - Campo Alegre Queimados / RJ - CEP: 26.320-270;PLD Queimados;356338.1;0.252606;0
31.962.875/0001-06;2025-03-31;1;Rodovia Raposo Tavares SP-270, Bairro do Moinho Velho, Cotia/SP;PLD São Paulo 26;800000;0.727026;0
31.962.875/0001-06;2025-03-31;1;Av. Ayrton Senna, Sn, ( Lt 01 do PAL 47.176 da Via 8 da Rua Projetada, PA 9351, 36.034, 9351);RJ UTL 1 - BARRA DA TIJUCA II;194860;0.020369;0
32.000.013/0001-57;2025-03-31;1;Avenida Wilson Tavares Ribeiro, nº 1.651, Contagem - MG;IMÓVEL: MT 136.701;46809.0669;1;0
32.274.197/0001-43;2025-03-31;1;Av. dos Imarés, 182 - Indianópolis, São Paulo - SP, 04085-000;Construção 255 (duzentas e cinquenta e cinco) unidades autônomas residenciais (R) da Torre 2 do Empreendimento, sendo neste caso 24 (vinte e quatro) unidades por andar, as quais corresponderão à totalidade das unidades autônomas residenciais da Torre 2. E área privativa não residencial integrantes da Torre 2.;13639;1;0
32.274.197/0001-43;2025-03-31;1;Rua Pássaros e Flores, 30, São Paulo - SP;469 unidades autônomas residenciais (R) da Torre 3 do Empreendimento ("Unidades Autônomas"), as quais corresponderão à totalidade das unidades autônomas residenciais da Torre 3;17541;1;0
32.275.252/0001-10;2025-03-31;1;Fazenda Santana, BOTUCATU - SP;2º subdistrito de Botucatu;201700;1;0
32.388.168/0001-02;2025-03-31;1;Fazenda Sta Clara A;MAT 11358;48400.09;0.3708;0
32.388.168/0001-02;2025-03-31;1;Fazenda Sta Clara B;MAT 11359;29448.95;0.1199;0
32.388.168/0001-02;2025-03-31;1;Fazenda Sta Clara C;MAT 11360;29448.95;0.1232;0
32.388.168/0001-02;2025-03-31;1;Sitio Santa Clara;MAT 17028;108900;0.3861;0
32.892.018/0001-31;2025-03-31;1;Av. Menino Marcelo, 1.051 - Antares - Maceió - AL;Não há;14064.75;0.00248146711134906;0
32.892.018/0001-31;2025-03-31;1;Av. Apolônio Sales, 665;Não há;312.4;0;0
32.892.018/0001-31;2025-03-31;1;Av. Apolônio Sales, 679;Não há;330;0;0
32.892.018/0001-31;2025-03-31;1;Av. Apolônio Sales, 695;Não há;310.42;0;0
32.892.018/0001-31;2025-03-31;1;Rua Leonor Borges Carvalho, 271;Não há;501.26;0;0
33.842.871/0001-01;2025-03-31;1;Avenida Clériston Andrade, nº 1897 -Parque Novo Horizonte -Barreira/BA;Matricula 25.779 - 1º Ofício do Registro de Imóveis e Hipotecas da Comarca de Barreiras / BA - TEIXEIRA DE FREITAS;18673.48;0;0
33.842.871/0001-01;2025-03-31;1;Rua Silveira Martins, 119/3500 Cabula- Salvador / BA;Matrícula 70.582 e 71.262 - 2º Ofício do Registro de Imóveis - Salvador/BA - CCVP CABULA;39676.14;0;0
33.884.197/0001-28;2025-03-31;1;Al 101 ( Sitio Marceneiro);matricula nº 897 do serviço notarial e registral da comarca de Passo de Camaragibe / AL.;22445;1;0.98761
35.360.651/0001-77;2025-03-31;1;Rua Paul Redfern, 41 - Ipanema - Rio de Janeiro - RJ;Paul Redfern, 41;96;0;0
35.360.651/0001-77;2025-03-31;1;Rua Prudente De Morais, 1356 - Ipanema - Rio de Janeiro - RJ;Prudente De Morais, 1356;823.81;0;0
35.360.651/0001-77;2025-03-31;1;Rua Paul Redfern, 32, 36 e 40 - Ipanema - Rio de Janeiro - RJ;Rua Paul Redfern, 32, 36 e 40;224;0;0
35.360.651/0001-77;2025-03-31;1;Rua Redentor, 14 - Ipanema - Rio de Janeiro;Rua Redentor, 14;168;0;0
35.360.651/0001-77;2025-03-31;1;Rua Barão de Jaguaripe, 404 - Ipanema - Rio de Janeiro;Rua Barão de Jaguaripe, 404;224;0;0
35.360.651/0001-77;2025-03-31;1;Rua Barão de Jaguaripe, 225 - Ipanema - Rio de Janeiro;Rua Barão de Jaguaripe, 225;224;0;0
35.725.659/0001-90;2025-03-31;1;SERVIDAO PMG 903;Matrícula 14.111;2451.35;1;0
36.200.654/0001-06;2025-03-31;1;Estrada Municipal Vargem do João Pinto - Bairro Ponte Nova - MG;Terreno localizado no município de Extrema - MG.;270128.8;0;0
36.258.924/0001-30;2025-03-31;1;Matricula n° 56.262/ DF;IMÓVEL URBANO LBV;0;0.3769;1
36.258.924/0001-30;2025-03-31;1;Matricula nº 72533/DF;IMÓVEL URBANO LBV;0;0.4402;1
36.258.924/0001-30;2025-03-31;1;IMOVEL -TERRENO BELEM;TERRENO BELEM;0;0.1234;1
36.258.924/0001-30;2025-03-31;1;IMOVEL BENFEITORIAS;Benfeitorias - TERRENO;0;0.0595;1
36.312.025/0001-78;2025-03-31;1;Rua Visconde de Pirajá, n.º 616 - Ipanema - Rio de Janeiro - RJ.;=G88VISCONDE DE PIRAJÁ - MAT. 49,995;895.65;0;0
36.312.025/0001-78;2025-03-31;1;Rua Batista de Oliveira esquina com a Rua Sampaio;=G88Matrícula nº 42.746 - Cartório Do 2º Ofício De Registro De Imóveis da Comarca de Juiz de Fora -MG;1082.75;0;0
36.312.025/0001-78;2025-03-31;1;Rua Barão de São João Nepomuceno, nº 232 - Centro - Juiz de Fora MG;LOJA COMERCIAL - SÃO JOÃO;319.3;0;0
36.312.025/0001-78;2025-03-31;1;Loteamento Alphaville 13 - Quadra "Q" - Juiz de Fora - MG;Matrícula nº 64.068 do Cartório do 3º Ofício de Registro de Imóveis de Juiz de Fora/MG;489.48;0;0
36.312.025/0001-78;2025-03-31;1;Loteamento Alphaville 14 - Quadra "Q" - Juiz de Fora - MG;Matrícula nº 64.069 do Cartório do 3º Ofício de Registro de Imóveis de Juiz de Fora/MG;489.91;0;0
36.312.025/0001-78;2025-03-31;1;Loteamento Alphaville 15 - Quadra "Q" - Juiz de Fora - MG;Matrícula nº 64.070 do Cartório do 3º Ofício de Registro de Imóveis de Juiz de Fora/M;489.78;0;0
36.312.025/0001-78;2025-03-31;1;Loteamento Alphaville 16 - Quadra "Q" - Juiz de Fora - MG;Matrícula nº 64.071 do Cartório do 3º Ofício de Registro de Imóveis de Juiz de Fora/M;482.74;0;0
36.885.948/0001-19;2025-03-31;1;Um lote de terras de nº 13, da quadra "B5";Matrícula 50.492;360;0;0
36.885.948/0001-19;2025-03-31;1;Avenida Marginal Leste, Goiânia;Lote de terreno urbano de número 09, da Quadra 04 (ZM-BD);330;0;0
36.885.948/0001-19;2025-03-31;1;Avenida Marginal Leste, Goiânia;Lote de terreno urbano de número 10, da Quadra 04(ZM-BD);347.52;0;0
36.885.948/0001-19;2025-03-31;1;Avenida Marginal Leste, Goiânia;Lote de terreno urbano de número 11, da Quadra 04(ZM-BD);319.57;0;0
36.885.989/0001-05;2025-03-31;1;Avenida Alphaville Flamboyant;fração ideal de 1,9250% do lote de terras de nº 01, da quadra "A4;9876.24;0;0
36.885.989/0001-05;2025-03-31;1;Avenida das Palmeiras, s/n, em Brasília-DF lote 34;matrícula nº 155.412.;720;0;0
36.885.989/0001-05;2025-03-31;1;Avenida das Palmeiras, s/n, em Brasília-DF lote 11;matrícula nº 155.412.;720;0;0
36.885.989/0001-05;2025-03-31;1;Avenida das Palmeiras, s/n, em Brasília-DF lote 33;matrícula nº 155.412.;720;0;0
36.885.989/0001-05;2025-03-31;1;Avenida das Palmeiras, s/n, em Brasília-DF lote 12;matrícula nº 155.412.;720;0;0
36.885.989/0001-05;2025-03-31;1;Rua Ana Jungmann, QD 33, LT 6 - JD França - Goiânia-GO;matricula 56070;0;0;0
36.930.464/0001-44;2025-03-31;1;Avenida Eugênio Coneglian, N.º 3.550, Distrito Industrial, Marília/SP, CEP: 17.521-460;Fração Ideal de 73,3227% do imóvel de matrícula N.º 74.376 do 2º Oficial de Registro de Imóveis da Comarca de Marília, Estado de São Paulo, sendo a FAZENDA MARIALVA DE CIMA - ÁREA DESMEMBRADA 01 - DESDOBRO 2, situada em Marília-SP.;30202;0.246;0
36.930.464/0001-44;2025-03-31;1;Avenida Eugênio Coneglian, N.º 3.550, Distrito Industrial, Marília/SP, CEP: 17.521-460;Fração Ideal de 73,3227% do imóvel de matrícula N.º 38.516 do 2º Oficial de Registro de Imóveis da Comarca de Marília, Estado de São Paulo, sendo a FAZENDA MARIALVA DE CIMA - ÁREA REMANESCENTE "C4", situada em Marília-SP.;106800;0.754;0
36.969.658/0001-53;2025-03-31;1;Macaé, Rio de Janeiro;22918;27891;1;0
36.969.658/0001-53;2025-03-31;1;Macaé, Rio de Janeiro;20735;27889;1;0
37.295.919/0001-60;2025-03-31;1;VITORIA SANT - Rodovia BR-324, 13750;MAT. 21484;35690;1;0
38.456.598/0001-09;2025-03-31;1;Rua Comendador Mampei Funada, 406 - Terras de Imoplan - Presidente Prudente, SP 14305144;PP-TR-IMOPL1;99;1;1
38.456.598/0001-09;2025-03-31;1;Sem Informação;PP-TR-REGIN3;99;1;1
38.456.598/0001-09;2025-03-31;1;Rua Santo Casarotti, 2990 - Lote 16 - Jardim Santa fé - Presidente Prudente, SP 19060360;PP-TR-STAFE2;372.75;1;1
38.456.598/0001-09;2025-03-31;1;Rua Santo Casarotti, 265 - Lote 15 - Jardim Santa fé - Presidente Prudente, SP 19060360;PP-TR-STAFE3;393.75;1;1
38.456.598/0001-09;2025-03-31;1;Rua Santo Casarotti, 277 - Lote 14 - Jardim Santa fé - Presidente Prudente, SP 19060360;PP-TR-STAFE4;252;1;1
38.456.598/0001-09;2025-03-31;1;Rua Alrino Cristino, 428 - Lote A5 - Parque Watal Ishibashi - Presidente Prudente, SP 19023450;PP-TR-WATAL1;130.66;1;1
38.456.598/0001-09;2025-03-31;1;Travessa Atílio Albertini, s/n - Lote B - Distrito Industrial - Regente Feijó, SP 19570000;RF-LT-INDUS1;2400;1;1
39.347.413/0001-82;2025-03-31;1;Rua Denise Alves de Medeiros Campina Grande - Paraíba;Terreno adquirido de acordo com a escritura pública de compra e venda cuja aquisição está averbado junto a matrícula do imóvel.;12000;1;0
39.583.723/0001-04;2025-03-31;1;AV UM, S/N PARQUE INDUSTRIAL, CIDADE DE CONTAGEM - MGGLEBA nª 01;lugar denominado FAZENDA DA TAPERA em Contagem/MG, com área de 52.242,19m², com limites e confrontações de acordo com a matrícula 168.070 do SRI de Contagem/MG;52242.19;1;1
39.591.218/0001-01;2025-03-31;1;Rua Nicolau dos Santos, nº 40, São Paulo-SP;Imóvel registrado sob o nº 34.192 no Cartório de RGI de Imóveis da Capital de SP;883;1;1
39.714.024/0001-48;2025-03-31;1;Rua Camboriú - Joinville/SC;Terreno urbano, objeto da matrícula 49.642, situado na Rua Camboriú, distante 71,71 metros da Rua Desembargador Nelson Nunes Guimarães. Destinado à operação do estacionamento do centro de tratamento de olhos.;3878.9;1;0.015856
40.010.015/0001-55;2025-03-31;1;Rua Olynto Orsini, 48 - Bairro das Indústrias, Belo Horizonte - MG;LOTE 45 - Matrícula 65.608;16108.91;0;0
40.010.015/0001-55;2025-03-31;1;Rua Manoel Alves, Contagem - MG;CONTAGEM - Matrícula 93969;5248.86;0;0
40.010.015/0001-55;2025-03-31;1;Fazenda Santa Maria, S/N, Esmeraldas - MG;FZ ST ISABEL - Matrícula 24830;33807;0;0
40.346.049/0001-15;2025-03-31;1;Terreno em conjunto com o imóvel - Cabreuva - SP, localizado na Rodovia Don Gabriel Paulino Couto, Km 83 - Cidade de Cabreuva/SP;Terreno em conjunto com o imóvel - Cabreuva - SP, localizado na Rodovia Don Gabriel Paulino Couto, Km 83 - Cidade de Cabreuva/SP;64992.82;0.03;0
41.081.336/0001-03;2025-03-31;1;Avenida do Taboão, nº 899, São Bernardo do Campo - SP;FORD;35200;0.861818;0
41.081.336/0001-03;2025-03-31;1;Avenida Guarapiranga, 752 -  Vila Socorro, São Paulo;Shopping Fiesta;10705.53;0.138182;0
41.114.606/0001-35;2025-03-31;1;Avenida Josepha Holanda de Mello, s/n Terreno 06 - Bairro Cruz das Almas;Terreno adquirido conforme escritura pública de compra e venda.;14202.23;1;0
41.219.454/0001-35;2025-03-31;1;Quadra 050 - Lote 06 - Jardim Inápolis - Campo grande MS;Matrícula 1943;0;0;0
41.251.337/0001-59;2025-03-31;1;Av. Francisco Loup,1815 - São Sebastião - SP;Terreno e suas edificações localizado na Avenida Francisco Loup, 1815, Praia de Maresias, São Sebastião/SP, bem como o terreno de marinha, contíguo e alodial ao anterior, totalizando a área de 14.083,00m² e área construída de 1.924,34m², objeto da matrícula nº. 34.459;14083;1;0
41.650.310/0001-39;2025-03-31;1;Avenida Capitão Júlio Bezerra, Lotes 42, Bairro Nossa Senhora Aparecida, Manaus,Amazonas.;Matricula 1025;1160;1;0
41.650.310/0001-39;2025-03-31;1;Rua Amparo do Itororó, bairro Alvorada,Manaus, Amazonas.;Matrícula 12.657;16550.4;1;0
41.650.310/0001-39;2025-03-31;1;Avenida Max Teixeira, Bairro Cidade Nova, Manaus, Amazonas;Matrícula 15240;3000;1;0
41.650.310/0001-39;2025-03-31;1;Avenida Capitão Júlio Bezerra, Lotes 96, Bairro Nossa Senhora Aparecida, Manaus,Amazonas.;Matrícula 16408;984;1;0
41.650.310/0001-39;2025-03-31;1;Ruas Dona Clô e Alvaro Maia, Lote 490,Bairro Nossa Senhora Aparecida,Manaus, Amazonas,;Matrícula 2319;1078;1;0
41.650.310/0001-39;2025-03-31;1;Avenida Capitão Júlio Bezerra, Lotes 62, Bairro Nossa Senhora Aparecida, Manaus,Amazonas.;Matrícula 2396;630;1;0
41.650.310/0001-39;2025-03-31;1;Avenida Desembargador João Machado, Lote 4, Bairro Campos Elíseos,Manaus, Amazonas;Matrícula 3574;1379670;1;0
41.650.310/0001-39;2025-03-31;1;Avenida Capitão Júlio Bezerra, Lotes 83, Bairro Nossa Senhora Aparecida, Manaus,Amazonas.;Matrícula 5384;980;1;0
41.650.310/0001-39;2025-03-31;1;Ruas Dona Clô e Alvaro Maia, Lote 490,Bairro Nossa Senhora Aparecida,Manaus, Amazonas,;Matrícula 52563;969.3;1;0
41.650.310/0001-39;2025-03-31;1;Ruas Dona Clô e Alvaro Maia, Lote 490,Bairro Nossa Senhora Aparecida,Manaus, Amazonas,;Matrícula 6.232;947.75;1;0
41.650.310/0001-39;2025-03-31;1;Rua Moacir Baima, nº 407, Parque 10 de novembro, Manaus, Amazonas.;Matrícula 64.777;1000;1;0
41.833.876/0001-04;2025-03-31;1;Fazenda Uanalua, estrada Trancoso - Arraial D'Ajuda, s/n, Trancoso, Porto Seguro/BA;Direito de propriedade;326698.31;1;1
41.969.537/0001-41;2025-03-31;1;Rua "D", da Quadra 01 do Loteamento denominado Praia da Ribeira;-;1092;0.0197534;0.0196884
41.969.537/0001-41;2025-03-31;1;Loteamento porto Bracuhy, situado na Fazenda Bracuí;-;2561.82;0.0613427;0.061141
41.969.537/0001-41;2025-03-31;1;Fazenda Itapinhoacanga;-;23029.86;0.063281;0.0630729
41.969.537/0001-41;2025-03-31;1;Fazenda Itapinhoacanga;-;5350;0.0176502;0.0175922
41.969.537/0001-41;2025-03-31;1;Fazenda Itapinhoacanga - Condomínio dos Sinos;-;23631.91;0.0647243;0.0645115
41.969.537/0001-41;2025-03-31;1;Ilha da Gipóia;-;1900;0.029795;0.0296971
41.969.537/0001-41;2025-03-31;1;Porto Bracuhy - Fazenda Bracuí;-;2656;0.0542703;0.0540918
41.969.537/0001-41;2025-03-31;1;Porto Bracuhy - Fazenda Bracuí;-;1232.06;0.0370531;0.0369312
41.969.537/0001-41;2025-03-31;1;Porto Bracuhy - Fazenda Bracuí;-;1209.01;0.0363314;0.0362119
41.969.537/0001-41;2025-03-31;1;Lote de Terreno nº 09, da Quadra J, da Gleba A, do Loteamento denominado Frade, situado na Fazenda do Frade;-;1353;0.0167017;0.0166468
41.969.537/0001-41;2025-03-31;1;Lote de Terreno nº 34-A, da Quadra I, da Gleba A, do Loteamento denominado Frade, situado na Fazenda do Frade;-;883;0.0115056;0.0114678
41.969.537/0001-41;2025-03-31;1;Área 08, oriunda do Loteamento denominado Enseada dos Girassóis - Bracuí;-;2644;0.0127098;0.012668
41.969.537/0001-41;2025-03-31;1;Área 12, oriunda do Loteamento denominado Enseada dos Girassóis - Bracuí;-;2644;0.0127098;0.012668
41.969.537/0001-41;2025-03-31;1;Área 16, oriunda do Loteamento denominado Enseada dos Girassóis - Bracuí;-;2644;0.0127098;0.012668
41.969.537/0001-41;2025-03-31;1;Área 20, oriunda do Loteamento denominado Enseada dos Girassóis - Bracuí;-;2644;0.0113407;0.0113034
41.969.537/0001-41;2025-03-31;1;Área 21, oriunda do Loteamento denominado Enseada dos Girassóis - Bracuí;-;2644;0.0113407;0.0113034
41.969.537/0001-41;2025-03-31;1;Área 22, oriunda do Loteamento denominado Enseada dos Girassóis - Bracuí;-;2644;0.0127098;0.012668
41.969.537/0001-41;2025-03-31;1;Área 23, oriunda do Loteamento denominado Enseada dos Girassóis - Bracuí;-;2644;0.0113407;0.0113034
41.969.537/0001-41;2025-03-31;1;Área 24, oriunda do Loteamento denominado Enseada dos Girassóis - Bracuí;-;2644;0.0127098;0.012668
41.969.537/0001-41;2025-03-31;1;Área 25, oriunda do Loteamento denominado Enseada dos Girassóis - Bracuí;-;2644;0.0113407;0.0113034
41.969.537/0001-41;2025-03-31;1;Área 26, oriunda do Loteamento denominado Enseada dos Girassóis - Bracuí;-;5623;0.0268052;0.0267171
41.969.537/0001-41;2025-03-31;1;Área 28, oriunda do Loteamento denominado Enseada dos Girassóis - Bracuí;-;15791.5;0.0659821;0.0657651
41.969.537/0001-41;2025-03-31;1;Área 33, oriunda do Loteamento denominado Enseada dos Girassóis - Bracuí;-;55785.49;0.1990804;0.1984257
41.969.537/0001-41;2025-03-31;1;Loteamento Fazenda Itapinhoacanga;-;79355.08;0.1868118;0.1861975
41.978.140/0001-16;2025-03-31;1;Av. Heraclito Fontoura Sobral Pinto, nº350;Direito de superficie Ribeirão Preto - Mat. 134.893;24717.44;0;0
41.978.140/0001-16;2025-03-31;1;Av. Comendador Agostinho Prada, 3080 - Limeira - São Paulo;Direito de superfície Limeira - Mat. 103.167;6868.18;0;0
41.978.140/0001-16;2025-03-31;1;Av. Portugal, 690 - Centro / Santo André - SP;Direito de superfície Portugal - Mat. 63.015;1000;0;0
41.978.140/0001-16;2025-03-31;1;Rua Bernardino de Campos, nº 1033 - São Paulo / SP;Direito de superfície Roberto Marinho - Mat. 255.776;6117;0;0
41.978.140/0001-16;2025-03-31;1;Rua Paes Leme, nº 215 - São Paulo / SP;Direito de superfície Thera Faria Lima - Mat 143.716;660.53;0;0
42.537.540/0001-59;2025-03-31;1;Avenida Pepe, 1124,  Barra Da Tijuca, Rio De Janeiro/RJ, Brasil, 22620-171;Direito de Propriedade;781;0.737008;1E-06
42.537.540/0001-59;2025-03-31;1;Avenida Dos Bandeirantes, S/n°, Costazul, Rio Das Ostras/RJ, Brasil, 28895-314;Direito de Propriedade;990;0.262992;1E-06
43.565.147/0001-31;2025-03-31;2;Estrada Municipal Arraial D'Ajuda/Trancoso, Km 18, Distrito de Vale Verde;Matrícula nº.22.775 do Oficial de Registro de Imóveis de Porto Seguro-BA;525575.29;0;1
43.671.250/0001-66;2025-03-31;1;Av. Rotary, 710 - S/Nº (Industriais);O terreno está situado na cidade de Guarulhos e é constituído por uma quadra. Matrícula 33.993;3068.05;0.0889;0
43.671.250/0001-66;2025-03-31;1;Rua Eng. C. Oliveita (Lote 2);O terreno está situado na cidade de Guarulhos e é constituído por uma quadra. Matrícula 33.994;1705.25;0.0404;0
43.671.250/0001-66;2025-03-31;1;Rua Eng. C. Oliveita (Lote 3);O terreno está situado na cidade de Guarulhos e é constituído por uma quadra. Matrícula 33.995;1660.25;0.0394;0
43.671.250/0001-66;2025-03-31;1;Rua Eng. C. Oliveita (Lote 4);O terreno está situado na cidade de Guarulhos e é constituído por uma quadra. Matrícula 33.996;1630.5;0.0387;0
43.671.250/0001-66;2025-03-31;1;Rua Eng. C. Oliveita (Lote 5);O terreno está situado na cidade de Guarulhos e é constituído por uma quadra. Matrícula 33.397;1745.75;0.0414;0
43.671.250/0001-66;2025-03-31;1;Rua Eng. C. Oliveita (Lote 6);O terreno está situado na cidade de Guarulhos e é constituído por uma quadra. Matrícula 33.398;2012.25;0.0477;0
43.671.250/0001-66;2025-03-31;1;Rua Eng. C. Oliveita (Lote 7);O terreno está situado na cidade de Guarulhos e é constituído por uma quadra. Matrícula 33.999;2301;0.0546;0
43.671.250/0001-66;2025-03-31;1;Av. C. F. Endres (Lote 8);O terreno está situado na cidade de Guarulhos e é constituído por uma quadra. Matrícula 34.000;1365;0.0324;0
43.671.250/0001-66;2025-03-31;1;Av. C. F. Endres (Lote 9);O terreno está situado na cidade de Guarulhos e é constituído por uma quadra. Matrícula 34.001;1365;0.0324;0
43.671.250/0001-66;2025-03-31;1;Av. C. F. Endres (Lote 10);O terreno está situado na cidade de Guarulhos e é constituído por uma quadra. Matrícula 34.002;1725;0.0409;0
43.671.250/0001-66;2025-03-31;1;Av. C. F. Endres (Lote 11);O terreno está situado na cidade de Guarulhos e é constituído por uma quadra. Matrícula 34.003;1725;0.0409;0
43.671.250/0001-66;2025-03-31;1;Av. C. F. Endres (Lote 12);O terreno está situado na cidade de Guarulhos e é constituído por uma quadra. Matrícula 34.004;2066.25;0.049;0
43.671.250/0001-66;2025-03-31;1;Av. C. F. Endres (Lote 13);O terreno está situado na cidade de Guarulhos e é constituído por uma quadra. Matrícula 34.005;2175;0.0516;0
43.671.250/0001-66;2025-03-31;1;Av. C. F. Endres (Lote 14);O terreno está situado na cidade de Guarulhos e é constituído por uma quadra. Matrícula 34.006;2107.5;0.05;0
43.671.250/0001-66;2025-03-31;1;Av. C. F. Endres (Lote 15);O terreno está situado na cidade de Guarulhos e é constituído por uma quadra. Matrícula 34.007;3028.1;0.0718;0
43.671.250/0001-66;2025-03-31;1;Rua Eng. C. Olivetti (Lote 18);O terreno está situado na cidade de Guarulhos e é constituído por uma quadra. Matrícula 34.010;2407.5;0.0685;0
43.671.250/0001-66;2025-03-31;1;Rua Eng. C. Olivetti (Lote 19);O terreno está situado na cidade de Guarulhos e é constituído por uma quadra. Matrícula 34.011;1851.07;0.0467;0
43.671.250/0001-66;2025-03-31;1;Rua Eng. C. Olivetti (Lote 20);O terreno está situado na cidade de Guarulhos e é constituído por uma quadra. Matrícula 34.012;1945.5;0.0617;0
