CNPJ_Fundo_Classe;Data_Referencia;Versao;Nome_Imovel;Endereco;Data_Alienacao;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Imovel_Total_Investido;Percentual_Imovel_PL
24.796.967/0001-90;2025-03-31;1;Edificio Saint Claire Residences;Rua Henrique Oswald, 140, Sem Complemento, Copacabana, Rio De Janeiro/RJ, Brasil, 22041-020;2025-01-12;131;1;Direito de Propriedade;0.01109625144276;1.17015650490395
24.796.967/0001-90;2025-03-31;1;Edificio Mont Seny;Rua Marques De Sao Vicente, 226, Sem Complemento, Gávea, Rio De Janeiro/RJ, Brasil, 22451-042;2025-02-27;440.77;1;Direito de Propriedade;0.02369157210253;2.74087452591237
24.796.967/0001-90;2025-03-31;1;Edificio Pedroso Alvarenga;Rua Pedroso Alvarenga, 86, Sem Complemento, Itaim Bibi, São Paulo/SP, Brasil, 04531-000;2025-01-09;150.03;3;Direito de Propriedade;0.01426229024451;1.50403150023506
24.796.967/0001-90;2025-03-31;1;Edificio Lagoa das Raizes;Rua Professor Gastao Bahiana, 615, Sem Complemento, Lagoa, Rio De Janeiro/RJ, Brasil, 22071-055;2025-02-13;308;1;Direito de Propriedade;0.02115657388756;2.44760095163975
26.813.118/0001-22;2025-03-31;1;Sítio Pedregulho - Matrícula 91.820;Rua Colina 501/502 - Agua Chata - Guarulhos - SP;2025-01-15;15328.7;1;imóvel;1;1.2406
28.893.734/0001-66;2025-03-31;1;SV_306B;Rua Coronel Veiga,  585 - Coronel Veiga Residencial San Vicenzo Unidade 306 B;2025-02-26;71.68;1;Nenhuma característica relevante;0.035265;0.026968
28.893.734/0001-66;2025-03-31;1;GV2_505;Rua Ituverava, 562 - SPE Ituverava Empreendimentos Imobiliários Condomínio Grand Village Freguesia Unidade 505 2;2025-01-03;119.95;1;Nenhuma característica relevante;0.043213;0.033046
28.893.734/0001-66;2025-03-31;1;GV3_506;Rua Ituverava, 562 - SPE Ituverava Empreendimentos Imobiliários Condomínio Grand Village Freguesia Unidade 506 3;2025-01-30;207.45;1;Nenhuma característica relevante;0.058611;0.044821
29.641.226/0001-53;2025-03-31;1;Pernambucanas Ibiporã;Av. Paraná, Esq. R. D. Pedro ii, 112, Ibiporã, PR;2025-02-28;988.49;1;-;0.001142;0.001292
29.641.226/0001-53;2025-03-31;1;Porto Velho;Rodovia BR 364, s/n Km 3,5;2025-01-28;7910;1;-;0.005372;0.006075
30.495.165/0001-42;2025-03-31;1;MM2  G01  (Módulos 1 ao 12);Rodovia BR-101 Sul, nº 5225, Lote 004B, Ditrito de Ponte dos Carvalhos, Município de Cabo de Santo Agostinho, Pernambuco, CEP 54503-900;2025-01-24;53930;1;N/A;1;0.26
30.495.165/0001-42;2025-03-31;1;MM2  G01  (Módulos 13 ao 24);Rodovia BR-101 Sul, nº 5225, Lote 004B, Ditrito de Ponte dos Carvalhos, Município de Cabo de Santo Agostinho, Pernambuco, CEP 54503-900;2025-01-24;56122.89;1;N/A;1;0.31
30.567.216/0001-02;2025-03-31;1;Edifício Banco Mercantil do Brasil;Avenida Paulista, 925;2025-03-26;215.71;1;Conjunto 102 do Edifício Banco Mercantil. Objeto da matrícula 73.372 com duas vagas de garagem objetos de matrículas distintas cujos número são: vaga 30 matrícula 73.373 e vaga 31 matrícula 73.374.;0.000676810978524795;0.000780383506941258
30.567.216/0001-02;2025-03-31;1;Edifício Millenium;Av. Brigadeiro Faria Lima, 3015;2025-02-25;181.17;1;Conjunto 132 do Edifício Millennium com utilização de 8 vagas de garagem. Objeto da matrícula 153.312 .;0.00900699267571748;0.0106220536802181
31.508.219/0001-20;2025-03-31;1;Vargas;Avenida Presidente Vargas, 824, Centro, Rio de Janeiro;2025-02-20;15497.63;23;Não se aplica;0.363829;0.1691
32.903.702/0001-71;2025-03-31;1;Galpão Logístico Barueri - SP;Avenida Tucunaré , 720, Tamboré - CEP: 06460-020, Barueri - SP;2025-02-27;18884;1;N/A;0.0884424589703336;0.0865204403744824
34.508.923/0001-70;2025-03-31;1;HIPICA MAX G;Rua Manoel Ribero da Cruz, S/N, São Paulo - SP, CEP 04716-030;2025-02-27;861.12;1;Não se aplica;0.150369;0.12959
34.691.925/0001-48;2025-03-31;1;NP_1111;Rua Dr. Nilo Peçanha, 100 - Sala 1111 - Centro, Guarulhos/SP;2025-01-09;34.17;1;Nenhuma característica relevante;0.000306;0.000334
34.691.925/0001-48;2025-03-31;1;NP_1201;Rua Dr. Nilo Peçanha, 100 - Sala 1201 - Centro, Guarulhos/SP;2025-01-22;38.48;1;Nenhuma característica relevante;0.000323;0.000352
34.691.925/0001-48;2025-03-31;1;NM_6_L;Av. A - Quadra F1, 4165 - Loja 6, Praia do Paiva - Cabo de Santo Agostinho-PE;2025-01-30;62.43;1;Nenhuma característica relevante;0.00105;0.001143
34.691.925/0001-48;2025-03-31;1;P1417_3;Rua Equador, N° 43 - "Porto Atlântico Leste";2025-02-17;27.78;1;Nenhuma característica relevante;0.0005;0.000544
34.691.925/0001-48;2025-03-31;1;NM_411_3;Sala Comercial OR Empreendimentos Novo Mundo Unidade 411 - Av. A nº 4165;2025-02-10;143.69;1;Nenhuma característica relevante;0.000695;0.000757
34.691.925/0001-48;2025-03-31;1;NM_413_3;Sala Comercial OR Empreendimentos Novo Mundo Unidade 413 - Av. A nº 4165;2025-02-10;109.18;1;Nenhuma característica relevante;0.000528;0.000575
34.691.925/0001-48;2025-03-31;1;NM_415_3;Sala Comercial OR Empreendimentos Novo Mundo Unidade 415 - Av. A nº 4165;2025-02-13;96.46;1;Nenhuma característica relevante;0.000466;0.000508
34.691.925/0001-48;2025-03-31;1;NM_416_3;Sala Comercial OR Empreendimentos Novo Mundo Unidade 416 - Av. A nº 4165;2025-02-10;96.46;1;Nenhuma característica relevante;0.000466;0.000508
34.691.925/0001-48;2025-03-31;1;NM_417_3;Sala Comercial OR Empreendimentos Novo Mundo Unidade 417 - Av. A nº 4165;2025-02-03;96.46;1;Nenhuma característica relevante;0.000466;0.000508
34.691.925/0001-48;2025-03-31;1;NM_418_3;Sala Comercial OR Empreendimentos Novo Mundo Unidade 418 - Av. A nº 4165;2025-01-30;96.46;1;Nenhuma característica relevante;0.000466;0.000508
34.691.925/0001-48;2025-03-31;1;VER_B113;Loja Calçada Condomínio Vertice Unidade 113 B - Av. Miguel Antonio Frnandes, 1333;2025-02-28;159.17;1;Nenhuma característica relevante;0.002312;0.002517
34.691.925/0001-48;2025-03-31;1;VER_B306;Sala Comercial Calçada Condomínio Vertice Unidade 306 B - Av. Miguel Antonio Frnandes, 1333;2025-02-25;33.44;1;Nenhuma característica relevante;0.000315;0.000343
34.691.925/0001-48;2025-03-31;1;VER_A310;Sala Comercial Calçada Condomínio Vertice Unidade 310 A - Av. Miguel Antonio Frnandes, 1333;2025-02-21;32.73;1;Nenhuma característica relevante;0.000332;0.000361
34.691.925/0001-48;2025-03-31;1;VER_B315;Sala Comercial Calçada Condomínio Vertice Unidade 315 B - Av. Miguel Antonio Frnandes, 1333;2025-03-11;33.44;1;Nenhuma característica relevante;0.000315;0.000343
34.691.925/0001-48;2025-03-31;1;VER_B522;Sala Comercial Calçada Condomínio Vertice Unidade 522 B - Av. Miguel Antonio Frnandes, 1333;2025-03-05;38.36;1;Nenhuma característica relevante;0.000357;0.000389
34.691.925/0001-48;2025-03-31;1;VER_B528;Sala Comercial Calçada Condomínio Vertice Unidade 528 B - Av. Miguel Antonio Frnandes, 1333;2025-03-10;33.49;1;Nenhuma característica relevante;0.000315;0.000343
34.691.925/0001-48;2025-03-31;1;VER_B533;Sala Comercial Calçada Condomínio Vertice Unidade 533 B - Av. Miguel Antonio Frnandes, 1333;2025-01-17;75.98;1;Nenhuma característica relevante;0.000735;0.000801
34.691.925/0001-48;2025-03-31;1;VER_B601;Sala Comercial Calçada Condomínio Vertice Unidade 601 B - Av. Miguel Antonio Frnandes, 1333;2025-02-20;74.47;1;Nenhuma característica relevante;0.000693;0.000755
34.691.925/0001-48;2025-03-31;1;VER_B612;Sala Comercial Calçada Condomínio Vertice Unidade 612 B - Av. Miguel Antonio Frnandes, 1333;2025-02-14;35.87;1;Nenhuma característica relevante;0.000349;0.000379
34.691.925/0001-48;2025-03-31;1;VER_A620;Sala Comercial Calçada Condomínio Vertice Unidade 620 A - Av. Miguel Antonio Frnandes, 1333;2025-02-19;33.41;1;Nenhuma característica relevante;0.000332;0.000361
34.691.925/0001-48;2025-03-31;1;U_104_B;Sala Comercial Fernando Linhares Unique Condominium Unidade 104 Business - Rua Franciso Candido Magalhães, 40;2025-03-06;43.4502;1;Nenhuma característica relevante;0.00063;0.000686
34.691.925/0001-48;2025-03-31;1;U_204_B;Sala Comercial Fernando Linhares Unique Condominium Unidade 204 Business - Rua Franciso Candido Magalhães, 40;2025-03-06;43.4502;1;Nenhuma característica relevante;0.00063;0.000686
34.691.925/0001-48;2025-03-31;1;U_108_T;Sala Comercial Fernando Linhares Unique Condominium Unidade 108 Trade - Rua Franciso Candido Magalhães, 40;2025-03-18;49.4091;1;Nenhuma característica relevante;0.000672;0.000732
34.691.925/0001-48;2025-03-31;1;U_109_T;Sala Comercial Fernando Linhares Unique Condominium Unidade 109 Trade - Rua Franciso Candido Magalhães, 40;2025-02-17;49.4091;1;Nenhuma característica relevante;0.000672;0.000732
34.691.925/0001-48;2025-03-31;1;U_201_T;Sala Comercial Fernando Linhares Unique Condominium Unidade 201 Trade - Rua Franciso Candido Magalhães, 40;2025-02-11;49.2073;1;Nenhuma característica relevante;0.00063;0.000686
34.691.925/0001-48;2025-03-31;1;U_207_T;Sala Comercial Fernando Linhares Unique Condominium Unidade 207 Trade - Rua Franciso Candido Magalhães, 40;2025-01-17;49.4091;1;Nenhuma característica relevante;0.00063;0.000686
34.691.925/0001-48;2025-03-31;1;U_208_T;Sala Comercial Fernando Linhares Unique Condominium Unidade 208 Trade - Rua Franciso Candido Magalhães, 40;2025-01-03;49.4091;1;Nenhuma característica relevante;0.00063;0.000686
34.691.925/0001-48;2025-03-31;1;U_1407_T;Sala Comercial Fernando Linhares Unique Condominium Unidade 1407 Trade - Rua Franciso Candido Magalhães, 40;2025-03-28;49.4091;1;Nenhuma característica relevante;0.000672;0.000732
34.691.925/0001-48;2025-03-31;1;U_1902_T;Sala Comercial Fernando Linhares Unique Condominium Unidade 1902 Trade - Rua Franciso Candido Magalhães, 40;2025-02-14;49.4091;1;Nenhuma característica relevante;0.000714;0.000778
34.691.925/0001-48;2025-03-31;1;U_2006_T;Sala Comercial Fernando Linhares Unique Condominium Unidade 2006 Trade - Rua Franciso Candido Magalhães, 40;2025-02-21;91.6953;1;Nenhuma característica relevante;0.001219;0.001327
34.691.925/0001-48;2025-03-31;1;U_2106_T;Sala Comercial Fernando Linhares Unique Condominium Unidade 2106 Trade - Rua Franciso Candido Magalhães, 40;2025-01-13;91.6953;1;Nenhuma característica relevante;0.001219;0.001327
34.691.925/0001-48;2025-03-31;1;U_3_B;Sala Comercial Fernando Linhares Unique Condominium Unidade 3 Business - Rua Franciso Candido Magalhães, 40;2025-02-10;103.6641;1;Nenhuma característica relevante;0.00158;0.00172
35.652.102/0001-76;2025-03-31;1;Vila Olimpia Corporate;Rua Fidencio Ramos, 302, Sem Complemento, Vila Olimpia, Sao Paulo/SP, Brasil, 04551-010;2025-01-31;756.32;2;Não possui características que destoe dos demais;0.0599;0.007045
36.517.660/0001-91;2025-03-31;1;Cyrela for you;Rua Apeninos, 973, Paraíso, São Paulo - SP;2025-03-31;553.5;17;n-a;0.169983;0.046446
37.112.770/0001-36;2025-03-31;1;REC Log Camaçari;Via de Ligação, 109, Polo Industrial, Camaçari/BA;2025-01-29;47441.41;1;Direito de propriedade;1.2231;0.1103
38.456.508/0001-71;2025-03-31;1;EDIFICIO BELLA;Avenida Jk, S/n, Quadra 38, Lote S/l, Jardim America, Itumbiara/GO, Brasil, 75523-425;2025-01-29;4785.6;2;Direito de propriedade.;0.00857937531077;0.86815102858061
40.575.940/0001-23;2025-03-31;1;SOUZA CRUZ;Rua Professor Sarmento Barata, nº 297, Porto Alegre-RS, CEP 90240-640.;2025-03-19;3515.77;1;N/A;0.03145;0.047126
41.218.404/0001-33;2025-03-31;1;Con.A.Mello, 116;Rua Cônego Amaral Mello, 116, apto 13;2025-02-04;540.28;1;Matrícula 173616;0.1063;0.1016
41.325.993/0001-59;2025-03-31;1;IVC Greenwich Park;Rua Martinho Lutero, 99, na Cidade de Londrina/PR;2025-02-24;249.76;2;matrícula 80.137 do 2º Ofício de Registro de Imóveis - unidades 1001, 1704;0.0102;0.0076
41.325.993/0001-59;2025-03-31;1;IVC Jh Palhano;Rua João Huss,520, Cidade de Londrina, no Estado do Paraná;2025-02-24;199.2;4;matrícula 60.110 do 1º Ofício de Registro de Imóveis - unidades 1503, 1507, 2001, 2009;0.0066;0.005
43.008.884/0001-33;2025-03-31;1;Edificio Edson;Rua Edson, 1400, Sem Complemento, Campo Belo, São Paulo/SP, Brasil, 04618-035;2025-02-10;2343.45;1;Direito de propriedade.;0.14669544815811;0.14710012232282
47.154.849/0001-83;2025-03-31;1;SKY_1211;R. da Paz, 1601;2025-02-20;75.5;1;Nenhuma característica relevante;0.003014;0.001677
47.154.849/0001-83;2025-03-31;1;SKY_1401;R. da Paz, 1601;2025-02-03;76.9;1;Nenhuma característica relevante;0.003298;0.001835
47.154.849/0001-83;2025-03-31;1;SKY_1418;R. da Paz, 1601;2025-02-03;76.9;1;Nenhuma característica relevante;0.003298;0.001835
47.154.849/0001-83;2025-03-31;1;SKY_1505;R. da Paz, 1601;2025-03-20;74.4;1;Nenhuma característica relevante;0.003066;0.001706
47.154.849/0001-83;2025-03-31;1;SKY_1512;R. da Paz, 1601;2025-02-18;82.7;1;Nenhuma característica relevante;0.003876;0.002157
47.154.849/0001-83;2025-03-31;1;SKY_1603;R. da Paz, 1601;2025-01-10;82.7;1;Nenhuma característica relevante;0.003552;0.001976
47.154.849/0001-83;2025-03-31;1;SKY_1811;R. da Paz, 1601;2025-03-07;75.5;1;Nenhuma característica relevante;0.003205;0.001783
47.154.849/0001-83;2025-03-31;1;SKY_2004;R. da Paz, 1601;2025-03-27;71.8;1;Nenhuma característica relevante;0.002893;0.001609
47.154.849/0001-83;2025-03-31;1;SKY_2005;R. da Paz, 1601;2025-03-27;74.4;1;Nenhuma característica relevante;0.003124;0.001738
47.154.849/0001-83;2025-03-31;1;SKY_2006;R. da Paz, 1601;2025-03-27;71.8;1;Nenhuma característica relevante;0.002893;0.001609
47.154.849/0001-83;2025-03-31;1;SKY_2207;R. da Paz, 1601;2025-03-05;82.7;1;Nenhuma característica relevante;0.003691;0.002054
47.154.849/0001-83;2025-03-31;1;SKY_2208;R. da Paz, 1601;2025-03-05;75.5;1;Nenhuma característica relevante;0.003217;0.00179
47.154.849/0001-83;2025-03-31;1;SKY_2209;R. da Paz, 1601;2025-03-05;76.9;1;Nenhuma característica relevante;0.003298;0.001835
47.154.849/0001-83;2025-03-31;1;SKY_2216;R. da Paz, 1601;2025-01-02;82.7;1;Nenhuma característica relevante;0.00408;0.00227
47.154.849/0001-83;2025-03-31;1;SKY_2217;R. da Paz, 1601;2025-01-02;75.5;1;Nenhuma característica relevante;0.003557;0.001979
47.154.849/0001-83;2025-03-31;1;SKY_2501;R. da Paz, 1601;2025-01-10;76.9;1;Nenhuma característica relevante;0.003798;0.002113
47.154.849/0001-83;2025-03-31;1;SKY_2502;R. da Paz, 1601;2025-01-10;75.5;1;Nenhuma característica relevante;0.003707;0.002063
47.154.849/0001-83;2025-03-31;1;SKY_2503;R. da Paz, 1601;2025-01-13;82.7;1;Nenhuma característica relevante;0.003973;0.002211
47.154.849/0001-83;2025-03-31;1;SKY_2504;R. da Paz, 1601;2025-01-13;71.8;1;Nenhuma característica relevante;0.003059;0.001702
47.154.849/0001-83;2025-03-31;1;SKY_2505;R. da Paz, 1601;2025-01-10;74.4;1;Nenhuma característica relevante;0.003251;0.001809
47.154.849/0001-83;2025-03-31;1;SKY_2506;R. da Paz, 1601;2025-01-10;71.8;1;Nenhuma característica relevante;0.003059;0.001702
47.154.849/0001-83;2025-03-31;1;SKY_2507;R. da Paz, 1601;2025-01-10;82.7;1;Nenhuma característica relevante;0.003798;0.002113
47.154.849/0001-83;2025-03-31;1;GA_1206C;Av. Farroupilha, 5508;2025-03-05;123.2;1;Nenhuma característica relevante;0.004223;0.00235
47.154.849/0001-83;2025-03-31;1;GA_558BV;Av. Farroupilha, 5508;2025-03-05;29.6;1;Nenhuma característica relevante;0.000405;0.000225
47.154.849/0001-83;2025-03-31;1;GR_304A;R. Aurora, 1250;2025-01-10;96.7;1;Nenhuma característica relevante;0.003125;0.001739
47.154.849/0001-83;2025-03-31;1;GR_305A;R. Aurora, 1250;2025-01-30;96.7;1;Nenhuma característica relevante;0.003355;0.001867
47.154.849/0001-83;2025-03-31;1;GR_505A;R. Aurora, 1250;2025-01-13;96.7;1;Nenhuma característica relevante;0.003587;0.001996
47.154.849/0001-83;2025-03-31;1;GR_507A;R. Aurora, 1250;2025-01-07;121.8;1;Nenhuma característica relevante;0.004223;0.00235
47.154.849/0001-83;2025-03-31;1;GR_602B;R. Aurora, 1250;2025-03-21;121.8;1;Nenhuma característica relevante;0.004339;0.002414
47.154.849/0001-83;2025-03-31;1;GR_1104B;R. Aurora, 1250;2025-03-21;96.7;1;Nenhuma característica relevante;0.003555;0.001978
47.154.849/0001-83;2025-03-31;1;GR_304B;R. Aurora, 1250;2025-03-21;96.7;1;Nenhuma característica relevante;0.003125;0.001739
47.154.849/0001-83;2025-03-31;1;GR_1304B;R. Aurora, 1250;2025-02-05;96.7;1;Nenhuma característica relevante;0.003529;0.001963
47.154.849/0001-83;2025-03-31;1;GR_307B;R. Aurora, 1250;2025-01-20;121.8;1;Nenhuma característica relevante;0.004073;0.002266
47.154.849/0001-83;2025-03-31;1;GR_211C;R. Aurora, 1250;2025-02-18;121.8;1;Nenhuma característica relevante;0.004223;0.00235
47.154.849/0001-83;2025-03-31;1;GR_212C;R. Aurora, 1250;2025-01-09;96.7;1;Nenhuma característica relevante;0.003471;0.001931
47.154.849/0001-83;2025-03-31;1;GR_203C;R. Aurora, 1250;2025-02-12;121.8;1;Nenhuma característica relevante;0.004513;0.002511
47.154.849/0001-83;2025-03-31;1;GR_409C;R. Aurora, 1250;2025-03-27;96.7;1;Nenhuma característica relevante;0.003298;0.001835
47.154.849/0001-83;2025-03-31;1;GR_201D;R. Aurora, 1250;2025-01-10;96.7;1;Nenhuma característica relevante;0.003483;0.001938
47.154.849/0001-83;2025-03-31;1;GR_212D;R. Aurora, 1250;2025-02-28;96.7;1;Nenhuma característica relevante;0.003483;0.001938
47.154.849/0001-83;2025-03-31;1;GR_303D;R. Aurora, 1250;2025-03-27;121.8;1;Nenhuma característica relevante;0.004339;0.002414
47.154.849/0001-83;2025-03-31;1;GR_703D;R. Aurora, 1250;2025-02-28;121.8;1;Nenhuma característica relevante;0.004352;0.002421
47.154.849/0001-83;2025-03-31;1;GR_507D;R. Aurora, 1250;2025-03-21;121.8;1;Nenhuma característica relevante;0.004513;0.002511
47.154.849/0001-83;2025-03-31;1;GR_208D;R. Aurora, 1250;2025-03-24;96.7;1;Nenhuma característica relevante;0.003274;0.001822
47.154.849/0001-83;2025-03-31;1;GR_808D;R. Aurora, 1250;2025-02-04;96.7;1;Nenhuma característica relevante;0.003379;0.00188
47.154.849/0001-83;2025-03-31;1;GR_709D;R. Aurora, 1250;2025-02-04;96.7;1;Nenhuma característica relevante;0.00324;0.001802
47.154.849/0001-83;2025-03-31;1;GR_02AV;R. Aurora, 1250;2025-01-30;17.2;1;Nenhuma característica relevante;0.000405;0.000225
47.154.849/0001-83;2025-03-31;1;GR_19AV;R. Aurora, 1250;2025-03-27;22.3;1;Nenhuma característica relevante;0.000405;0.000225
47.154.849/0001-83;2025-03-31;1;GR_21AV;R. Aurora, 1250;2025-01-09;18.2;1;Nenhuma característica relevante;0.000405;0.000225
47.154.849/0001-83;2025-03-31;1;GR_32AV;R. Aurora, 1250;2025-01-13;18.2;1;Nenhuma característica relevante;0.000405;0.000225
47.154.849/0001-83;2025-03-31;1;GR_55AV;R. Aurora, 1250;2025-01-10;18.2;1;Nenhuma característica relevante;0.000405;0.000225
47.154.849/0001-83;2025-03-31;1;GR_60AV;R. Aurora, 1250;2025-02-05;18.2;1;Nenhuma característica relevante;0.000405;0.000225
47.154.849/0001-83;2025-03-31;1;GR_91AV;R. Aurora, 1250;2025-02-04;22.3;1;Nenhuma característica relevante;0.000405;0.000225
47.154.849/0001-83;2025-03-31;1;GR_93AV;R. Aurora, 1250;2025-02-04;17.2;1;Nenhuma característica relevante;0.000405;0.000225
47.154.849/0001-83;2025-03-31;1;GR_96AV;R. Aurora, 1250;2025-03-21;17.2;1;Nenhuma característica relevante;0.000405;0.000225
47.154.849/0001-83;2025-03-31;1;GR_498AV;R. Aurora, 1250;2025-03-27;27.5;1;Nenhuma característica relevante;0.000405;0.000225
47.154.849/0001-83;2025-03-31;1;GR_598AV;R. Aurora, 1250;2025-02-12;27.5;1;Nenhuma característica relevante;0.000405;0.000225
47.154.849/0001-83;2025-03-31;1;GR_425AV;R. Aurora, 1250;2025-02-28;27.5;1;Nenhuma característica relevante;0.000405;0.000225
47.154.849/0001-83;2025-03-31;1;GR_382AV;R. Aurora, 1250;2025-03-13;27.5;1;Nenhuma característica relevante;0.000405;0.000225
47.154.849/0001-83;2025-03-31;1;GR_369AV;R. Aurora, 1250;2025-02-18;27.5;1;Nenhuma característica relevante;0.000405;0.000225
47.154.849/0001-83;2025-03-31;1;GR_302AV;R. Aurora, 1250;2025-01-20;27.5;1;Nenhuma característica relevante;0.000405;0.000225
47.154.849/0001-83;2025-03-31;1;GR_280AV;R. Aurora, 1250;2025-03-21;27.5;1;Nenhuma característica relevante;0.000405;0.000225
47.154.849/0001-83;2025-03-31;1;GR_272AV;R. Aurora, 1250;2025-03-21;27.5;1;Nenhuma característica relevante;0.000405;0.000225
47.154.849/0001-83;2025-03-31;1;GR_261AV;R. Aurora, 1250;2025-03-21;27.5;1;Nenhuma característica relevante;0.000405;0.000225
47.154.849/0001-83;2025-03-31;1;GR_186AV;R. Aurora, 1250;2025-01-07;27.5;1;Nenhuma característica relevante;0.000405;0.000225
47.154.849/0001-83;2025-03-31;1;GR_133AV;R. Aurora, 1250;2025-01-10;18.2;1;Nenhuma característica relevante;0.000405;0.000225
47.154.849/0001-83;2025-03-31;1;GR_115AV;R. Aurora, 1250;2025-03-24;18.2;1;Nenhuma característica relevante;0.000405;0.000225
47.154.849/0001-83;2025-03-31;1;GR_113AV;R. Aurora, 1250;2025-02-28;18.2;1;Nenhuma característica relevante;0.000405;0.000225
47.154.849/0001-83;2025-03-31;1;UNIQ_44;Av. Lázaro de Souza Campos, 635 - Franca, SP;2025-02-07;294.3;308;Nenhuma característica relevante;0.011572;0.006439
47.154.849/0001-83;2025-03-31;1;NR2_115;Av. Doutor José Machado de Souza, 300 - Aracaju, SE;2025-02-06;143.4;1;Nenhuma característica relevante;0.005207;0.002897
47.154.849/0001-83;2025-03-31;1;GR_1307C;R. Aurora, 1250 Canoas RS;2025-03-13;121.8;1;Nenhuma característica relevante;0.004304;0.002395
47.154.849/0001-83;2025-03-31;1;NR1_18;Av. Doutor José Machado de Souza, 300 - Aracaju, SE;2025-01-17;131.9;1;Nenhuma característica relevante;0.004513;0.002511
47.154.849/0001-83;2025-03-31;1;NR1_19;Av. Doutor José Machado de Souza, 300 - Aracaju, SE;2025-02-13;149.6;1;Nenhuma característica relevante;0.005288;0.002942
47.154.849/0001-83;2025-03-31;1;NR1_39;Av. Doutor José Machado de Souza, 300 - Aracaju, SE;2025-02-04;149.6;1;Nenhuma característica relevante;0.005288;0.002942
47.154.849/0001-83;2025-03-31;1;NR2_45;Av. Doutor José Machado de Souza, 300 - Aracaju, SE;2025-02-06;149.6;1;Nenhuma característica relevante;0.005288;0.002942
47.154.849/0001-83;2025-03-31;1;NR2_116;Av. Doutor José Machado de Souza, 300 - Aracaju, SE;2025-01-03;143.4;1;Nenhuma característica relevante;0.005589;0.00311
47.154.849/0001-83;2025-03-31;1;Nex15_43;Av Chácara das Nascentes, s/n;2025-03-19;200;7;Nenhuma característica relevante;0.003552;0.001976
47.154.849/0001-83;2025-03-31;1;Nex30_58;Av Chácara das Nascentes, s/n;2025-02-25;200;14;Nenhuma característica relevante;0.003552;0.001976
47.154.849/0001-83;2025-03-31;1;Nex34_96;Av Chácara das Nascentes, s/n;2025-03-19;225;16;Nenhuma característica relevante;0.004628;0.002575
47.154.849/0001-83;2025-03-31;1;Nex14_11;Av Chácara das Nascentes, s/n;2025-02-13;200;27;Nenhuma característica relevante;0.004628;0.002575
47.154.849/0001-83;2025-03-31;1;Nex24_21;Av Chácara das Nascentes, s/n;2025-01-14;200;35;Nenhuma característica relevante;0.004628;0.002575
47.154.849/0001-83;2025-03-31;1;Nex28_25;Av Chácara das Nascentes, s/n;2025-02-12;200;38;Nenhuma característica relevante;0.004628;0.002575
47.154.849/0001-83;2025-03-31;1;Nex30_27;Av Chácara das Nascentes, s/n;2025-02-03;200;40;Nenhuma característica relevante;0.004628;0.002575
47.154.849/0001-83;2025-03-31;1;Bus2_401;Av. Cerejeira, 280;2025-03-20;32.3;1;Nenhuma característica relevante;0.001153;0.000641
47.154.849/0001-83;2025-03-31;1;Bus2_402;Av. Cerejeira, 280;2025-03-20;31.4;1;Nenhuma característica relevante;0.001122;0.000624
