CNPJ_Fundo_Classe,Data_Referencia,Versao,Classe,Nome_Endereco_Imovel,Justificativa_Evolucao_Inferior_Previsto,Justificativa_Custo_Superior_Previsto,CNPJ_Fundo
12.516.185/0001-70,2022-09-30,1,Imóveis para renda em construção,Castelo 57 Business Park,,,
12.989.974/0001-29,2022-03-31,2,Imóveis para venda em construção,Porto Vida Residencial,A obra encontra-se paralisada e o cronograma sob revisão.,O FII PM não arca com custo de construção.,
12.989.974/0001-29,2022-03-31,2,Imóveis para renda em construção,Porto Vista,A obra encontra-se paralisada e o cronograma sob revisão.,O FII PM não arca com custo de construção.,
12.989.974/0001-29,2022-03-31,2,Imóveis para renda em construção,Pátio da Marítima Torre II,O início da construção pelo incorporador depende de condições mercadológicas ,O FII PM não arca com custo de construção.,
12.989.974/0001-29,2022-06-30,2,Imóveis para venda em construção,Porto Vida Residencial,A obra encontra-se paralisada e o cronograma sob revisão.,O FII PM não arca com custo de construção.,
12.989.974/0001-29,2022-06-30,2,Imóveis para renda em construção,Pátio da Marítima Torre II,O início da construção pelo incorporador depende de condições mercadológicas ,O FII PM não arca com custo de construção.,
12.989.974/0001-29,2022-06-30,2,Imóveis para renda em construção,Porto Vista,A obra encontra-se paralisada e o cronograma sob revisão.,O FII PM não arca com custo de construção.,
12.989.974/0001-29,2022-09-30,1,Imóveis para renda em construção,Pátio da Marítima Torre II,O início da construção pelo incorporador depende de condições mercadológicas ,O FII PM não arca com custo de construção.,
12.989.974/0001-29,2022-09-30,1,Imóveis para venda em construção,Porto Vida Residencial,A obra encontra-se paralisada e o cronograma sob revisão.,O FII PM não arca com custo de construção.,
12.989.974/0001-29,2022-09-30,1,Imóveis para renda em construção,Porto Vista,A obra encontra-se paralisada e o cronograma sob revisão.,O FII PM não arca com custo de construção.,
12.989.974/0001-29,2022-12-31,2,Imóveis para venda em construção,Porto Vida Residencial,A obra encontra-se paralisada e o cronograma sob revisão.,O FII PM não arca com custo de construção.,
12.989.974/0001-29,2022-12-31,2,Imóveis para renda em construção,Porto Vista,A obra encontra-se paralisada e o cronograma sob revisão.,O FII PM não arca com custo de construção.,
12.989.974/0001-29,2022-12-31,2,Imóveis para renda em construção,Pátio da Marítima Torre II,O início da construção pelo incorporador depende de condições mercadológicas ,O FII PM não arca com custo de construção.,
13.320.290/0001-00,2022-03-31,1,Imóveis para renda em construção,"R. Leopoldo C AP 311, Sao Paulo-SP",,,
13.320.290/0001-00,2022-03-31,1,Imóveis para renda em construção,"R. Leopoldo C AP 321, Sao Paulo-SP",,,
13.320.290/0001-00,2022-06-30,1,Imóveis para renda em construção,"R. Leopoldo C AP 321, Sao Paulo-SP",,,
13.320.290/0001-00,2022-06-30,1,Imóveis para renda em construção,"R. Leopoldo C AP 311, Sao Paulo-SP",,,
13.320.290/0001-00,2022-09-30,1,Imóveis para renda em construção,"R. Leopoldo C AP 321, Sao Paulo-SP",,,
13.320.290/0001-00,2022-09-30,1,Imóveis para renda em construção,"R. Leopoldo C AP 311, Sao Paulo-SP",,,
13.320.290/0001-00,2022-12-31,1,Imóveis para renda em construção,"R. Leopoldo C AP 311, Sao Paulo-SP",,,
13.320.290/0001-00,2022-12-31,1,Imóveis para renda em construção,"R. Leopoldo C AP 321, Sao Paulo-SP",,,
13.584.584/0001-31,2022-03-31,1,Imóveis para renda em construção,Não se aplica,Não se aplica,Não se aplica,
13.584.584/0001-31,2022-06-30,2,Imóveis para renda em construção,Não se aplica,Não se aplica,Não se aplica,
13.584.584/0001-31,2022-09-30,2,Imóveis para renda em construção,Não se aplica,Não se aplica,Não se aplica,
13.584.584/0001-31,2022-12-31,1,Imóveis para renda em construção,Não se aplica,Não se aplica,Não se aplica,
13.703.596/0001-38,2022-03-31,1,Imóveis para renda em construção,Não possui informação apresentada.,,,
13.703.596/0001-38,2022-06-30,1,Imóveis para renda em construção,Não possui informação apresentada.,,,
13.703.596/0001-38,2022-09-30,1,Imóveis para renda em construção,Não possui informação apresentada.,,,
13.703.596/0001-38,2022-12-31,1,Imóveis para renda em construção,Não possui informação apresentada.,,,
13.726.079/0001-84,2022-03-31,2,Imóveis para renda em construção,BELMIRA MARIM,Em análise,Não se aplica,
13.726.079/0001-84,2022-06-30,2,Imóveis para renda em construção,BELMIRA MARIM,Em análise,Não se aplica,
13.726.079/0001-84,2022-09-30,2,Imóveis para renda em construção,BELMIRA MARIM,Em análise,Não se aplica,
13.726.079/0001-84,2022-12-31,2,Imóveis para renda em construção,BELMIRA MARIM,Em análise,Não se aplica,
14.609.653/0001-87,2022-03-31,1,Imóveis para renda em construção,JHSF Aeroporto,,,
14.609.653/0001-87,2022-06-30,1,Imóveis para renda em construção,JHSF Aeroporto,,,
14.609.653/0001-87,2022-09-30,1,Imóveis para renda em construção,JHSF Aeroporto,,,
14.609.653/0001-87,2022-12-31,1,Imóveis para renda em construção,JHSF Aeroporto,,,
14.721.889/0001-00,2022-06-30,2,Imóveis para venda em construção,Aretê - Alto Ybirá,N.A.,N.A.,
14.721.889/0001-00,2022-06-30,2,Imóveis para venda em construção,Iluminato,"Prazo de obra replanejado, após atraso no desmonte de rocha.",N.A.,
14.721.889/0001-00,2022-06-30,2,Imóveis para venda em construção,The Gallery,N.A.,N.A.,
14.721.889/0001-00,2022-06-30,2,Imóveis para venda em construção,Maison Laranjeiras,Tarefas replanejadas,N.A.,
14.721.889/0001-00,2022-06-30,2,Imóveis para venda em construção,Highlight e Spotlight - Jardim Botafogo,Atraso na contratação de serviços.,N.A.,
14.721.889/0001-00,2022-06-30,2,Imóveis para venda em construção,Aretê - Peninsula Norte,N.A.,N.A.,
14.721.889/0001-00,2022-06-30,2,Imóveis para venda em construção,Crystal Blue,Atraso na contratação de serviços.,N.A.,
14.721.889/0001-00,2022-06-30,2,Imóveis para venda em construção,Blanc 260,Replanejamento de cronograma,Antecipação de compra de mateiral.,
14.721.889/0001-00,2022-06-30,2,Imóveis para venda em construção,Costa Mare,N.A.,N.A.,
14.721.889/0001-00,2022-09-30,1,Imóveis para venda em construção,Costa Mare,N.A.,N.A.,
14.721.889/0001-00,2022-09-30,1,Imóveis para venda em construção,Aretê - Peninsula Norte,N.A.,N.A.,
14.721.889/0001-00,2022-09-30,1,Imóveis para venda em construção,Blanc 260,Replanejamento de cronograma,Antecipação de compra de mateiral.,
14.721.889/0001-00,2022-09-30,1,Imóveis para venda em construção,Crystal Blue,Atraso na contratação de serviços.,N.A.,
14.721.889/0001-00,2022-09-30,1,Imóveis para venda em construção,Maison Laranjeiras,Tarefas replanejadas,N.A.,
14.721.889/0001-00,2022-09-30,1,Imóveis para venda em construção,Highlight e Spotlight - Jardim Botafogo,Atraso na contratação de serviços.,N.A.,
14.721.889/0001-00,2022-09-30,1,Imóveis para venda em construção,Iluminato,"Prazo de obra replanejado, após atraso no desmonte de rocha.",N.A.,
14.721.889/0001-00,2022-09-30,1,Imóveis para venda em construção,The Gallery,N.A.,N.A.,
14.721.889/0001-00,2022-09-30,1,Imóveis para venda em construção,Aretê - Alto Ybirá,N.A.,N.A.,
14.721.889/0001-00,2022-12-31,1,Imóveis para venda em construção,Maison Laranjeiras,Tarefas replanejadas,N.A.,
14.721.889/0001-00,2022-12-31,1,Imóveis para venda em construção,Iluminato,"Prazo de obra replanejado, após atraso no desmonte de rocha.",N.A.,
14.721.889/0001-00,2022-12-31,1,Imóveis para venda em construção,Crystal Blue,Atraso na contratação de serviços.,N.A.,
14.721.889/0001-00,2022-12-31,1,Imóveis para venda em construção,Highlight e Spotlight - Jardim Botafogo,Atraso na contratação de serviços.,N.A.,
14.721.889/0001-00,2022-12-31,1,Imóveis para venda em construção,Costa Mare,N.A.,N.A.,
14.721.889/0001-00,2022-12-31,1,Imóveis para venda em construção,Aretê - Peninsula Norte,N.A.,N.A.,
14.721.889/0001-00,2022-12-31,1,Imóveis para venda em construção,Aretê - Alto Ybirá,N.A.,N.A.,
14.721.889/0001-00,2022-12-31,1,Imóveis para venda em construção,Blanc 260,Replanejamento de cronograma,Antecipação de compra de mateiral.,
14.721.889/0001-00,2022-12-31,1,Imóveis para venda em construção,The Gallery,N.A.,N.A.,
15.461.076/0001-91,2022-03-31,1,Imóveis para renda em construção,51 Unidades  Master no Hotel,,,
15.461.076/0001-91,2022-03-31,1,Imóveis para renda em construção,64 Unidades Standard no Hotel,,,
15.461.076/0001-91,2022-03-31,1,Imóveis para renda em construção,34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ,,,
15.461.076/0001-91,2022-03-31,1,Imóveis para renda em construção,3 Centros de Convenções no Hotel,,,
15.461.076/0001-91,2022-03-31,1,Imóveis para renda em construção,02 unidades tipo bangalôs Hotel Resort Txai Terravista,,,
15.461.076/0001-91,2022-03-31,1,Imóveis para renda em construção,14 unidades Tipo Villas no Hotel Resort  Txai Terravista.,,,
15.461.076/0001-91,2022-06-30,1,Imóveis para renda em construção,02 unidades tipo bangalôs Hotel Resort Txai Terravista,,,
15.461.076/0001-91,2022-06-30,1,Imóveis para renda em construção,64 Unidades Standard no Hotel,,,
15.461.076/0001-91,2022-06-30,1,Imóveis para renda em construção,3 Centros de Convenções no Hotel,,,
15.461.076/0001-91,2022-06-30,1,Imóveis para renda em construção,14 unidades Tipo Villas no Hotel Resort  Txai Terravista.,,,
15.461.076/0001-91,2022-06-30,1,Imóveis para renda em construção,51 Unidades  Master no Hotel,,,
15.461.076/0001-91,2022-06-30,1,Imóveis para renda em construção,34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ,,,
15.461.076/0001-91,2022-09-30,1,Imóveis para renda em construção,51 Unidades  Master no Hotel,,,
15.461.076/0001-91,2022-09-30,1,Imóveis para renda em construção,34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ,,,
15.461.076/0001-91,2022-09-30,1,Imóveis para renda em construção,64 Unidades Standard no Hotel,,,
15.461.076/0001-91,2022-09-30,1,Imóveis para renda em construção,02 unidades tipo bangalôs Hotel Resort Txai Terravista,,,
15.461.076/0001-91,2022-09-30,1,Imóveis para renda em construção,3 Centros de Convenções no Hotel,,,
15.461.076/0001-91,2022-09-30,1,Imóveis para renda em construção,14 unidades Tipo Villas no Hotel Resort  Txai Terravista.,,,
15.461.076/0001-91,2022-12-31,1,Imóveis para renda em construção,51 Unidades  Master no Hotel,,,
15.461.076/0001-91,2022-12-31,1,Imóveis para renda em construção,14 unidades Tipo Villas no Hotel Resort  Txai Terravista.,,,
15.461.076/0001-91,2022-12-31,1,Imóveis para renda em construção,02 unidades tipo bangalôs Hotel Resort Txai Terravista,,,
15.461.076/0001-91,2022-12-31,1,Imóveis para renda em construção,34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ,,,
15.461.076/0001-91,2022-12-31,1,Imóveis para renda em construção,3 Centros de Convenções no Hotel,,,
15.461.076/0001-91,2022-12-31,1,Imóveis para renda em construção,64 Unidades Standard no Hotel,,,
16.915.968/0001-88,2022-12-31,2,Imóveis para renda em construção,Corifeu,de acordo com o previsto,de acordo com o previsto,
17.211.882/0001-37,2022-03-31,1,Imóveis para renda em construção,.,.,.,
17.211.882/0001-37,2022-06-30,1,Imóveis para renda em construção,.,.,.,
17.311.079/0001-74,2022-03-31,1,Imóveis para renda em construção,não se aplica,não se aplica,não se aplica,
17.311.079/0001-74,2022-06-30,1,Imóveis para renda em construção,não se aplica,não se aplica,não se aplica,
17.311.079/0001-74,2022-09-30,1,Imóveis para renda em construção,não se aplica,não se aplica,não se aplica,
17.311.079/0001-74,2022-12-31,1,Imóveis para renda em construção,não se aplica,não se aplica,não se aplica,
18.259.637/0001-62,2022-12-31,1,Imóveis para venda em construção,,,,
18.259.637/0001-62,2022-12-31,1,Imóveis para renda em construção,,,,
18.369.510/0001-04,2022-03-31,2,Imóveis para renda em construção,.,.,.,
18.369.510/0001-04,2022-06-30,1,Imóveis para renda em construção,.,.,.,
18.369.510/0001-04,2022-09-30,1,Imóveis para renda em construção,.,.,.,
18.369.510/0001-04,2022-12-31,1,Imóveis para renda em construção,.,.,.,
20.265.467/0001-70,2022-03-31,1,Imóveis para renda em construção,Não se aplica,Não se aplica,Não se aplica,
20.265.467/0001-70,2022-06-30,1,Imóveis para renda em construção,Não há informação apresentada,Não há informação apresentada,Não há informação apresentada,
20.265.467/0001-70,2022-09-30,1,Imóveis para renda em construção,Não há informação apresentada,Não há informação apresentada,Não há informação apresentada,
20.265.467/0001-70,2022-12-31,1,Imóveis para venda em construção,Não possui informação apresentada,Não possui informação apresentada,Não possui informação apresentada,
24.853.044/0001-22,2022-03-31,1,Imóveis para renda em construção,Castelo 57 Business Park,,,
24.853.044/0001-22,2022-06-30,3,Imóveis para renda em construção,Castelo 57 Business Park,,,
24.853.044/0001-22,2022-09-30,1,Imóveis para renda em construção,Castelo 57 Business Park,,,
24.853.044/0001-22,2022-12-31,2,Imóveis para renda em construção,Castelo 57 Business Park,,,
26.191.053/0001-20,2022-12-31,1,Imóveis para renda em construção,Não possui informação apresentada,Não possui informação apresentada,Não possui informação apresentada,
26.502.794/0001-85,2022-03-31,2,Imóveis para renda em construção,CD Leroy Expansão,Não aplicável,Não aplicável,
26.502.794/0001-85,2022-03-31,2,Imóveis para renda em construção,Especulativo Extrema,Não aplicável,Não aplicável,
26.502.794/0001-85,2022-03-31,2,Imóveis para renda em construção,Syslog SP,Não aplicável,Não aplicável,
26.502.794/0001-85,2022-06-30,1,Imóveis para renda em construção,Informação não apresentada.,Informação não apresentada.,Informação não apresentada.,
26.502.794/0001-85,2022-09-30,1,Imóveis para renda em construção,Informação não apresentada.,Informação não apresentada.,Informação não apresentada.,
26.502.794/0001-85,2022-12-31,1,Imóveis para renda em construção,Informação não apresentada.,Informação não apresentada.,Informação não apresentada.,
26.614.291/0001-00,2022-03-31,1,Imóveis para renda em construção,Projeto BTS Eagleburgmann do Brasil,"Chuvas acima da média historica em junho 21, substituição da construtora, atraso na emissão de licenças pelos orgãos publicos e  atrasos com a concessionária de energia elétrica.",,
26.614.291/0001-00,2022-06-30,1,Imóveis para renda em construção,Projeto BTS Eagleburgmann do Brasil,Chuvas acima da média historica em junho 21 e substituição da construtora.,,
26.813.118/0001-22,2022-12-31,2,Imóveis para renda em construção,Não se aplica,Não se aplica,Não se aplica,
27.538.477/0001-81,2022-09-30,1,Imóveis para venda em construção,Mr da Colina,,,
27.538.477/0001-81,2022-09-30,1,Imóveis para venda em construção,Vl Nascentes,,,
27.538.477/0001-81,2022-12-31,2,Imóveis para venda em construção,Vl Nascentes,,,
28.516.325/0001-40,2022-03-31,1,Imóveis para renda em construção,Não há informação apresentada,Não há informação apresentada,Não há informação apresentada,
28.516.325/0001-40,2022-06-30,1,Imóveis para renda em construção,Não há informacao apresentada,Não há informacao apresentada,Não há informacao apresentada,
28.516.325/0001-40,2022-09-30,1,Imóveis para renda em construção,Não há informacao apresentada,Não há informacao apresentada,Não há informacao apresentada,
28.516.325/0001-40,2022-12-31,2,Imóveis para renda em construção,Não há informacao apresentada,Não há informacao apresentada,Não há informacao apresentada,
28.516.650/0001-03,2022-03-31,1,Imóveis para venda em construção,Condomínio Massimo Parque da Mooca,"O atraso foi causado pela situação de mercado atual, com prazos acima do padrão para entrega de materiais.",,
28.516.650/0001-03,2022-06-30,1,Imóveis para venda em construção,Edifício Gibran,O desempenho da obra está dentro do satisfatório. O atraso da obra é considerando dentro do previsto.,,
28.516.650/0001-03,2022-06-30,1,Imóveis para venda em construção,Alpha Houses I,"A obra está no estágio final, em fase de arremates de acabamentos. O atraso foi causado pela situação de mercado atual, com prazos acima do padrão para entrega de materiais.",,
28.516.650/0001-03,2022-06-30,1,Imóveis para venda em construção,Condomínio Massimo Parque da Mooca,Houve um atraso quando da execução da fundação da torre. O cronograma foi revisto para suprir o atraso e hoje a obra não apresenta uma defasagem relevante.,,
28.516.650/0001-03,2022-09-30,1,Imóveis para venda em construção,Condomínio Massimo Parque da Mooca,Atraso reportado ainda é reflexo da execução da fundação da torre acima do prazo estimado em função das condições de solo encontradas.,,
28.516.650/0001-03,2022-09-30,1,Imóveis para venda em construção,Alpha Houses I,"A obra está no estágio final, em fase de arremates de acabamentos. O atraso foi causado pela situação de mercado atual, com prazos acima do padrão para entrega de materiais.",,
28.516.650/0001-03,2022-09-30,1,Imóveis para venda em construção,Edifício Gibran,"O atraso ainda é reflexo da demora para início de execução de alvenarias das unidades. A construtora não atingiu o objetivo de concretar duas lajes no período, prejudicando o desempenho e, consequentemente, recuperação do prazo.",,
28.516.650/0001-03,2022-12-31,1,Imóveis para venda em construção,Condomínio Massimo Parque da Mooca,"Atraso reportado é reflexo da demora na execução da fundação da torre somado ao atraso na entrega dos elevadores, dificultando a antecipação dos demais serviços.",,
28.516.650/0001-03,2022-12-31,1,Imóveis para venda em construção,MGB,Pequeno atraso devido a incidência de chuva na região.,,
28.516.650/0001-03,2022-12-31,1,Imóveis para venda em construção,Edifício Gibran,"A construtora não atingiu o objetivo de concretar duas lajes no período, prejudicando o desempenho e, consequentemente, recuperação do prazo.",,
28.516.650/0001-03,2022-12-31,1,Imóveis para venda em construção,Stillo Barra -AGER,Obra em fase inicial e pequeno atraso devido a incidência de chuva na região.,,
28.516.650/0001-03,2022-12-31,1,Imóveis para venda em construção,Alpha Houses I,Obra em fase de limpeza e aguardando a vistoria para emissão do habite-se.,,
29.242.844/0001-20,2022-03-31,1,Imóveis para venda em construção,"Rua Gabriel Monteira da Silva, 2906",não há evolução inferior.,não há custos superiores.,
29.242.844/0001-20,2022-06-30,1,Imóveis para venda em construção,"Rua Gabriel Monteira da Silva, 2906",não há evolução inferior.,não há custos superiores.,
29.242.844/0001-20,2022-09-30,1,Imóveis para venda em construção,"Rua Gabriel Monteira da Silva, 2906",não há evolução inferior.,não há custos superiores.,
29.242.844/0001-20,2022-12-31,1,Imóveis para renda em construção,"Rua Gabriel Monteira da Silva, 2906",não há evolução inferior.,não há custos superiores.,
30.017.492/0001-99,2022-03-31,1,Imóveis para renda em construção,.,.,.,
30.017.492/0001-99,2022-06-30,1,Imóveis para renda em construção,.,.,.,
30.017.492/0001-99,2022-09-30,1,Imóveis para renda em construção,.,.,.,
30.017.492/0001-99,2022-12-31,1,Imóveis para renda em construção,.,.,.,
30.258.790/0001-70,2022-06-30,1,Imóveis para venda em construção,Shopping Votuporanga,Não se aplica,Não se aplica,
30.258.790/0001-70,2022-09-30,1,Imóveis para venda em construção,Shopping Votuporanga,Não se aplica,Não se aplica,
30.258.790/0001-70,2022-12-31,1,Imóveis para renda em construção,Não se aplica,Não se aplica,Não se aplica,
30.629.603/0001-18,2022-03-31,1,Imóveis para renda em construção,Galpão Cajamar,Não Aplicável,Não Aplicável,
30.629.603/0001-18,2022-06-30,1,Imóveis para renda em construção,Galpão Cajamar,Não Aplicável,Não Aplicável,
30.629.603/0001-18,2022-09-30,1,Imóveis para renda em construção,Galpão Cajamar,100% concluída,Não Aplicável,
30.629.603/0001-18,2022-12-31,1,Imóveis para renda em construção,Galpão Cajamar,100% concluída,Não Aplicável,
30.654.849/0001-40,2022-03-31,2,Imóveis para renda em construção,Não possui informação apresentada,Não possui informação apresentada,Não possui informação apresentada,
30.654.849/0001-40,2022-06-30,1,Imóveis para renda em construção,Não possui informação apresentada,Não possui informação apresentada,Não possui informação apresentada,
30.654.849/0001-40,2022-09-30,2,Imóveis para renda em construção,Não possui informação apresentada,Não possui informação apresentada,Não possui informação apresentada,
30.871.716/0001-25,2022-03-31,1,Imóveis para renda em construção,N/D,N/D,N/D,
30.871.716/0001-25,2022-06-30,1,Imóveis para renda em construção,N/D,N/D,N/D,
30.871.716/0001-25,2022-09-30,1,Imóveis para renda em construção,N/D,N/D,N/D,
30.871.716/0001-25,2022-12-31,1,Imóveis para renda em construção,N/D,N/D,N/D,
31.907.591/0001-09,2022-03-31,1,Imóveis para renda em construção,"Imóvel A, TERRENO FELTRINS",Não Aplicavel,Não Aplicavel,
31.907.591/0001-09,2022-03-31,1,Imóveis para renda em construção,"Imóvel B, TERRENO FELTRINS",Não Aplicavel,Não Aplicavel,
31.907.591/0001-09,2022-06-30,1,Imóveis para renda em construção,"Imóvel B, TERRENO FELTRINS",Não Aplicavel,Não Aplicavel,
31.907.591/0001-09,2022-06-30,1,Imóveis para renda em construção,"Imóvel A, TERRENO FELTRINS",Não Aplicavel,Não Aplicavel,
31.907.591/0001-09,2022-09-30,1,Imóveis para renda em construção,"Imóvel B, TERRENO FELTRINS",Não Aplicavel,Não Aplicavel,
31.907.591/0001-09,2022-09-30,1,Imóveis para renda em construção,"Imóvel A, TERRENO FELTRINS",Não Aplicavel,Não Aplicavel,
31.907.591/0001-09,2022-12-31,1,Imóveis para renda em construção,"Imóvel B, TERRENO FELTRINS",Não Aplicavel,Não Aplicavel,
31.907.591/0001-09,2022-12-31,1,Imóveis para renda em construção,"Imóvel A, TERRENO FELTRINS",Não Aplicavel,Não Aplicavel,
34.471.719/0001-22,2022-03-31,1,Imóveis para venda em construção,25% Imóvel - FABRICA DA FORD MOTORS DO BRASIL,,,
34.471.719/0001-22,2022-06-30,1,Imóveis para venda em construção,25% Imóvel - FABRICA DA FORD MOTORS DO BRASIL,,,
34.471.719/0001-22,2022-09-30,1,Imóveis para venda em construção,25% Imóvel - FABRICA DA FORD MOTORS DO BRASIL,,,
34.471.719/0001-22,2022-12-31,1,Imóveis para venda em construção,25% Imóvel - FABRICA DA FORD MOTORS DO BRASIL,,,
34.508.923/0001-70,2022-03-31,1,Imóveis para venda em construção,Não há,Não há,Não há,
34.508.923/0001-70,2022-06-30,1,Imóveis para venda em construção,Não há,Não há,Não há,
34.508.923/0001-70,2022-09-30,1,Imóveis para venda em construção,Não há,Não há,Não há,
34.508.923/0001-70,2022-12-31,1,Imóveis para venda em construção,Não há,Não há,Não há,
34.895.711/0001-93,2022-03-31,2,Imóveis para venda em construção,ALPHAVILLE DOM PEDRO,,,
34.895.711/0001-93,2022-03-31,2,Imóveis para venda em construção,ALPHAVILLE JUNDIAÍ,,,
34.895.711/0001-93,2022-03-31,2,Imóveis para venda em construção,ALPHAVILLE NOVAESPLANADA,,,
34.895.711/0001-93,2022-03-31,2,Imóveis para venda em construção,ALPHACASTELLO,,,
34.895.711/0001-93,2022-06-30,2,Imóveis para venda em construção,ALPHAVILLE NOVAESPLANADA,,,
34.895.711/0001-93,2022-06-30,2,Imóveis para venda em construção,ALPHACASTELLO,,,
34.895.711/0001-93,2022-06-30,2,Imóveis para venda em construção,ALPHAVILLE JUNDIAÍ,,,
34.895.711/0001-93,2022-09-30,2,Imóveis para venda em construção,ALPHAVILLE JUNDIAÍ,,,
34.895.711/0001-93,2022-09-30,2,Imóveis para venda em construção,ALPHACASTELLO,,,
34.895.711/0001-93,2022-09-30,2,Imóveis para venda em construção,ALPHAVILLE NOVAESPLANADA,,,
34.895.711/0001-93,2022-12-31,2,Imóveis para renda em construção,ALPHAVILLE DOM PEDRO,,,
34.895.711/0001-93,2022-12-31,2,Imóveis para renda em construção,ALPHAVILLE JUNDIAÍ,,,
34.895.711/0001-93,2022-12-31,2,Imóveis para renda em construção,ALPHAVILLE NOVAESPLANADA,,,
34.895.711/0001-93,2022-12-31,2,Imóveis para renda em construção,ALPHACASTELLO,,,
34.895.752/0001-80,2022-09-30,1,Imóveis para venda em construção,PROJETO MAGNOLIAS,,,
34.895.752/0001-80,2022-09-30,1,Imóveis para venda em construção,PROJETO JAMARIS 98% - BRIO III,,,
34.895.752/0001-80,2022-09-30,1,Imóveis para venda em construção,PROJETO PADRE CHICO,,,
34.895.752/0001-80,2022-09-30,1,Imóveis para venda em construção,PROJETO DOM MANUEL,,,
34.895.752/0001-80,2022-09-30,1,Imóveis para venda em construção,GUARARA (BRIO III) - 50%,,,
34.895.752/0001-80,2022-09-30,1,Imóveis para venda em construção,SEBASTIAO PAES (BRIO III) 50%,,,
34.895.752/0001-80,2022-09-30,1,Imóveis para venda em construção,PROJETO MIN FERREIRA ALVES,,,
34.895.752/0001-80,2022-12-31,1,Imóveis para venda em construção,PROJETO MIN FERREIRA ALVES,,,
34.895.752/0001-80,2022-12-31,1,Imóveis para venda em construção,GUARARA (BRIO III) - 50%,,,
34.895.752/0001-80,2022-12-31,1,Imóveis para venda em construção,PROJETO PADRE CHICO,,,
34.895.752/0001-80,2022-12-31,1,Imóveis para venda em construção,PROJETO DOM MANUEL,,,
34.895.752/0001-80,2022-12-31,1,Imóveis para venda em construção,SEBASTIAO PAES (BRIO III) 50%,,,
34.895.752/0001-80,2022-12-31,1,Imóveis para venda em construção,PROJETO JAMARIS 98% - BRIO III,,,
34.895.752/0001-80,2022-12-31,1,Imóveis para venda em construção,PROJETO MAGNOLIAS,,,
35.360.651/0001-77,2022-09-30,2,Imóveis para venda em construção,,,,
35.360.651/0001-77,2022-12-31,2,Imóveis para venda em construção,LEVER,,,
35.360.651/0001-77,2022-12-31,2,Imóveis para venda em construção,RARO,,,
35.360.651/0001-77,2022-12-31,2,Imóveis para venda em construção,EDIFÍCIO B.LAR,Replanejamento da Obra,,
35.360.651/0001-77,2022-12-31,2,Imóveis para venda em construção,EDIFÍCIO PB 50,Replanejamento da Obra,,
35.360.651/0001-77,2022-12-31,2,Imóveis para venda em construção,PURO,Replanejamento da Obra,,
35.652.081/0001-99,2022-09-30,1,Imóveis para renda em construção,.,.,.,
35.652.102/0001-76,2022-03-31,1,Imóveis para renda em construção,Union Faria Lima,Não aplicável,Não aplicável,
35.652.102/0001-76,2022-06-30,1,Imóveis para renda em construção,Union Faria Lima,Não aplicável,Não aplicável,
35.652.102/0001-76,2022-09-30,1,Imóveis para renda em construção,Union Faria Lima,Não aplicável,Não aplicável,
35.652.102/0001-76,2022-12-31,1,Imóveis para renda em construção,Union Faria Lima,Não aplicável,Não aplicável,
35.652.278/0001-28,2022-03-31,1,Imóveis para renda em construção,Imóvel Itajaí/SC,Não possui,Não possui,
35.652.278/0001-28,2022-06-30,1,Imóveis para renda em construção,Imovel ItajaiSC,NÃO SE APLICA,NÃO SE APLICA,
35.652.278/0001-28,2022-06-30,1,Imóveis para renda em construção,Imovel Conde - Paraiba,NÃO SE APLICA,NÃO SE APLICA,
35.652.278/0001-28,2022-06-30,1,Imóveis para renda em construção,Imovel Viana,NÃO SE APLICA,NÃO SE APLICA,
35.652.278/0001-28,2022-09-30,1,Imóveis para renda em construção,Imovel Conde - Paraiba,Não aplicável,Não aplicável,
35.652.278/0001-28,2022-09-30,1,Imóveis para renda em construção,Imovel Viana,Não aplicável,Não aplicável,
35.652.278/0001-28,2022-09-30,1,Imóveis para renda em construção,Imovel ItajaiSC,Não aplicável,Não aplicável,
35.652.278/0001-28,2022-12-31,2,Imóveis para renda em construção,Imovel Viana,Não Aplicavel,Não Aplicavel,
35.652.278/0001-28,2022-12-31,2,Imóveis para renda em construção,Imovel Conde - Paraiba,Não Aplicavel,Não Aplicavel,
35.705.463/0001-33,2022-03-31,1,Imóveis para renda em construção,GALPÃO WTLOG RBR,,,
35.705.463/0001-33,2022-06-30,1,Imóveis para renda em construção,GALPÃO WTLOG RBR,,,
35.705.463/0001-33,2022-09-30,1,Imóveis para renda em construção,GALPÃO WTLOG RBR,,,
35.705.463/0001-33,2022-12-31,2,Imóveis para renda em construção,GALPÃO WTLOG RBR,,,
35.725.659/0001-90,2022-03-31,1,Imóveis para renda em construção,COND COM QUINTINO BOCAIUVA,"A obra não iniciou, está em fase de aprovação de projeto na prefeitura protocolado em fev/2021.",Não se aplica.,
35.725.659/0001-90,2022-03-31,1,Imóveis para renda em construção,COND RES TEENA,"Os desvios aconteceram foram ocasionados devido aos decretos/paralizações ocorridas no ano de 2020 e 2021 em decorrência da pandemia, acrescido da baixa de oferta de alguns materiais da construção civil.",Não se aplica.,
