CNPJ_Fundo_Classe;Data_Referencia;Versao;Nome_Imovel;Endereco;Data_Alienacao;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Imovel_Total_Investido;Percentual_Imovel_PL
19.722.048/0001-31;2021-03-31;1;223056;Rua da Mata 129;2021-02-25;139.73;1;Apartamento para venda;0.00876503381943201;0.00764011495965308
19.722.048/0001-31;2021-06-30;1;140609;Alameda Joaquim Eugênio de Lima 1095 - 104;2021-04-29;105.47;1;Imóveis Para Venda Acabados;0.00567171629126646;0.00540556814856255
19.722.048/0001-31;2021-06-30;1;141143;Alameda Joaquim Eugênio de Lima 1075 - 31;2021-04-16;86.62;1;Imóveis Para Venda Acabados;0.0047706103410622;0.00454674704878277
19.722.048/0001-31;2021-06-30;1;145869;Alameda Casa Branca 438 - 92;2021-05-04;118.7;1;Imóveis Para Venda Acabados;0.00684900302705757;0.00652761011150718
19.722.048/0001-31;2021-06-30;1;146434;Rua Bela Cintra 1760 - 104;2021-06-28;112.35;1;Imóveis Para Venda Acabados;0.00805547842269378;0.00767747104173704
19.722.048/0001-31;2021-06-30;1;147301;Alameda Tietê 471 - 103;2021-06-08;109.42;1;Imóveis Para Venda Acabados;0.0053226247034122;0.00507285785923764
19.722.048/0001-31;2021-06-30;1;148600;Rua Bela Cintra, 2316 - 93;2021-06-30;102;1;Imóveis Para Venda Acabados;0.00632765372473064;0.0060307253876938
19.722.048/0001-31;2021-06-30;1;150486;Rua Padre João Manuel 774 - 21;2021-04-07;200.9628;1;Imóveis Para Venda Acabados;0.011393971343657;0.010859303501437
19.722.048/0001-31;2021-06-30;1;151292;Alameda Min. Rocha Azevedo 976 - 62;2021-04-16;127.96;1;Imóveis Para Venda Acabados;0.00627310475889361;0.00597873615954433
19.722.048/0001-31;2021-06-30;1;156855;Rua Batataes, 453 - 21;2021-04-27;175.84;1;Imóveis Para Venda Acabados;0.0109590931976553;0.0104448322313996
19.722.048/0001-31;2021-06-30;1;157832;Alameda Lorena, 280 - 34;2021-05-07;58.79;1;Imóveis Para Venda Acabados;0.00338181270346234;0.00322311943959353
19.722.048/0001-31;2021-06-30;1;158553;Rua Queluz 70 - 102;2021-05-24;84.57;1;Imóveis Para Venda Acabados;0.00377718202224315;0.00359993585402021
19.722.048/0001-31;2021-06-30;1;158669;Rua Caconde 380 - 101;2021-04-20;229.34;1;Imóveis Para Venda Acabados;0.0144276494285601;0.0137506247147346
19.722.048/0001-31;2021-06-30;1;159272;Rua Batataes, 170  - 13;2021-05-07;101.1;1;Imóveis Para Venda Acabados;0.00457980679426961;0.00436489705449392
19.722.048/0001-31;2021-06-30;1;161237;Alameda Joaquim Eugênio de Lima 1601 - 74;2021-04-16;103.34;1;Imóveis Para Venda Acabados;0.00548678540706151;0.0052293152392125
19.722.048/0001-31;2021-06-30;1;161345;Rua Guarará 77 - 113;2021-04-16;122.33;1;Imóveis Para Venda Acabados;0.00726563145018654;0.00692468803610642
19.722.048/0001-31;2021-06-30;1;218448;Rua Mourato Coelho 244 - 5;2021-06-11;148.4;1;Imóveis Para Venda Acabados;0.00584510000338237;0.0055708157426879
19.722.048/0001-31;2021-06-30;1;231498;Rua Viradouro 97 - 54;2021-05-31;92.72;1;Imóveis Para Venda Acabados;0.00553388420772834;0.00527420390494357
19.722.048/0001-31;2021-06-30;1;231644;Rua Manuel Guedes 475 - 23;2021-05-03;130.96;1;Imóveis Para Venda Acabados;0.00723122660220739;0.0068918976529417
19.722.048/0001-31;2021-06-30;1;234991;Rua Leopoldo Couto de Magalhães Júnior, 539 - 51;2021-05-04;46.75;1;Imóveis Para Venda Acabados;0.00290926897818079;0.00277275006654883
19.722.048/0001-31;2021-06-30;1;236992;Rua Urimonduba 171 - 22;2021-05-07;144.72;1;Imóveis Para Venda Acabados;0.0063225754381791;0.00602588540229563
19.722.048/0001-31;2021-06-30;1;251990;Rua João Lourenço 713 - 61;2021-04-19;161.45;1;Imóveis Para Venda Acabados;0.0112869698211079;0.0107573230792093
19.722.048/0001-31;2021-06-30;1;216574;Rua Doutor Virgílio de Carvalho Pinto 336 - 92;2021-04-09;184.93;1;Imóveis Para Venda Acabados;0.000791277659716805;0.000754146557122515
19.722.048/0001-31;2021-09-30;1;135448;Alameda Joaquim Eugênio de Lima 834 - 41;2021-07-15;184.66;1;Imóveis Para Venda Acabados;0.0125574540391083;0.0107018808692187
19.722.048/0001-31;2021-09-30;1;136277;Alameda Jaú 88 - 133;2021-08-31;132;1;Imóveis Para Venda Acabados;0.00727338186859523;0.0061986184485823
19.722.048/0001-31;2021-09-30;1;140785;Rua Saint Hilaire 118 - 41;2021-07-20;128.59;1;Imóveis Para Venda Acabados;0.00664949947307091;0.00566692507725795
19.722.048/0001-31;2021-09-30;1;148377;Rua da Consolação 3630 - 81;2021-09-29;138.35;1;Imóveis Para Venda Acabados;0.00890718037822279;0.0075909959926201
19.722.048/0001-31;2021-09-30;1;149043;Alameda Franca 1331 - 92;2021-07-06;188.22;1;Imóveis Para Venda Acabados;0.00805645351392793;0.00686597820433488
19.722.048/0001-31;2021-09-30;1;149653;Rua Haddock Lobo 1141 - 92;2021-08-12;144.2;1;Imóveis Para Venda Acabados;0.00755643966896484;0.00643984974030947
19.722.048/0001-31;2021-09-30;1;151484;Alameda Min. Rocha Azevedo 932 - 71;2021-09-23;191.06;1;Imóveis Para Venda Acabados;0.0143079361001804;0.0121937000248338
19.722.048/0001-31;2021-09-30;1;155942;Rua Ouro Branco 75 - 21A;2021-07-06;194.28;1;Imóveis Para Venda Acabados;0.0126886972535154;0.0108137307108429
19.722.048/0001-31;2021-09-30;1;157113;Rua José Maria Lisboa 463 - 73;2021-09-01;153.88;1;Imóveis Para Venda Acabados;0.00901284454381706;0.00768104651630217
19.722.048/0001-31;2021-09-30;1;158253;Rua Batataes, 362 - 71;2021-07-15;209.84;1;Imóveis Para Venda Acabados;0.0132439895414852;0.0112869693064166
19.722.048/0001-31;2021-09-30;1;159850;Alameda Joaquim Eugênio de Lima 1656 - 91;2021-08-31;278.92;1;Imóveis Para Venda Acabados;0.0189855696337432;0.016180135226599
19.722.048/0001-31;2021-09-30;1;159974;Rua Guarará 100 - 84;2021-08-23;71.13;1;Imóveis Para Venda Acabados;0.0044158235793635;0.00376331203273037
19.722.048/0001-31;2021-09-30;1;167626;Alameda Franca 917 - 102;2021-07-15;95.52;1;Imóveis Para Venda Acabados;0.00665801875849784;0.00567418549624463
19.722.048/0001-31;2021-09-30;1;168169;Alameda Jaú 1486 - 9;2021-09-08;239;1;Imóveis Para Venda Acabados;0.0145201414199402;0.0123745484710882
